Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
A,H2W,1A,F03,AH2W1AF03,AH2W1AF03,08/31/2011,08/31/2011,1,1126,1175,1,28,Construct,.,,,
A,H2W,1A,F02,AH2W1AF02,AH2W1AF02,09/28/2011,10/17/2011,20,1108,1075,2,0,Construct,,,,
A,H2W,1A,F01,AH2W1AF01,AH2W1AF01,10/17/2011,10/17/2011,1,464,523,1,35,Construct,,,,
A,H2W,1A,W12,AH2W1AW12,AH2W1AW12,11/21/2011,12/01/2011,11,744,760,3,53,Construct,,,,
A,H2W,1A,W11,AH2W1AW11,AH2W1AW11,01/23/2012,01/23/2012,1,726,720,1,15,Construct,,,,
A,H2W,1A,W10,AH2W1AW10,AH2W1AW10,02/07/2012,02/07/2012,1,676,680,1,16,Construct,,,,
A,H2W,1A,W09,AH2W1AW09,AH2W1AW09,02/23/2012,02/24/2012,2,632,645,2,20,Construct,,,,
A,H2W,1A,W08,AH2W1AW08,AH2W1AW08,03/15/2012,03/15/2012,1,400,600,1,18,Construct,,,,
A,H2W,1A,W07,AH2W1AW07,AH2W1AW07,04/02/2012,04/03/2012,2,375,396,2,22,Construct,,,,
A,H2W,1A,W06,AH2W1AW06,AH2W1AW06,04/25/2012,05/12/2012,18,505,446,4,41,Construct,Code 02.,"Joining lifts ""W06"" and ""W06a"" under the name of ""W06"".",Code 02a.,A-P-S-0313-0003
A,H2W,1A,W05,AH2W1AW05,AH2W1AW05,06/22/2012,07/04/2012,13,497,479,2,83,Construct,,,,
A,H2W,1A,W04,AH2W1AW04,AH2W1AW04,09/25/2012,10/12/2012,18,408,403,3,-11,Construct,,,,
A,H2W,1A,W03c,AH2W1AW03c,AH2W1AW03c,10/01/2012,10/01/2012,1,216,204,1,30,Construct,,,,
A,H2W,1A,W03b,AH2W1AW03b,AH2W1AW03b,10/31/2012,12/19/2012,50,360,334,3,22,Construct,,,,
A,H2W,1A,W03a,AH2W1AW03a,AH2W1AW03a,01/10/2013,01/10/2013,1,264,279,1,11,Construct,,,,
A,H2W,1A,W02,AH2W1AW02,AH2W1AW02,01/21/2013,07/01/2013,162,208,272,5,268,Construct,Code 02.,"Joining lifts ""W02"", ""W02a"" and ""W02 (II)"" under the name of ""W02"".",Code 02a.,A-P-S-0313-0003
A,H2W,1A,W01,AH2W1AW01,AH2W1AW01,03/26/2014,03/26/2014,1,136,115,1,-889,Construct,,,,
A,H2W,1B,F03,AH2W1BF03,AH2W1BF03,10/19/2011,10/20/2011,2,1120,1152,2,96,Construct,,,,
A,H2W,1B,F02,AH2W1BF02,AH2W1BF02,01/24/2012,01/24/2012,1,1176,1031,1,20,Construct,,,,
A,H2W,1B,F01,AH2W1BF01,AH2W1BF01,02/13/2012,02/14/2012,2,600,608,2,23,Construct,,,,
A,H2W,1B,W12,AH2W1BW12,AH2W1BW12,03/08/2012,03/09/2012,2,937,924,2,16,Construct,,,,
A,H2W,1B,W11,AH2W1BW11,AH2W1BW11,03/25/2012,03/29/2012,5,988,993,3,14,Construct,,,,
