Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number,
P,T1,C208,W01d,PT1C208W01d,PT1C208W01d,02/07/2015,02/07/2015,1,0,0,1,0,Construct,Code 03.,"Lift ""C2-08W02+W01c+d+e"" will be separated into ""C2-08 W01c"", ""C2-08 W01d"", ""C2-08 W01e"", ""C2-08 W02c"", ""C2-08 W02d"" and ""C2-08 W02e"".   All quantities will be assigned to ""C2-08 W01c""",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W01e,PT1C208W01e,PT1C208W01e,02/07/2015,02/07/2015,1,0,0,1,0,Construct,Code 03.,"Lift ""C2-08W02+W01c+d+e"" will be separated into ""C2-08 W01c"", ""C2-08 W01d"", ""C2-08 W01e"", ""C2-08 W02c"", ""C2-08 W02d"" and ""C2-08 W02e"".   All quantities will be assigned to ""C2-08 W01c""",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W02c,PT1C208W02c,PT1C208W02c,02/07/2015,02/07/2015,1,0,0,1,0,Construct,Code 03.,"Lift ""C2-08W02+W01c+d+e"" will be separated into ""C2-08 W01c"", ""C2-08 W01d"", ""C2-08 W01e"", ""C2-08 W02c"", ""C2-08 W02d"" and ""C2-08 W02e"".   All quantities will be assigned to ""C2-08 W01c""",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W02d,PT1C208W02d,PT1C208W02d,02/07/2015,02/07/2015,1,0,0,1,0,Construct,Code 03.,"Lift ""C2-08W02+W01c+d+e"" will be separated into ""C2-08 W01c"", ""C2-08 W01d"", ""C2-08 W01e"", ""C2-08 W02c"", ""C2-08 W02d"" and ""C2-08 W02e"".   All quantities will be assigned to ""C2-08 W01c""",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W02e,PT1C208W02e,PT1C208W02e,02/07/2015,02/07/2015,1,0,0,1,4,Construct,Code 03.,"Lift ""C2-08W02+W01c+d+e"" will be separated into ""C2-08 W01c"", ""C2-08 W01d"", ""C2-08 W01e"", ""C2-08 W02c"", ""C2-08 W02d"" and ""C2-08 W02e"".   All quantities will be assigned to ""C2-08 W01c""",Code 03a.,P-P-S-6810-0008,
P,T1,C208,P01,PT1C208P01,PT1C208P01,02/11/2015,02/11/2015,1,7,5,1,-187,Construct,,,,,
P,T1,C207,F01a,PT1C207F01a,PT1C207F01a,08/08/2014,08/09/2014,2,186,183,2,12,Construct,,,,,
P,T1,C207,F01b,PT1C207F01b,PT1C207F01b,08/21/2014,08/28/2014,8,320,363,2,2,Construct,,,,,
P,T1,C207,W07,PT1C207W07,PT1C207W07,08/30/2014,08/30/2014,1,19,24,1,10,Construct,,,,,
P,T1,C207,W06,PT1C207W06,PT1C207W06,09/09/2014,09/09/2014,1,48,55,1,9,Construct,,,,,
P,T1,C207,P07,PT1C207P07,PT1C207P07,09/18/2014,09/18/2014,1,7,10,1,1,Construct,,,,,
P,T1,C207,W05,PT1C207W05,PT1C207W05,09/19/2014,09/20/2014,2,48,46,2,13,Construct,,,,,
P,T1,C207,P06,PT1C207P06,PT1C207P06,10/03/2014,10/03/2014,1,21,21,1,11,Construct,,,,,
P,T1,C207,W03a,PT1C207W03a,PT1C207W03a,10/14/2014,10/14/2014,1,71,89,1,0,Construct,Code 03.,"Lift ""C2-07+08 W03+W04a"" will be separated into ""C2-07 W03a"", ""C2-07 W04a"", ""C2-08 W03a"" and ""C2-04 W04a"".  All quantities will be assigned to ""C0-07 W03a"".",Code 03a.,P-P-S-6810-0008,
P,T1,C207,W04a,PT1C207W04a,PT1C207W04a,10/14/2014,10/14/2014,1,0,0,1,0,Construct,Code 03.,"Lift ""C2-07+08 W03+W04a"" will be separated into ""C2-07 W03a"", ""C2-07 W04a"", ""C2-08 W03a"" and ""C2-04 W04a"".  All quantities will be assigned to ""C0-07 W03a"".",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W03a,PT1C208W03a,PT1C208W03a,10/14/2014,10/14/2014,1,0,0,1,0,Construct,Code 03.,"Lift ""C2-07+08 W03+W04a"" will be separated into ""C2-07 W03a"", ""C2-07 W04a"", ""C2-08 W03a"" and ""C2-04 W04a"".  All quantities will be assigned to ""C0-07 W03a"".",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W04a,PT1C208W04a,PT1C208W04a,10/14/2014,10/14/2014,1,0,0,1,1,Construct,Code 03.,"Lift ""C2-07+08 W03+W04a"" will be separated into ""C2-07 W03a"", ""C2-07 W04a"", ""C2-08 W03a"" and ""C2-04 W04a"".  All quantities will be assigned to ""C0-07 W03a"".",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W04b,PT1C208W04b,PT1C208W04b,10/15/2014,10/15/2014,1,0,0,1,1,Construct,Code 01.,"A new row was created under the name of ""W04b"", with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,P-P-S-6810-0009,
P,T1,C207,W04b,PT1C207W04b,PT1C207W04b,10/16/2014,10/16/2014,1,55,53,1,0,Construct,Code 03.,"Lift ""C2-07 W03+W04b"" will be divided into ""C2-07 W04b"" and ""C2-07 W03b"".   All quantities will be assigned to ""C2-07 W04b"".",Code 03a.,P-P-S-6810-0009,
P,T1,C207,W03b,PT1C207W03b,PT1C207W03b,10/16/2014,10/16/2014,1,0,0,1,2,Construct,Code 03.,"Lift ""C2-07 W03+W04b"" will be divided into ""C2-07 W04b"" and ""C2-07 W03b"".   All quantities will be assigned to ""C2-07 W04b"".",Code 03a.,P-P-S-6810-0009,
P,T1,C207,P05,PT1C207P05,PT1C207P05,10/18/2014,10/18/2014,1,19,17,1,33,Construct,,,,,
P,T1,C207,P04,PT1C207P04,PT1C207P04,11/20/2014,11/20/2014,1,32,24,1,6,Construct,,,,,
P,T1,C207,P03,PT1C207P03,PT1C207P03,11/26/2014,11/26/2014,1,12,12,1,21,Construct,,,,,
P,T1,C207,P02,PT1C207P02,PT1C207P02,12/17/2014,12/17/2014,1,14,14,1,6,Construct,Code 05.,"Lift ""P012"" will be renamed as ""P02"".",Code 05a.,P-P-S-6810-0008,
P,T1,C207,P01,PT1C207P01,PT1C207P01,12/23/2014,12/23/2014,1,10,5,1,42,Construct,,,,,
P,T1,C207,W02a,PT1C207W02a,PT1C207W02a,02/03/2015,02/03/2015,1,42,57,1,0,Construct,Code 03.,"Lift ""C2-07+08 W02+01a"" will be separated into ""C2-07 W01a"", ""C2-07 W02a"", ""C2-08 W01a"" and ""C2-08 W02a"".   All quantities will be assigned to ""C2-07 W02a""",Code 03a.,P-P-S-6810-0008,
P,T1,C207,W01a,PT1C207W01a,PT1C207W01a,02/03/2015,02/04/2015,2,30,0,1,-1,Construct,Code 03.,"Lift ""C2-07+08 W02+01a"" will be separated into ""C2-07 W01a"", ""C2-07 W02a"", ""C2-08 W01a"" and ""C2-08 W02a"".   All quantities will be assigned to ""C2-07 W02a""

Lift ""C2-07+08 W01a"" will be accounted here as ""C2-07 W01a"".
",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W02a,PT1C208W02a,PT1C208W02a,02/03/2015,02/03/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""C2-07+08 W02+01a"" will be separated into ""C2-07 W01a"", ""C2-07 W02a"", ""C2-08 W01a"" and ""C2-08 W02a"".   All quantities will be assigned to ""C2-07 W02a""",Code 03a.,P-P-S-6810-0008,
P,T1,C208,W01a,PT1C208W01a,PT1C208W01a,02/03/2015,02/03/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""C2-07+08 W02+01a"" will be separated into ""C2-07 W01a"", ""C2-07 W02a"", ""C2-08 W01a"" and ""C2-08 W02a"".   All quantities will be assigned to ""C2-07 W02a""",Code 03a.,P-P-S-6810-0008,
P,T1,C207,W02b,PT1C207W02b,PT1C207W02b,02/03/2015,02/03/2015,1,52,57,1,0,Construct,Code 03.,"Lift ""C2-07+08 W02+01b"" will be separated into ""C2-07 W01b"", ""C2-07 W02b"", ""C2-08 W01b"" and ""C2-08 W02b"".   All quantities will be assigned to ""C2-07 W02b""",Code 03a.,P-P-S-6810-0009,
P,T1,C207,W01b,PT1C207W01b,PT1C207W01b,02/03/2015,02/03/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""C2-07+08 W02+01b"" will be separated into ""C2-07 W01b"", ""C2-07 W02b"", ""C2-08 W01b"" and ""C2-08 W02b"".   All quantities will be assigned to ""C2-07 W02b""",Code 03a.,P-P-S-6810-0009,
P,T1,C208,W02b,PT1C208W02b,PT1C208W02b,02/03/2015,02/03/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""C2-07+08 W02+01b"" will be separated into ""C2-07 W01b"", ""C2-07 W02b"", ""C2-08 W01b"" and ""C2-08 W02b"".   All quantities will be assigned to ""C2-07 W02b""",Code 03a.,P-P-S-6810-0009,
P,T1,C208,W01b,PT1C208W01b,PT1C208W01b,02/03/2015,02/03/2015,1,0,0,0,-195,Construct,Code 03.,"Lift ""C2-07+08 W02+01b"" will be separated into ""C2-07 W01b"", ""C2-07 W02b"", ""C2-08 W01b"" and ""C2-08 W02b"".   All quantities will be assigned to ""C2-07 W02b""",Code 03a.,P-P-S-6810-0009,
P,T1,C206,F01,PT1C206F01,PT1C206F01,07/23/2014,07/24/2014,2,242,230,2,12,Construct,,,,,
P,T1,C206,W03,PT1C206W03,PT1C206W03,08/05/2014,08/05/2014,1,46,48,1,10,Construct,,,,,
P,T1,C206,P04,PT1C206P04,PT1C206P04,08/15/2014,08/15/2014,1,16,19,1,0,Construct,,,,,
P,T1,C206,W02,PT1C206W02,PT1C206W02,08/15/2014,08/15/2014,1,41,36,1,3,Construct,,,,,
P,T1,C206,P03,PT1C206P03,PT1C206P03,08/18/2014,08/18/2014,1,16,14,1,3,Construct,,,,,
P,T1,C206,P02,PT1C206P02,PT1C206P02,08/21/2014,08/21/2014,1,17,14,1,0,Construct,,,,,
P,T1,C206,W01,PT1C206W01,PT1C206W01,08/21/2014,08/21/2014,1,17,23,1,5,Construct,,,,,
P,T1,C206,P01,PT1C206P01,PT1C206P01,08/26/2014,08/26/2014,1,16.5,14,1,-66,Construct,,,,,
P,T1,C205,F01,PT1C205F01,PT1C205F01,06/21/2014,06/21/2014,1,232,228,1,23,Construct,,,,,
P,T1,C205,W02,PT1C205W02,PT1C205W02,07/14/2014,07/14/2014,1,48,50,1,10,Construct,,,,,
P,T1,C205,W01,PT1C205W01,PT1C205W01,07/24/2014,07/24/2014,1,59,48,1,2,Construct,,,,,
P,T1,C205,P04,PT1C205P04,PT1C205P04,07/26/2014,07/26/2014,1,16,17,1,5,Construct,,,,,
P,T1,C205,P03,PT1C205P03,PT1C205P03,07/31/2014,07/31/2014,1,16,14,1,7,Construct,,,,,
P,T1,C205,P02,PT1C205P02,PT1C205P02,08/07/2014,08/07/2014,1,15,14,1,2,Construct,,,,,
P,T1,C205,P01,PT1C205P01,PT1C205P01,08/09/2014,08/09/2014,1,28,12,1,28,Construct,,,,,
P,T1,C205,R06,PT1C205R06,PT1C205R06,09/06/2014,09/06/2014,1,96,96,1,4,Construct,,,,,
P,T1,C205,R05,PT1C205R05,PT1C205R05,09/10/2014,09/10/2014,1,174,180,1,5,Construct,,,,,
P,T1,C205,R04b,PT1C205R04b,PT1C205R04b,09/15/2014,09/16/2014,2,320,340,2,6,Construct,,,,,
P,T1,C205,R03b,PT1C205R03b,PT1C205R03b,09/22/2014,09/22/2014,1,232,279,1,117,Construct,,,,,
P,T1,C205,R03c,PT1C205R03c,PT1C205R03c,01/17/2015,01/17/2015,1,0,0,0,-1,Construct,Code 01.,"A new row was created under the name of ""R03c"", with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,P-P-S-6810-0005,
P,T1,C205,R04a,PT1C205R04a,PT1C205R04a,01/16/2015,01/16/2015,1,81,76,1,7,Construct,,,,,
P,T1,C205,R03a,PT1C205R03a,PT1C205R03a,01/23/2015,01/23/2015,1,100,80,1,7,Construct,,,,,
P,T1,C205,R02,PT1C205R02,PT1C205R02,01/30/2015,01/30/2015,1,288,276,1,0,Construct,Code 03.,"Lift ""C2-05 R02+R01"" will be separated into ""C2-05 R02"" and ""C2-05 R01"".  All quantities will be assigned to ""C0-05 R02"".",Code 03a.,P-P-S-6810-0008,
P,T1,C205,R01,PT1C205R01,PT1C205R01,01/30/2015,01/30/2015,1,0,0,0,-247,Construct,Code 03.,"Lift ""C2-05 R02+R01"" will be separated into ""C2-05 R02"" and ""C2-05 R01"".  All quantities will be assigned to ""C0-05 R02"".",Code 03a.,P-P-S-6810-0008,
P,T1,C204,W02,PT1C204W02,PT1C204W02,05/28/2014,05/29/2014,2,128,109,2,7,Construct,,,,,
P,T1,C204,W01,PT1C204W01,PT1C204W01,06/05/2014,06/05/2014,1,80,104,1,70,Construct,,,,,
P,T1,C204,R02,PT1C204R02,PT1C204R02,08/14/2014,08/15/2014,2,160,142,2,5,Construct,,,,,
P,T1,C204,R01,PT1C204R01,PT1C204R01,08/20/2014,08/21/2014,2,232,241,2,-79,Construct,,,,,
P,T1,C203,W02,PT1C203W02,PT1C203W02,06/03/2014,06/03/2014,1,184,158,1,4,Construct,,,,,
P,T1,C203,W01,PT1C203W01,PT1C203W01,06/07/2014,06/07/2014,1,168,152,1,45,Construct,,,,,
P,T1,C203,R02,PT1C203R02,PT1C203R02,07/22/2014,07/22/2014,1,174,132,1,3,Construct,,,,,
P,T1,C203,R01,PT1C203R01,PT1C203R01,07/25/2014,07/26/2014,2,233,213,2,-61,Construct,,,,,
P,T1,C202,W02,PT1C202W02,PT1C202W02,05/26/2014,05/26/2014,1,186,226,1,0,Construct,Code 04.,"Lift ""C2-01+02 W02"" will be separated into ""C2-02 W02"" and ""C2-01 W02"".  All quantities will be assigned to ""C0-02 W02"".",Code 04a.,P-P-S-6810-0009,
P,T1,C201,W02,PT1C201W02,PT1C201W02,05/26/2014,05/26/2014,1,0,0,0,4,Construct,Code 04.,"Lift ""C2-01+02 W02"" will be separated into ""C2-02 W02"" and ""C2-01 W02"".  All quantities will be assigned to ""C0-02 W02"".",Code 04a.,P-P-S-6810-0009,
P,T1,C202,W01,PT1C202W01,PT1C202W01,05/30/2014,05/30/2014,1,186,219,1,0,Construct,Code 04.,"Lift ""C2-01+02 W01"" will be separated into ""C2-02 W01"" and ""C2-01 W01"".  All quantities will be assigned to ""C0-02 W01"".",Code 04a.,P-P-S-6810-0009,
P,T1,C201,W01,PT1C201W01,PT1C201W01,05/30/2014,05/30/2014,1,0,0,0,33,Construct,Code 04.,"Lift ""C2-01+02 W01"" will be separated into ""C2-02 W01"" and ""C2-01 W01"".  All quantities will be assigned to ""C0-02 W01"".",Code 04a.,P-P-S-6810-0009,
P,T1,C202,R02,PT1C202R02,PT1C202R02,07/02/2014,07/03/2014,2,176,229,2,-1,Construct,Code 04.,"Lift ""C2-01+02 R02"" will be separated into ""C2-02 R02"" and ""C2-01 R02"".  All quantities will be assigned to ""C0-02 R02"".",Code 04a.,P-P-S-6810-0009,
P,T1,C201,R02,PT1C201R02,PT1C201R02,07/02/2014,07/03/2014,2,0,0,0,5,Construct,Code 04.,"Lift ""C2-01+02 R02"" will be separated into ""C2-02 R02"" and ""C2-01 R02"".  All quantities will be assigned to ""C0-02 R02"".",Code 04a.,P-P-S-6810-0009,
P,T1,C202,R01,PT1C202R01,PT1C202R01,07/08/2014,07/08/2014,1,240,256,1,0,Construct,Code 04.,"Lift ""C2-01+02 R01"" will be separated into ""C2-02 R01"" and ""C2-01 R01"".  All quantities will be assigned to ""C0-02 R01"".",Code 04a.,P-P-S-6810-0009,
P,T1,C201,R01,PT1C201R01,PT1C201R01,07/08/2014,07/08/2014,1,0,0,0,-413,Construct,Code 04.,"Lift ""C2-01+02 R01"" will be separated into ""C2-02 R01"" and ""C2-01 R01"".  All quantities will be assigned to ""C0-02 R01"".",Code 04a.,P-P-S-6810-0009,
P,T1,C202,F01,PT1C202F01,PT1C202F01,05/21/2013,05/22/2013,2,768,736,2,-1,Construct,Code 04.,"Lift ""PT1C2+C3-02+03F01"" will be separated into ""C2-02 F01"" and ""C2-01 F01"".  All quantities will be assigned to ""C0-02 F01"".",Code 04a.,P-P-S-6810-0009,
P,T1,C201,F01,PT1C201F01,PT1C201F01,05/21/2013,05/22/2013,2,0,0,0,505,Construct,Code 04.,"Lift ""PT1C2+C3-02+03F01"" will be separated into ""C2-02 F01"" and ""C2-01 F01"".  All quantities will be assigned to ""C0-02 F01"".",Code 04a.,P-P-S-6810-0009,
P,T1,C103,F01a,PT1C103F01a,PT1C103F01a,10/09/2014,10/10/2014,2,144,166,2,47,Construct,,,,,
P,T1,C103,W05,PT1C103W05,PT1C103W05,11/26/2014,11/26/2014,1,19,14,1,7,Construct,,,,,
P,T1,C102,P06,PT1C102P06,PT1C102P06,12/03/2014,12/03/2014,1,37,16,1,0,Construct,Code 03.,"Lift ""C1-03 P06"" will be separated into ""C1-02 P06"" and ""C1-03 P06"".  All quantities will be assigned to ""C1-02 P06"".",Code 03a.,P-P-S-6810-0011,
P,T1,C103,P06,PT1C103P06,PT1C103P06,12/03/2014,12/03/2014,1,0,0,0,9,Construct,Code 05.,"Lift ""C1-03 P06"" will be renamed as ""C1-02 P06""",Code 05a.,P-P-S-6810-0011,
P,T1,C103,F01b,PT1C103F01b,PT1C103F01b,12/12/2014,12/12/2014,1,137,136,1,19,Construct,,,,,
P,T1,C103,W04b,PT1C103W04b,PT1C103W04b,12/31/2014,12/31/2014,1,24,38,1,3,Construct,,,,,
P,T1,C103,F01c,PT1C103F01c,PT1C103F01c,01/03/2015,01/03/2015,1,112,95,1,10,Construct,,,,,
P,T1,C103,P05,PT1C103P05,PT1C103P05,01/13/2015,01/13/2015,1,38,12,1,7,Construct,,,,,
P,T1,C103,W03b,PT1C103W03b,PT1C103W03b,01/20/2015,01/20/2015,1,48,48,1,-6,Construct,,,,,
P,T1,C103,P04,PT1C103P04,PT1C103P04,01/14/2015,01/14/2015,1,0,0,0,12,Construct,Code 01.,"A new row was created under the name of ""P04"", with 0 quantities and with the date of the preivous lift plus one day.",Code 01a.,P-P-S-6810-0011,
P,T1,C103,P03,PT1C103P03,PT1C103P03,01/26/2015,01/26/2015,1,43,35,1,0,Construct,Code 03.,"Lift ""P03+P02"" will be separated into ""P03"" and ""P02"".   All quantities will be assigned to ""P03""",Code 03a.,P-P-S-6810-0011,
P,T1,C103,P02,PT1C103P02,PT1C103P02,01/26/2015,01/26/2015,1,0,0,0,1,Construct,Code 03.,"Lift ""P03+P02"" will be separated into ""P03"" and ""P02"".   All quantities will be assigned to ""P03""",Code 03a.,P-P-S-6810-0011,
P,T1,C103,P01,PT1C103P01,PT1C103P01,01/27/2015,01/27/2015,1,0,0,0,17,Construct,Code 01.,"A new row was created under the name of ""P01"", with 0 quantities and with the date of the preivous lift plus one day.",Code 01a.,P-P-S-6810-0011,
P,T1,C103,W02c,PT1C103W02c,PT1C103W02c,02/13/2015,02/14/2015,2,92,69,2,-1,Construct,Code 03.,"Lift ""W02+W01 c+d+e"" will be separated into ""W02c"", ""W02d"", ""W02e"", ""W01c"", ""W01d"" and ""W01e"".   All quantities will be assigned to ""W02c""",Code 03a.,P-P-S-6810-0011,
P,T1,C103,W02d,PT1C103W02d,PT1C103W02d,02/13/2015,02/14/2015,2,0,0,0,-1,Construct,Code 03.,"Lift ""W02+W01 c+d+e"" will be separated into ""W02c"", ""W02d"", ""W02e"", ""W01c"", ""W01d"" and ""W01e"".   All quantities will be assigned to ""W02c""",Code 03a.,P-P-S-6810-0011,
P,T1,C103,W02e,PT1C103W02e,PT1C103W02e,02/13/2015,02/14/2015,2,0,0,0,-1,Construct,Code 03.,"Lift ""W02+W01 c+d+e"" will be separated into ""W02c"", ""W02d"", ""W02e"", ""W01c"", ""W01d"" and ""W01e"".   All quantities will be assigned to ""W02c""",Code 03a.,P-P-S-6810-0011,
P,T1,C103,W01c,PT1C103W01c,PT1C103W01c,02/13/2015,02/14/2015,2,0,0,0,-1,Construct,Code 03.,"Lift ""W02+W01 c+d+e"" will be separated into ""W02c"", ""W02d"", ""W02e"", ""W01c"", ""W01d"" and ""W01e"".   All quantities will be assigned to ""W02c""",Code 03a.,P-P-S-6810-0011,
P,T1,C103,W01d,PT1C103W01d,PT1C103W01d,02/13/2015,02/14/2015,2,0,0,0,-1,Construct,Code 03.,"Lift ""W02+W01 c+d+e"" will be separated into ""W02c"", ""W02d"", ""W02e"", ""W01c"", ""W01d"" and ""W01e"".   All quantities will be assigned to ""W02c""",Code 03a.,P-P-S-6810-0011,
P,T1,C103,W01e,PT1C103W01e,PT1C103W01e,02/13/2015,02/14/2015,2,0,0,0,-145,Construct,Code 03.,"Lift ""W02+W01 c+d+e"" will be separated into ""W02c"", ""W02d"", ""W02e"", ""W01c"", ""W01d"" and ""W01e"".   All quantities will be assigned to ""W02c""",Code 03a.,P-P-S-6810-0011,
P,T1,C102,F01a,PT1C102F01a,PT1C102F01a,09/22/2014,09/23/2014,2,176,164,2,8,Construct,,,,,
P,T1,C102,F01b,PT1C102F01b,PT1C102F01b,10/01/2014,10/01/2014,1,160,160,1,12,Construct,,,,,
P,T1,C102,W07,PT1C102W07,PT1C102W07,10/13/2014,10/13/2014,1,28,73,1,0,Construct,Code 03.,"Lift ""W07+W06"" will be separated into ""W07"" and ""W06"".  All quantities will be assigned to ""W07"".",Code 03a.,P-P-S-6810-0011,
P,T1,C102,W06,PT1C102W06,PT1C102W06,10/13/2014,10/24/2014,12,49,52,1,-10,Construct,Code 03.,"Lift ""W07+W06"" will be separated into ""W07"" and ""W06"".  All quantities will be assigned to ""W07"".",Code 03a.,P-P-S-6810-0011,
P,T1,C102,P09,PT1C102P09,PT1C102P09,10/14/2014,10/14/2014,1,16,7,1,29,Construct,,,,,
P,T1,C102,W05,PT1C102W05,PT1C102W05,11/12/2014,11/12/2014,1,24,27,1,0,Construct,,,,,
P,T1,C102,P08,PT1C102P08,PT1C102P08,11/12/2014,11/12/2014,1,22,16,1,3,Construct,,,,,
P,T1,C102,P07,PT1C102P07,PT1C102P07,11/15/2014,11/15/2014,1,41,34,2,4,Construct,Code 02,"Joining ""P07"" and ""P07b"" under the name of ""P07"".",Code 02a.,P-P-S-6810-0011,
P,T1,C102,W04b,PT1C102W04b,PT1C102W04b,11/19/2014,11/20/2014,2,84,64,2,5,Construct,,,,,
P,T1,C102,P05,PT1C102P05,PT1C102P05,11/25/2014,11/25/2014,1,29,46,1,0,Construct,Code 03.,"Lift ""P05+P04"" will be separated into ""P05"" and ""P04"".  All quantities will be assigned to ""P05"".",Code 03a.,P-P-S-6810-0011,
P,T1,C102,P04,PT1C102P04,PT1C102P04,11/25/2014,11/25/2014,1,0,0,0,1,Construct,Code 03.,"Lift ""P05+P04"" will be separated into ""P05"" and ""P04"".  All quantities will be assigned to ""P05"".",Code 03a.,P-P-S-6810-0011,
P,T1,C102,P03,PT1C102P03,PT1C102P03,11/26/2014,11/26/2014,1,0,0,0,2,Construct,Code 01.,"A new row was created under the name of ""P03"", with 0 quantities and with the date of the preivous lift plus one day.",Code 01a.,P-P-S-6810-0011,
P,T1,C102,W04a,PT1C102W04a,PT1C102W04a,11/28/2014,11/29/2014,2,37,47,2,-1,Construct,Code 04.,"Lift ""C1-02+03 W04a"" will be separated into ""C1-02 W04a"" and ""C1-03 W04a"".  All quantities will be assigned to ""C1-02 W04a"".",Code 04a.,P-P-S-6810-0011,
P,T1,C103,W04a,PT1C103W04a,PT1C103W04a,11/28/2014,11/29/2014,2,0,0,0,5,Construct,Code 04.,"Lift ""C1-02+03 W04a"" will be separated into ""C1-02 W04a"" and ""C1-03 W04a"".  All quantities will be assigned to ""C1-02 W04a"".",Code 04a.,P-P-S-6810-0011,
P,T1,C102,W03b,PT1C102W03b,PT1C102W03b,12/04/2014,12/05/2014,2,55,51,2,10,Construct,,,,,
P,T1,C102,P02,PT1C102P02,PT1C102P02,12/15/2014,12/15/2014,1,15,15,1,2,Construct,,,,,
P,T1,C102,P01,PT1C102P01,PT1C102P01,12/17/2014,12/17/2014,1,8,5,1,1,Construct,,,,,
P,T1,C102,W03a,PT1C102W03a,PT1C102W03a,12/18/2014,12/18/2014,1,80,100,1,0,Construct,Code 04.,"Lift ""C1-02+03 W03a"" will be separated into ""C1-02 W03a"" and ""C1-03 W03a"".  All quantities will be assigned to ""C1-02 W03a"".",Code 04.,P-P-S-6810-0011,
P,T1,C103,W03a,PT1C103W03a,PT1C103W03a,12/18/2014,12/18/2014,1,0,0,1,54,Construct,Code 04.,"Lift ""C1-02+03 W03a"" will be separated into ""C1-02 W03a"" and ""C1-03 W03a"".  All quantities will be assigned to ""C1-02 W03a"".",Code 04.,P-P-S-6810-0011,
P,T1,C102,W02b,PT1C102W02b,PT1C102W02b,02/10/2015,02/11/2015,2,90,70,2,-1,Construct,Code 04.,"Lift ""C1-02+03 W02+W01b"" will be separated into ""C1-02 W02b"", ""C1-02 W01b"", ""C1-03 W02b"" and ""C1-03 W01b"".  All quantities will be assigned to ""C1-02 W02b"".",Code 04.,P-P-S-6810-0011,
P,T1,C102,W01b,PT1C102W01b,PT1C102W01b,02/10/2015,02/11/2015,2,0,0,0,-1,Construct,Code 04.,"Lift ""C1-02+03 W02+W01b"" will be separated into ""C1-02 W02b"", ""C1-02 W01b"", ""C1-03 W02b"" and ""C1-03 W01b"".  All quantities will be assigned to ""C1-02 W02b"".",Code 04.,P-P-S-6810-0011,
P,T1,C103,W02b,PT1C103W02b,PT1C103W02b,02/10/2015,02/11/2015,2,0,0,0,-1,Construct,Code 04.,"Lift ""C1-02+03 W02+W01b"" will be separated into ""C1-02 W02b"", ""C1-02 W01b"", ""C1-03 W02b"" and ""C1-03 W01b"".  All quantities will be assigned to ""C1-02 W02b"".",Code 04.,P-P-S-6810-0011,
P,T1,C103,W01b,PT1C103W01b,PT1C103W01b,02/10/2015,02/11/2015,2,0,0,0,-208,Construct,Code 04.,"Lift ""C1-02+03 W02+W01b"" will be separated into ""C1-02 W02b"", ""C1-02 W01b"", ""C1-03 W02b"" and ""C1-03 W01b"".  All quantities will be assigned to ""C1-02 W02b"".",Code 04.,P-P-S-6810-0011,
P,T1,C101,F01,PT1C101F01,PT1C101F01,07/18/2014,07/19/2014,2,421,399,2,6,Construct,,,,,
P,T1,C101,W03,PT1C101W03,PT1C101W03,07/25/2014,07/26/2014,2,119,83,2,4,Construct,,,,,
P,T1,C101,W02,PT1C101W02,PT1C101W02,07/30/2014,07/31/2014,2,72,73,2,6,Construct,,,,,
P,T1,C101,W01,PT1C101W01,PT1C101W01,08/06/2014,08/06/2014,1,15,18,1,13,Construct,,,,,
P,T1,C101,R07,PT1C101R07,PT1C101R07,08/19/2014,08/20/2014,2,168,132,2,3,Construct,,,,,
P,T1,C101,R06,PT1C101R06,PT1C101R06,08/23/2014,08/23/2014,1,136.06,144,1,6,Construct,,,,,
P,T1,C101,R05,PT1C101R05,PT1C101R05,08/29/2014,08/29/2014,1,104,107,1,137,Construct,,,,,
P,T1,C101,R04a,PT1C101R04a,PT1C101R04a,01/13/2015,01/13/2015,1,57,52,1,1,Construct,,,,,
P,T1,C103,W02a,PT1C103W02a,PT1C103W02a,01/14/2015,01/14/2015,1,49,57,1,0,Construct,Code 04.,"Lift ""C1-01+02 W02a+W01a"" will be separated into ""C1-01 W02a"", ""C1-01 W01a"", ""C1-02 W02a"" and ""C1-02 W01a"".  All quantities will be assigned to ""C1-01 W02a"".",Code 04.,P-P-S-6810-0011,
