Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
P,CC6,A,05,PCC6A05,PCC6A05,04/05/2013,04/06/2013,2,1021,915,2,4,Construct,.,,,
P,CC6,A,04 b,PCC6A04b,PCC6A04b,04/10/2013,04/10/2013,1,297,175,1,3,Construct,,,,
P,CC6,A,04 a,PCC6A04a,PCC6A04a,04/13/2013,04/13/2013,1,369,175,1,2,Construct,Code 05.,"Lift ""C04 a"" will be renamed as ""04a"" to match the RFC.",Code 05a.,P-P-S-5501-0001
P,CC6,A,03 b,PCC6A03b,PCC6A03b,04/15/2013,04/15/2013,1,317,152,1,7,Construct,,,,
P,CC6,A,03 a,PCC6A03a,PCC6A03a,04/22/2013,04/23/2013,2,432,175,2,23,Construct,,,,
P,CC6,B,05,PCC6B05,PCC6B05,05/16/2013,05/17/2013,2,624,572,2,7,Construct,,,,
P,CC6,B,04a,PCC6B04a,PCC6B04a,05/24/2013,06/18/2013,26,81,0,2,0,Construct,,,,
P,CC6,B,04b,PCC6B04b,PCC6B04b,06/18/2013,06/18/2013,1,357,324,1,0,Construct,Code 03.,"Lift ""04 a,b,c"" will be separated into ""04b"" and ""04c"".  All quantities of lift ""04a+b+c"" will be assigned to 04b.",Code 03a.,P-P-S-5506-0001
P,CC6,B,04c,PCC6B04c,PCC6B04c,06/18/2013,06/18/2013,1,0,0,0,48,Construct,Code 03,"Lift ""04 a,b,c"" will be separated into ""04b"" and ""04c"".  All quantities of lift ""04a+b+c"" will be assigned to 04b.",Code 03a.,P-P-S-5506-0001
P,CC6,B,03a,PCC6B03a,PCC6B03a,08/05/2013,08/06/2013,2,480,281,2,-1,Construct,Code 03,"Lift ""03 a,b,c"" will be separated into ""03a"", ""03b"" and ""03c"".  All quantitie will be assigned to  03a.",Code 03a.,P-P-S-5506-0001
P,CC6,B,03b,PCC6B03b,PCC6B03b,08/05/2013,08/06/2013,2,0,0,,-1,Construct,Code 03,"Lift ""03 a,b,c"" will be separated into ""03a"", ""03b"" and ""03c"".  All quantitie will be assigned to  03a.",Code 03a.,P-P-S-5506-0001
P,CC6,B,03c,PCC6B03c,PCC6B03c,08/05/2013,08/06/2013,2,0,0,,48,Construct,Code 03,"Lift ""03 a,b,c"" will be separated into ""03a"", ""03b"" and ""03c"".  All quantitie will be assigned to  03a.",Code 03a.,P-P-S-5506-0001
P,CC6,B,02,PCC6B02,PCC6B02,09/23/2013,09/24/2013,2,904,616,2,4,Construct,,,,
P,CC6,B,01,PCC6B01,PCC6B01,09/28/2013,09/28/2013,1,752,726,1,-99,Construct,,,,
P,CC6,C,05,PCC6C05,PCC6C05,06/21/2013,06/22/2013,2,637,569,2,39,Construct,,,,
P,CC6,C,04a,PCC6C04a,PCC6C04a,07/31/2013,08/01/2013,2,394,303,4,-1,Construct,Code 03,"Lift ""04 a,b,c"" will be separated into ""04a"", ""04b"" and ""04c"".  All quantities will be assigned to 04a.",Code 03a.,P-P-S-5508-0001
P,CC6,C,04c,PCC6C04c,PCC6C04c,07/31/2013,08/01/2013,2,0,0,0,-1,Construct,Code 03,"Lift ""04 a,b,c"" will be separated into ""04a"", ""04b"" and ""04c"".  All quantities will be assigned to 04a.",Code 03a.,P-P-S-5508-0001
P,CC6,C,04b,PCC6C04b,PCC6C04b,07/31/2013,08/01/2013,2,0,0,0,21,Construct,Code 03,"Lift ""04 a,b,c"" will be separated into ""04a"", ""04b"" and ""04c"".  All quantities will be assigned to 04a.",Code 03a.,P-P-S-5508-0001
P,CC6,C,03 b,PCC6C03b,PCC6C03b,08/22/2013,08/23/2013,2,224,202,2,-1,Construct,Code 03,"Lift ""03b,c"" will be separated into ""03b"" and ""03c"".  All quantities will be assigned to 03b.",Code 03a.,P-P-S-5508-0001
P,CC6,C,03 c,PCC6C03c,PCC6C03c,08/22/2013,08/23/2013,2,0,0,0,0,Construct,Code 03,"Lift ""03b,c"" will be separated into ""03b"" and ""03c"".  All quantities will be assigned to 03b.",Code 03a.,P-P-S-5508-0001
P,CC6,C,03 a,PCC6C03a,PCC6C03a,08/23/2013,08/23/2013,1,100,65,1,41,Construct,,,,
P,CC6,C,02,PCC6C02,PCC6C02,10/03/2013,10/04/2013,2,718,610,2,3,Construct,,,,
P,CC6,C,01,PCC6C01,PCC6C01,10/07/2013,10/08/2013,2,700,722,2,-117,Construct,,,,
P,CC6,D,05,PCC6D05,PCC6D05,06/13/2013,06/14/2013,2,794,763,2,17,Construct,,,,
P,CC6,D,04 c,PCC6D04c,PCC6D04c,07/01/2013,07/10/2013,10,353,329,2,-8,Construct,,,,
P,CC6,D,04 a,PCC6D04a,PCC6D04a,07/02/2013,07/11/2013,10,175,162,3,-9,Construct,Code 03,"Lift ""04 a+b"" will be separated into ""04a"" and ""04b"".   All quantities will be assigned to 04a.",Code 03a.,P-P-S-5511-0001
P,CC6,D,04 b,PCC6D04b,PCC6D04b,07/02/2013,07/10/2013,9,0,0,0,13,Construct,Code 03,"Lift ""04 a+b"" will be separated into ""04a"" and ""04b"".   All quantities will be assigned to 04a.",Code 03a.,P-P-S-5511-0001
P,CC6,D,03 c,PCC6D03c,PCC6D03c,07/23/2013,07/24/2013,2,400,295,2,0,Construct,,,,
P,CC6,D,03 a,PCC6D03a,PCC6D03a,07/24/2013,07/24/2013,1,160,70,1,0,Construct,,,,
P,CC6,D,03 b,PCC6D03b,PCC6D03b,07/24/2013,07/24/2013,1,36,70,1,36,Construct,,,,
P,CC6,D,02,PCC6D02,PCC6D02,08/29/2013,08/30/2013,2,1031,828,3,6,Construct,,,,
P,CC6,D,01,PCC6D01,PCC6D01,09/05/2013,09/06/2013,2,913,971,2,-267,Construct,,,,
P,CC6,E,05,PCC6E05,PCC6E05,12/13/2012,12/22/2012,10,234,213,3,7,Construct,Code 02,"Joining ""05"" and ""05b"" under the name of ""05"".",Code 02a.,P-P-S-5515-0001
P,CC6,E,04 c,PCC6E04c,PCC6E04c,12/29/2012,12/29/2012,1,112,68,1,4,Construct,Code 05,"Lift ""04S"" will be renamed a ""04 c"" to match the RFC.",Code 05a.,P-P-S-5515-0001
P,CC6,E,04 b,PCC6E04b,PCC6E04b,01/02/2013,01/02/2013,1,48,45,1,10,Construct,Code 05,"Lift ""04N"" will be renamed a ""04 b"" to match the RFC.",Code 05a.,P-P-S-5515-0001
P,CC6,E,03 c,PCC6E03c,PCC6E03c,01/12/2013,01/12/2013,1,96,98,1,0,Construct,Code 03,"Lift ""03"" will be separated into ""03a"", ""03b"" and ""03c"".   All quantities will be assigned to 03a.",Code 03a.,P-P-S-5515-0001
P,CC6,E,03 b,PCC6E03b,PCC6E03b,01/12/2013,01/12/2013,1,0,0,,28,Construct,Code 03,"Lift ""03"" will be separated into ""03a"", ""03b"" and ""03c"".   All quantities will be assigned to 03a.",Code 03a.,P-P-S-5515-0001
P,CC6,E,02,PCC6E02,PCC6E02,02/09/2013,02/09/2013,1,272,227,1,13,Construct,,,,
P,CC6,E,01,PCC6E01,PCC6E01,02/22/2013,02/22/2013,1,268,270,1,-31,Construct,,,,
