Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
A,H3W,1A,F03,AH3W1AF03,AH3W1AF03,02/16/2012,02/17/2012,2,1188.5,1175,2,28,Construct,.,,,
A,H3W,1A,F02,AH3W1AF02,AH3W1AF02,03/16/2012,03/17/2012,2,1070,1059,2,58,Construct,,,,
A,H3W,1A,F01,AH3W1AF01,AH3W1AF01,05/14/2012,05/14/2012,1,536,523,1,17,Construct,,,,
A,H3W,1A,W13,AH3W1AW13,AH3W1AW13,05/31/2012,06/02/2012,3,832,759,3,17,Construct,,,,
A,H3W,1A,W12,AH3W1AW12,AH3W1AW12,06/19/2012,06/20/2012,2,752,716,2,17,Construct,,,,
A,H3W,1A,W11,AH3W1AW11,AH3W1AW11,07/07/2012,07/08/2012,2,706,676,2,10,Construct,,,,
A,H3W,1A,W10,AH3W1AW10,AH3W1AW10,07/18/2012,11/16/2013,487,655,647,2,-467,Construct,Code 02.,"Joining lifts 1B&1A ""W10"" and 1A ""W10"" under the name of 1A ""W10"".",Code 02a.,A-P-S-0552-0002
A,H3W,1A,W09,AH3W1AW09,AH3W1AW09,08/06/2012,08/07/2012,2,601,595,2,21,Construct,,,,
A,H3W,1A,W08b,AH3W1AW08b,AH3W1AW08b,08/28/2012,08/28/2012,0,28,28,1,6,Construct,,,,A-P-S-0553-0004
A,H3W,1A,W08a,AH3W1AW08a,AH3W1AW08a,09/03/2012,09/03/2012,1,572,609,1,8,Construct,Code 05.,"Lift ""W08"" will be renamed as ""W08 a"".",Code 05a.,A-P-S-0553-0004
A,H3W,1A,W08c,AH3W1AW08c,AH3W1AW08c,09/11/2012,09/12/2012,1,72,24,2,185,Construct,,,,A-P-S-0553-0004
A,H3W,1A,W07,AH3W1AW07,AH3W1AW07,03/16/2013,09/20/2012,-176,519,479,3,19,Construct,Code 02.,"Joining lifts ""W07 (I)"" and ""W07"" under the name of ""W07"".",Code 02a.,A-P-S-0553-0004
A,H3W,1A,W06,AH3W1AW06,AH3W1AW06,10/09/2012,01/29/2013,113,392,400,2,8,Construct,,,,
A,H3W,1A,W05,AH3W1AW05,AH3W1AW05,02/06/2013,03/08/2013,31,300,317,2,6,Construct,Code 03.,"Lift ""W05&W06"" will be divided into ""W05"" and ""W06"". All quantities will be assigned to ""W05"".",Code 03a.,A-P-S-0553-0004
A,H3W,1A,W04,AH3W1AW04,AH3W1AW04,03/14/2013,04/23/2013,41,336,334,4,13,Construct,Code 02.,"Joining lifts ""W04"", ""W04 (III)"", ""W04 (II)"" and ""W04"" under the name of ""W04"".",Code 02a.,A-P-S-0553-0004
A,H3W,1A,W03,AH3W1AW03,AH3W1AW03,05/06/2013,05/06/2013,1,208,231,1,8,Construct,,,,
A,H3W,1A,W02,AH3W1AW02,AH3W1AW02,05/14/2013,10/01/2013,141,176,150,4,-108,Construct,Code 02.,"Joining lifts ""W02b"", ""W02c"" and ""W02d"" under the name of ""W02"".",Code 02a.,A-P-S-0553-0004
A,H3W,1A,W01,AH3W1AW01,AH3W1AW01,06/15/2013,06/16/2013,2,200,175,2,-426,Construct,,,,
A,H3W,1B,F03,AH3W1BF03,AH3W1BF03,04/16/2012,04/18/2012,3,1191,1152,3,29,Construct,,,,
A,H3W,1B,F02,AH3W1BF02,AH3W1BF02,05/17/2012,05/22/2012,6,1082,1105,3,20,Construct,,,,
A,H3W,1B,F01,AH3W1BF01,AH3W1BF01,06/11/2012,06/11/2012,1,683,608,2,25,Construct,,,,
A,H3W,1B,W13,AH3W1BW13,AH3W1BW13,07/06/2012,07/07/2012,2,956,937,2,37,Construct,,,,
A,H3W,1B,W12,AH3W1BW12,AH3W1BW12,08/13/2012,08/14/2012,2,983,993,2,8,Construct,,,,
A,H3W,1B,W11,AH3W1BW11,AH3W1BW11,08/22/2012,08/23/2012,2,1028,993,2,7,Construct,,,,
A,H3W,1B,W10,AH3W1BW10,AH3W1BW10,08/30/2012,08/31/2012,2,1001,993,2,7,Construct,,,,
A,H3W,1B,W09,AH3W1BW09,AH3W1BW09,09/07/2012,09/08/2012,2,957,993,2,5,Construct,,,,
A,H3W,1B,W08a,AH3W1BW08a,AH3W1BW08a,09/13/2012,09/14/2012,1,80,80,2,6,Construct,,,,A-P-S-0553-0004
A,H3W,1B,W08b,AH3W1BW08b,AH3W1BW08b,09/20/2012,09/21/2012,1,824,824,2,6,Construct,,,,A-P-S-0553-0004
A,H3W,1B,W08c,AH3W1BW08c,AH3W1BW08c,09/27/2012,09/27/2012,0,184,184,1,5,Construct,,,,A-P-S-0553-0004
A,H3W,1B,W08d,AH3W1BW08d,AH3W1BW08d,10/02/2012,10/02/2012,0,40,90,1,27,Construct,Code 05.,"Lift ""W08"" will be renamed as ""W08d"".",Code 05a.,A-P-S-0553-0004
