Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
A,CU2,1E,04,ACU21E04,ACU21E04,05/05/2012,05/05/2012,1,456,463,1,17,Construct,.,,,
A,CU2,1E,03aN,ACU21E03aN,ACU21E03aN,05/22/2012,05/22/2012,1,80,72,1,6,Construct,,,,
A,CU2,1E,03bN,ACU21E03bN,ACU21E03bN,05/28/2012,05/28/2012,1,74,72,1,2,Construct,,,,
A,CU2,1E,03aS,ACU21E03aS,ACU21E03aS,05/30/2012,05/30/2012,1,72,72,1,1,Construct,,,,
A,CU2,1E,03cN,ACU21E03cN,ACU21E03cN,05/31/2012,05/31/2012,1,88,72,1,2,Construct,,,,
A,CU2,1E,03bS,ACU21E03bS,ACU21E03bS,06/02/2012,06/02/2012,1,72,72,1,3,Construct,,,,
A,CU2,1E,03cS,ACU21E03cS,ACU21E03cS,06/05/2012,06/05/2012,1,77,72,1,424,Construct,,,,
A,CU2,2E,16,ACU22E16,ACU22E16,08/03/2013,08/03/2013,1,104,65,1,4,Construct,,,,
A,CU2,2E,15,ACU22E15,ACU22E15,08/07/2013,08/07/2013,1,115,68,1,9,Construct,,,,
A,CU2,2E,14,ACU22E14,ACU22E14,08/16/2013,08/17/2013,2,357,364,2,11,Construct,,,,
A,CU2,2E,13b,ACU22E13b,ACU22E13b,08/28/2013,08/28/2013,1,166,138,1,8,Construct,,,,
A,CU2,2E,13a,ACU22E13a,ACU22E13a,09/05/2013,09/06/2013,2,239,217,2,6,Construct,,,,
A,CU2,2E,12b,ACU22E12b,ACU22E12b,09/12/2013,09/13/2013,2,160,131,2,4,Construct,,,,
A,CU2,2E,12a,ACU22E12a,ACU22E12a,09/17/2013,09/18/2013,2,186,172,2,8,Construct,,,,
A,CU2,2E,11,ACU22E11,ACU22E11,09/26/2013,09/26/2013,1,174,152,1,9,Construct,,,,
A,CU2,2E,10,ACU22E10,ACU22E10,10/05/2013,10/05/2013,1,264,245,1,10,Construct,,,,
A,CU2,2E,09,ACU22E09,ACU22E09,10/15/2013,10/15/2013,1,278,260,1,7,Construct,,,,
A,CU2,2E,08,ACU22E08,ACU22E08,10/22/2013,10/23/2013,2,289,163,2,9,Construct,,,,
A,CU2,2E,07,ACU22E07,ACU22E07,11/01/2013,11/02/2013,2,248,174,2,24,Construct,,,,
A,CU2,2E,06,ACU22E06,ACU22E06,11/26/2013,11/27/2013,2,207,174,2,22,Construct,,,,
A,CU2,2E,05,ACU22E05,ACU22E05,12/19/2013,12/20/2013,2,196,174,2,18,Construct,,,,
A,CU2,2E,04,ACU22E04,ACU22E04,01/07/2014,01/07/2014,1,134,175,1,14,Construct,,,,
A,CU2,2E,03,ACU22E03,ACU22E03,01/21/2014,01/21/2014,1,110,110,1,10,Construct,,,,
