Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Activity Type,Days before next lift,,Revision Process,,RFC number
P,LW,M08,W04,PLWM08W04,PLWM08W04,5/22/2014,5/22/2014,1,153,152,1,Construct,9,,,,
P,LW,M08,W03,PLWM08W03,PLWM08W03,5/31/2014,5/31/2014,1,147,146,1,Construct,18,,,,
P,LW,M08,W02,PLWM08W02,PLWM08W02,6/18/2014,6/18/2014,1,134,136,1,Construct,75,,,,
P,LW,M08,W01,PLWM08W01,PLWM08W01,9/1/2014,9/1/2014,1,74,75,1,Construct,-880,,,,
P,LW,M09,F02,PLWM09F02,PLWM09F02,4/4/2012,4/5/2012,2,960,897,2,Construct,-1,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3360-0001
P,LW,M09,F03,PLWM09F03,PLWM09F03,4/4/2012,4/5/2012,2,0,0,0,Construct,13,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3360-0001
P,LW,M09,F01,PLWM09F01,PLWM09F01,4/18/2012,4/19/2012,2,780,776,2,Construct,272,,,,
P,LW,M09,C04 b,PLWM09C04b,PLWM09C04b,1/16/2013,1/17/2013,2,224,209,2,Construct,5,,,,
P,LW,M09,C04 c,PLWM09C04c,PLWM09C04c,1/22/2013,1/22/2013,1,105,92,1,Construct,3,,,,
P,LW,M09,C04 a,PLWM09C04a,PLWM09C04a,1/25/2013,1/25/2013,1,326,318,1,Construct,5,,,,
P,LW,M09,C03 b,PLWM09C03b,PLWM09C03b,1/30/2013,1/31/2013,2,221,204,2,Construct,7,,,,
P,LW,M09,C03 a,PLWM09C03a,PLWM09C03a,2/7/2013,2/8/2013,2,352,364,2,Construct,7,,,,
P,LW,M09,C03 c,PLWM09C03c,PLWM09C03c,2/15/2013,2/16/2013,2,96,80,2,Construct,13,,,,
P,LW,M09,C02,PLWM09C02,PLWM09C02,3/1/2013,3/2/2013,2,425,376,2,Construct,5,,,,
P,LW,M09,C01,PLWM09C01,PLWM09C01,3/7/2013,3/26/2013,20,1376,1361,3,Construct,38,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3361-0002
P,LW,M09,W11,PLWM09W11,PLWM09W11,5/3/2013,5/4/2013,2,507,493,3,Construct,9,,,,
P,LW,M09,W10,PLWM09W10,PLWM09W10,5/13/2013,5/14/2013,2,474,439,2,Construct,7,,,,
P,LW,M09,W09,PLWM09W09,PLWM09W09,5/21/2013,5/22/2013,2,345,344,2,Construct,6,,,,
P,LW,M09,W08,PLWM09W08,PLWM09W08,5/28/2013,5/28/2013,1,285,251,1,Construct,13,,,,
P,LW,M09,W07,PLWM09W07,PLWM09W07,6/10/2013,6/10/2013,1,227,208,1,Construct,4,,,,
P,LW,M09,W06,PLWM09W06,PLWM09W06,6/14/2013,6/14/2013,1,213,218,1,Construct,10,,,,
P,LW,M09,W05,PLWM09W05,PLWM09W05,6/24/2013,6/24/2013,1,185,175,1,Construct,16,,,,
P,LW,M09,W04,PLWM09W04,PLWM09W04,7/10/2013,7/10/2013,1,161,158,1,Construct,17,,,,
P,LW,M09,W03,PLWM09W03,PLWM09W03,7/27/2013,7/27/2013,1,144,139,1,Construct,7,,,,
P,LW,M09,W02,PLWM09W02,PLWM09W02,8/3/2013,8/3/2013,1,129,120,1,Construct,406,,,,
P,LW,M09,W01,PLWM09W01,PLWM09W01,9/13/2014,5/28/2015,258,88,96,3,Construct,-1097,,,,
P,LW,M10,F02,PLWM10F02,PLWM10F02,5/26/2012,5/27/2012,2,900,897,2,Construct,-1,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3380-0001
P,LW,M10,F03,PLWM10F03,PLWM10F03,5/26/2012,5/27/2012,2,0,0,0,Construct,18,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3380-0001
P,LW,M10,F01,PLWM10F01,PLWM10F01,6/14/2012,6/14/2012,1,766,776,1,Construct,19,,,,
P,LW,M10,C04 c,PLWM10C04c,PLWM10C04c,7/3/2012,7/3/2012,1,104,93,1,Construct,6,,,,
P,LW,M10,C04 a,PLWM10C04a,PLWM10C04a,7/9/2012,7/9/2012,1,350,318,1,Construct,3,,,,
P,LW,M10,C03 c,PLWM10C03c,PLWM10C03c,7/12/2012,7/12/2012,1,90,80,1,Construct,12,,,,
P,LW,M10,C03 a,PLWM10C03a,PLWM10C03a,7/24/2012,7/25/2012,2,404,364,2,Construct,1,,,,
P,LW,M10,C04 b,PLWM10C04b,PLWM10C04b,7/26/2012,7/26/2012,1,221,209,1,Construct,7,,,,
P,LW,M10,C03 b,PLWM10C03b,PLWM10C03b,8/2/2012,8/2/2012,1,224,204,1,Construct,44,,,,
P,LW,M10,C02,PLWM10C02,PLWM10C02,9/15/2012,9/15/2012,1,429,376,1,Construct,11,,,,
P,LW,M10,C01,PLWM10C01,PLWM10C01,9/26/2012,10/9/2012,14,1379,1243,4,Construct,10,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3381-0002
P,LW,M10,W11,PLWM10W11,PLWM10W11,10/19/2012,10/20/2012,2,508,493,2,Construct,12,,,,
P,LW,M10,W10,PLWM10W10,PLWM10W10,11/1/2012,11/2/2012,2,421.96,418,2,Construct,10,,,,
P,LW,M10,W09,PLWM10W09,PLWM10W09,11/12/2012,11/12/2012,1,344,344,1,Construct,7,,,,
P,LW,M10,W08,PLWM10W08,PLWM10W08,11/19/2012,11/19/2012,1,233,251,1,Construct,8,,,,
P,LW,M10,W07,PLWM10W07,PLWM10W07,11/27/2012,11/27/2012,1,209,208,1,Construct,7,,,,
P,LW,M10,W06,PLWM10W06,PLWM10W06,12/4/2012,12/4/2012,1,229,218,1,Construct,13,,,,
P,LW,M10,W05,PLWM10W05,PLWM10W05,12/17/2012,12/17/2012,1,161,175,1,Construct,9,,,,
P,LW,M10,W04,PLWM10W04,PLWM10W04,12/26/2012,12/26/2012,1,143,158,1,Construct,14,,,,
P,LW,M10,W03,PLWM10W03,PLWM10W03,1/9/2013,1/10/2013,2,175,141,2,Construct,13,,,,
P,LW,M10,W02,PLWM10W02,PLWM10W02,1/23/2013,1/23/2013,1,129,120,1,Construct,610,,,,
P,LW,M10,W01,PLWM10W01,PLWM10W01,9/25/2014,9/25/2014,1,72,64,1,Construct,-896,,,,
P,LW,M11,F02,PLWM11F02,PLWM11F02,4/12/2012,4/27/2012,16,424,376,2,Construct,-15,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3400-0001
P,LW,M11,F03,PLWM11F03,PLWM11F03,4/12/2012,4/27/2012,16,0,0,0,Construct,5,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3400-0001
P,LW,M11,F01,PLWM11F01,PLWM11F01,5/2/2012,5/3/2012,2,356,327,2,Construct,19,,,,
P,LW,M11,C04 b,PLWM11C04b,PLWM11C04b,5/22/2012,6/5/2012,15,112,99,2,Construct,-1,,,,
P,LW,M11,C04 a,PLWM11C04a,PLWM11C04a,6/4/2012,6/5/2012,2,176,131,2,Construct,0,,,,
P,LW,M11,C04 c,PLWM11C04c,PLWM11C04c,6/5/2012,6/5/2012,1,40,39,1,Construct,15,,,,
P,LW,M11,C03 b,PLWM11C03b,PLWM11C03b,6/20/2012,6/21/2012,2,95,89,2,Construct,-1,,,,
P,LW,M11,C03 c,PLWM11C03c,PLWM11C03c,6/20/2012,6/20/2012,1,41,34,1,Construct,12,,,,
P,LW,M11,C03 a,PLWM11C03a,PLWM11C03a,7/2/2012,7/2/2012,1,161,153,1,Construct,46,,,,
P,LW,M11,C02,PLWM11C02,PLWM11C02,8/17/2012,8/17/2012,1,177,159,1,Construct,6,,,,
P,LW,M11,C01,PLWM11C01,PLWM11C01,8/23/2012,9/1/2012,10,573,522,4,Construct,6,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3401-0001
P,LW,M11,W11,PLWM11W11,PLWM11W11,9/7/2012,9/8/2012,2,215,210,2,Construct,10,,,,
P,LW,M11,W10,PLWM11W10,PLWM11W10,9/18/2012,9/18/2012,1,192,179,1,Construct,9,,,,
P,LW,M11,W09,PLWM11W09,PLWM11W09,9/27/2012,9/27/2012,1,172,148,1,Construct,7,,,,
P,LW,M11,W08,PLWM11W08,PLWM11W08,10/4/2012,10/5/2012,2,131,109,2,Construct,5,,,,
P,LW,M11,W07,PLWM11W07,PLWM11W07,10/10/2012,10/10/2012,1,92,91,1,Construct,13,,,,
P,LW,M11,W06,PLWM11W06,PLWM11W06,10/23/2012,10/23/2012,1,96,95,1,Construct,6,,,,
P,LW,M11,W05,PLWM11W05,PLWM11W05,10/29/2012,10/29/2012,1,86,77,1,Construct,10,,,,
P,LW,M11,W04,PLWM11W04,PLWM11W04,11/8/2012,11/8/2012,1,81.2,68,1,Construct,7,,,,
P,LW,M11,W03,PLWM11W03,PLWM11W03,11/15/2012,11/15/2012,1,62,58,1,Construct,8,,,,
P,LW,M11,W02,PLWM11W02,PLWM11W02,11/23/2012,11/23/2012,1,48,45,1,Construct,678,,,,
P,LW,M11,W01,PLWM11W01,PLWM11W01,10/2/2014,10/2/2014,1,29,22,1,Construct,-798,,,,
P,LW,M12,F01 a,PLWM12F01a,PLWM12F01a,7/26/2012,7/27/2012,2,0,0,0,Construct,-1,Code 03.,"Lift ""F01 c"" will be converted into  ""F01a"" and ""F01c"".    All quantities will be assigned to ""F01c"".",Code 03a.,P-P-S-3420-0002
P,LW,M12,F01 c,PLWM12F01c,PLWM12F01c,7/26/2012,7/27/2012,2,48,54,1,Construct,-1,Code 03.,"Lift ""F01 c"" will be converted into  ""F01a"" and ""F01c"".    All quantities will be assigned to ""F01c"".",Code 03a.,P-P-S-3420-0002
P,LW,M12,F03,PLWM12F03,PLWM12F03,7/26/2012,7/27/2012,2,877,877,2,Construct,13,,,,
P,LW,M12,F02 a,PLWM12F02a,PLWM12F02a,8/9/2012,8/10/2012,2,852,852,2,Construct,-1,Code 03.,"Lift ""F02 a+b"" will be converted into  ""F02a"" and ""F02b"".    All quantities will be assigned to ""F02a"".",Code 03a.,P-P-S-3420-0002
P,LW,M12,F02 b,PLWM12F02b,PLWM12F02b,8/9/2012,8/10/2012,2,0,0,0,Construct,55,Code 03.,"Lift ""F02 a+b"" will be converted into  ""F02a"" and ""F02b"".    All quantities will be assigned to ""F02a"".",Code 03a.,P-P-S-3420-0002
P,LW,M12,C04 a,PLWM12C04a,PLWM12C04a,10/4/2012,10/22/2012,19,369,288,3,Construct,7,,,,
P,LW,M12,C03 a,PLWM12C03a,PLWM12C03a,10/29/2012,10/30/2012,2,337.04,324,2,Construct,14,,,,
P,LW,M12,C04 c,PLWM12C04c,PLWM12C04c,11/13/2012,11/30/2012,18,233,172,2,Construct,10,,,,
P,LW,M12,C03 c,PLWM12C03c,PLWM12C03c,12/10/2012,12/11/2012,2,153,155,2,Construct,1,,,,
P,LW,M12,C04 b,PLWM12C04b,PLWM12C04b,12/12/2012,12/12/2012,1,181,210,1,Construct,27,,,,
P,LW,M12,C03 b,PLWM12C03b,PLWM12C03b,1/8/2013,1/8/2013,1,208,206,1,Construct,132,,,,
P,LW,M12,C02,PLWM12C02,PLWM12C02,5/20/2013,5/21/2013,2,447,569,2,Construct,2,,,,
P,LW,M12,C01,PLWM12C01,PLWM12C01,5/23/2013,6/5/2013,14,1147,1230,4,Construct,10,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3421-0002
P,LW,M12,W11,PLWM12W11,PLWM12W11,6/15/2013,6/15/2013,1,520,494,1,Construct,23,,,,
P,LW,M12,W10,PLWM12W10,PLWM12W10,7/8/2013,7/8/2013,1,416,419,1,Construct,8,,,,
P,LW,M12,W09,PLWM12W09,PLWM12W09,7/16/2013,7/16/2013,1,317,345,1,Construct,105,,,,
P,LW,M12,W08,PLWM12W08,PLWM12W08,10/29/2013,10/29/2013,1,249,251,1,Construct,11,,,,
P,LW,M12,W07,PLWM12W07,PLWM12W07,11/9/2013,11/9/2013,1,196,207,1,Construct,13,,,,
P,LW,M12,W06,PLWM12W06,PLWM12W06,11/22/2013,11/22/2013,1,206,217,1,Construct,11,,,,
P,LW,M12,W05,PLWM12W05,PLWM12W05,12/3/2013,12/3/2013,1,177,175,1,Construct,7,,,,
P,LW,M12,W04,PLWM12W04,PLWM12W04,12/10/2013,12/11/2013,2,170,156,2,Construct,7,,,,
P,LW,M12,W03,PLWM12W03,PLWM12W03,12/18/2013,12/18/2013,1,193,137,1,Construct,19,,,,
P,LW,M12,W02,PLWM12W02,PLWM12W02,1/6/2014,1/6/2014,1,125,115,1,Construct,317,,,,
P,LW,M12,W01,PLWM12W01,PLWM12W01,11/19/2014,5/15/2015,178,77,84,3,Construct,-1095,,,,
P,LW,M13,F03,PLWM13F03,PLWM13F03,5/15/2012,5/16/2012,2,881,838,2,Construct,30,,,,
P,LW,M13,F02,PLWM13F02,PLWM13F02,6/15/2012,6/16/2012,2,905,973,2,Construct,23,,,,
P,LW,M13,F01 a,PLWM13F01a,PLWM13F01a,7/9/2012,8/9/2012,32,249,249,2,Construct,-31,Code 02.,"Joining ""F01 a&c"" and ""F01a"" as ""F01a"".",Code 02a.,P-P-S-3440-0002
P,LW,M13,F01 c,PLWM13F01c,PLWM13F01c,7/9/2012,8/21/2012,44,62,62,4,Construct,-36,,,,
P,LW,M13,F01 b,PLWM13F01b,PLWM13F01b,7/16/2012,9/20/2012,67,369,246,1,Construct,-28,Code 02.,"Joining ""F01 b&c"" and ""F01b"" as ""F01b"".",Code 02a.,P-P-S-3440-0002
P,LW,M13,C04 a,PLWM13C04a,PLWM13C04a,8/23/2012,8/24/2012,2,533,508,2,Construct,10,,,,
P,LW,M13,C03 a,PLWM13C03a,PLWM13C03a,9/3/2012,9/4/2012,2,691,648,2,Construct,49,,,,
P,LW,M13,C04 b,PLWM13C04b,PLWM13C04b,10/23/2012,10/23/2012,1,323,323,1,Construct,15,,,,
P,LW,M13,C03 b,PLWM13C03b,PLWM13C03b,11/7/2012,11/8/2012,2,347.04,325,2,Construct,78,,,,
P,LW,M13,C04 c,PLWM13C04c,PLWM13C04c,1/25/2013,2/21/2013,28,162,160,2,Construct,-8,Code 02.,"Joining ""C04 c-N"" and ""C04"" as ""C04"".",Code 02a.,P-P-S-3441-0002
P,LW,M13,C03 c,PLWM13C03c,PLWM13C03c,2/13/2013,3/4/2013,20,163,160,2,Construct,31,,,,
P,LW,M13,C02,PLWM13C02,PLWM13C02,4/4/2013,4/5/2013,2,546,539,2,Construct,12,,,,
P,LW,M13,C01,PLWM13C01,PLWM13C01,4/17/2013,5/3/2013,17,1673,1732,3,Construct,97,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3441-0002
P,LW,M13,W11,PLWM13W11,PLWM13W11,8/8/2013,8/9/2013,2,491,498,2,Construct,10,,,,
P,LW,M13,W10,PLWM13W10,PLWM13W10,8/19/2013,8/20/2013,2,422,427,2,Construct,13,,,,
P,LW,M13,W09,PLWM13W09,PLWM13W09,9/2/2013,9/3/2013,2,356,350,2,Construct,13,,,,
P,LW,M13,W08,PLWM13W08,PLWM13W08,9/16/2013,9/17/2013,2,225,256,2,Construct,13,,,,
P,LW,M13,W07,PLWM13W07,PLWM13W07,9/30/2013,9/30/2013,1,224,213,1,Construct,11,,,,
P,LW,M13,W06,PLWM13W06,PLWM13W06,10/11/2013,10/12/2013,2,228,225,2,Construct,9,,,,
P,LW,M13,W05,PLWM13W05,PLWM13W05,10/21/2013,10/21/2013,1,187,181,1,Construct,11,,,,
P,LW,M13,W04,PLWM13W04,PLWM13W04,11/1/2013,11/1/2013,1,161.26,159,1,Construct,12,,,,
P,LW,M13,W03,PLWM13W03,PLWM13W03,11/13/2013,11/13/2013,1,149,132,1,Construct,6,,,,
P,LW,M13,W02,PLWM13W02,PLWM13W02,11/19/2013,11/19/2013,1,113,105,1,Construct,330,,,,
P,LW,M13,W01,PLWM13W01,PLWM13W01,10/15/2014,5/12/2015,210,62,63,2,Construct,-1033,,,,
P,LW,M14,F03,PLWM14F03,PLWM14F03,7/13/2012,7/13/2012,1,894,894,1,Construct,20,,,,
P,LW,M14,F02 b,PLWM14F02b,PLWM14F02b,8/2/2012,8/2/2012,1,444,436,1,Construct,1,,,,
P,LW,M14,F02 a,PLWM14F02a,PLWM14F02a,8/3/2012,8/3/2012,1,468,503,1,Construct,56,,,,
P,LW,M14,F01 a,PLWM14F01a,PLWM14F01a,9/28/2012,9/28/2012,1,112,86,1,Construct,12,,,,
P,LW,M14,C04 a,PLWM14C04a,PLWM14C04a,10/10/2012,10/11/2012,2,309,288,2,Construct,29,,,,
P,LW,M14,C03 a,PLWM14C03a,PLWM14C03a,11/9/2012,11/9/2012,1,345.28,324,1,Construct,64,,,,
P,LW,M14,F01 c,PLWM14F01c,PLWM14F01c,1/12/2013,1/17/2013,6,112,134,3,Construct,2,Code 02.,"Joining Lifts ""F01 b"", ""F01 c"" and ""F01 c"" under the name of ""F01 c"".",Code 02a.,P-P-S-3460-0002
P,LW,M14,C04 b,PLWM14C04b,PLWM14C04b,1/19/2013,1/19/2013,1,184,210,1,Construct,5,,,,
P,LW,M14,C04 c,PLWM14C04c,PLWM14C04c,1/24/2013,1/24/2013,1,185,172,1,Construct,9,,,,
P,LW,M14,C03 c,PLWM14C03c,PLWM14C03c,2/2/2013,2/4/2013,3,174,155,2,Construct,4,,,,
P,LW,M14,C03 b,PLWM14C03b,PLWM14C03b,2/8/2013,2/9/2013,2,228,230,2,Construct,110,,,,
P,LW,M14,C02,PLWM14C02,PLWM14C02,5/30/2013,5/30/2013,1,411,411,1,Construct,6,,,,
P,LW,M14,C01,PLWM14C01,PLWM14C01,6/5/2013,6/13/2013,9,1267,1282,3,Construct,14,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3460-0002
P,LW,M14,W11,PLWM14W11,PLWM14W11,6/27/2013,6/28/2013,2,501,494,2,Construct,8,,,,
P,LW,M14,W10,PLWM14W10,PLWM14W10,7/6/2013,7/6/2013,1,432,419,1,Construct,24,,,,
P,LW,M14,W09,PLWM14W09,PLWM14W09,7/30/2013,7/31/2013,2,385,345,2,Construct,13,,,,
P,LW,M14,W08,PLWM14W08,PLWM14W08,8/13/2013,8/13/2013,1,265,253,1,Construct,14,,,,
P,LW,M14,W07,PLWM14W07,PLWM14W07,8/27/2013,8/27/2013,1,201,209,1,Construct,8,,,,
P,LW,M14,W06,PLWM14W06,PLWM14W06,9/4/2013,9/4/2013,1,211,220,1,Construct,12,,,,
P,LW,M14,W05,PLWM14W05,PLWM14W05,9/16/2013,9/16/2013,1,171,176,1,Construct,14,,,,
P,LW,M14,W04,PLWM14W04,PLWM14W04,9/30/2013,9/30/2013,1,185,158,1,Construct,10,,,,
P,LW,M14,W03,PLWM14W03,PLWM14W03,10/10/2013,10/10/2013,1,137,139,1,Construct,12,,,,
P,LW,M14,W02,PLWM14W02,PLWM14W02,10/22/2013,10/22/2013,1,109,117,1,Construct,346,,,,
P,LW,M14,W01,PLWM14W01,PLWM14W01,10/3/2014,10/3/2014,1,59,61,1,Construct,-858,,,,
P,LW,M15,F02,PLWM15F02,PLWM15F02,5/28/2012,5/29/2012,2,664,612,2,Construct,-1,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3480-0001
P,LW,M15,F03,PLWM15F03,PLWM15F03,5/28/2012,5/29/2012,2,0,0,0,Construct,13,,,,
P,LW,M15,F01,PLWM15F01,PLWM15F01,6/11/2012,6/11/2012,1,716,739,1,Construct,29,,,,
P,LW,M15,C04 a,PLWM15C04a,PLWM15C04a,7/10/2012,7/11/2012,2,389,333,2,Construct,-1,Code 03.,"Lift ""C04 a&c"""" will be converted into  ""C04a"" and ""C04b"".    All quantities will be assigned to ""C04a"".",Code 03a.,P-P-S-3481-0002
P,LW,M15,C04 c,PLWM15C04c,PLWM15C04c,7/10/2012,7/11/2012,2,0,0,0,Construct,14,,,,
P,LW,M15,C03 a,PLWM15C03a,PLWM15C03a,7/25/2012,7/25/2012,1,322,365,1,Construct,2,,,,
P,LW,M15,C03 c,PLWM15C03c,PLWM15C03c,7/27/2012,7/27/2012,1,67,65,1,Construct,14,,,,
P,LW,M15,C04 b,PLWM15C04b,PLWM15C04b,8/10/2012,8/10/2012,1,172,165,1,Construct,21,,,,
P,LW,M15,C03 b,PLWM15C03b,PLWM15C03b,8/31/2012,8/31/2012,1,179,165,1,Construct,29,,,,
P,LW,M15,C02,PLWM15C02,PLWM15C02,9/29/2012,9/29/2012,1,329,305,1,Construct,10,,,,
P,LW,M15,C01,PLWM15C01,PLWM15C01,10/9/2012,10/19/2012,11,1112,999,4,Construct,42,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3481-0002
P,LW,M15,W11,PLWM15W11,PLWM15W11,11/30/2012,12/1/2012,2,397,396,2,Construct,9,,,,
P,LW,M15,W10,PLWM15W10,PLWM15W10,12/10/2012,12/10/2012,1,329,336,1,Construct,8,,,,
P,LW,M15,W09,PLWM15W09,PLWM15W09,12/18/2012,12/19/2012,2,257,275,2,Construct,22,,,,
P,LW,M15,W08,PLWM15W08,PLWM15W08,1/10/2013,1/10/2013,1,215,200,1,Construct,7,,,,
P,LW,M15,W07,PLWM15W07,PLWM15W07,1/17/2013,1/17/2013,1,177,166,1,Construct,11,,,,
P,LW,M15,W06,PLWM15W06,PLWM15W06,1/28/2013,1/28/2013,1,179,175,1,Construct,12,,,,
P,LW,M15,W05,PLWM15W05,PLWM15W05,2/9/2013,2/9/2013,1,145,140,1,Construct,9,,,,
P,LW,M15,W04,PLWM15W04,PLWM15W04,2/18/2013,2/18/2013,1,165,127,1,Construct,9,,,,
P,LW,M15,W03,PLWM15W03,PLWM15W03,2/27/2013,2/27/2013,1,163,116,1,Construct,14,,,,
P,LW,M15,W02,PLWM15W02,PLWM15W02,3/13/2013,3/13/2013,1,121,116,1,Construct,560,,,,
P,LW,M15,W01,PLWM15W01,PLWM15W01,9/24/2014,9/24/2014,1,31,57,1,Construct,-867,,,,
P,LW,M16,F02,PLWM16F02,PLWM16F02,5/10/2012,5/11/2012,2,936,897,2,Construct,-1,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3500-0001
P,LW,M16,F03,PLWM16F03,PLWM16F03,5/10/2012,5/11/2012,2,0,0,0,Construct,10,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3500-0001
P,LW,M16,F01,PLWM16F01,PLWM16F01,5/21/2012,5/21/2012,1,774,776,1,Construct,43,,,,
P,LW,M16,C04 c,PLWM16C04c,PLWM16C04c,7/3/2012,7/4/2012,2,101,93,2,Construct,0,,,,
P,LW,M16,C04 a,PLWM16C04a,PLWM16C04a,7/4/2012,7/4/2012,1,357,318,1,Construct,15,,,,
P,LW,M16,C03 a,PLWM16C03a,PLWM16C03a,7/19/2012,7/20/2012,2,372,364,2,Construct,4,,,,
P,LW,M16,C03 c,PLWM16C03c,PLWM16C03c,7/24/2012,7/24/2012,1,103,80,1,Construct,32,,,,
P,LW,M16,C04 b,PLWM16C04b,PLWM16C04b,8/25/2012,8/25/2012,1,222,209,1,Construct,13,,,,
P,LW,M16,C03 b,PLWM16C03b,PLWM16C03b,9/7/2012,9/7/2012,1,223,204,1,Construct,53,,,,
P,LW,M16,C02,PLWM16C02,PLWM16C02,10/30/2012,10/30/2012,1,409,376,1,Construct,7,,,,
P,LW,M16,C01,PLWM16C01,PLWM16C01,11/6/2012,11/15/2012,10,1229.94,1243,4,Construct,252,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3501-0002
P,LW,M16,W11,PLWM16W11,PLWM16W11,7/25/2013,7/25/2013,1,472,494,1,Construct,13,,,,
P,LW,M16,W10,PLWM16W10,PLWM16W10,8/7/2013,8/7/2013,1,440,418,1,Construct,10,,,,
P,LW,M16,W09,PLWM16W09,PLWM16W09,8/17/2013,8/17/2013,1,329,344,1,Construct,10,,,,
P,LW,M16,W08,PLWM16W08,PLWM16W08,8/27/2013,8/28/2013,2,269,251,2,Construct,7,,,,
P,LW,M16,W07,PLWM16W07,PLWM16W07,9/4/2013,9/5/2013,2,201,208,2,Construct,12,,,,
P,LW,M16,W06,PLWM16W06,PLWM16W06,9/17/2013,9/17/2013,1,209,218,1,Construct,16,,,,
P,LW,M16,W05,PLWM16W05,PLWM16W05,10/3/2013,10/4/2013,2,189,175,2,Construct,12,,,,
P,LW,M16,W04,PLWM16W04,PLWM16W04,10/16/2013,10/17/2013,2,148,158,2,Construct,9,,,,
P,LW,M16,W03,PLWM16W03,PLWM16W03,10/26/2013,10/26/2013,1,153,141,1,Construct,12,,,,
P,LW,M16,W02,PLWM16W02,PLWM16W02,11/7/2013,11/8/2013,2,143,120,2,Construct,307,,,,
P,LW,M16,W01,PLWM16W01,PLWM16W01,9/11/2014,5/27/2015,259,70,96,3,Construct,-1086,Code 02.,"Joining ""W01 Viga"" and ""W01"" as ""W01"".",Code 02a.,P-P-S-3502-0001
P,LW,M17,F02,PLWM17F02,PLWM17F02,6/5/2012,6/6/2012,2,976,897,3,Construct,-1,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3520-0001
P,LW,M17,F03,PLWM17F03,PLWM17F03,6/5/2012,6/6/2012,2,0,0,0,Construct,13,Code 03.,"Lift ""F02&F03"" will be converted into  ""F02"" and ""F03"".    All quantities will be assigned to ""F02"".",Code 03a.,P-P-S-3520-0001
P,LW,M17,F01,PLWM17F01,PLWM17F01,6/19/2012,6/20/2012,2,790,776,2,Construct,26,,,,
P,LW,M17,C04 a,PLWM17C04a,PLWM17C04a,7/16/2012,7/17/2012,2,380,318,2,Construct,0,,,,
P,LW,M17,C04 c,PLWM17C04c,PLWM17C04c,7/17/2012,7/17/2012,1,99,93,1,Construct,17,,,,
P,LW,M17,C03 a,PLWM17C03a,PLWM17C03a,8/3/2012,8/4/2012,2,419,364,2,Construct,7,,,,
P,LW,M17,C03 c,PLWM17C03c,PLWM17C03c,8/11/2012,8/11/2012,1,85,80,1,Construct,5,,,,
P,LW,M17,C04 b,PLWM17C04b,PLWM17C04b,8/16/2012,8/16/2012,1,230,209,1,Construct,12,,,,
P,LW,M17,C03 b,PLWM17C03b,PLWM17C03b,8/28/2012,8/29/2012,2,180,204,2,Construct,97,,,,
P,LW,M17,C02,PLWM17C02,PLWM17C02,12/4/2012,12/5/2012,2,378,376,2,Construct,5,,,,
P,LW,M17,C01,PLWM17C01,PLWM17C01,12/10/2012,12/18/2012,9,1272,1243,4,Construct,50,Code 02.,"Joining ""C01a"" and ""C01b"" as ""C01""",Code 02a.,P-P-S-3521-0002
P,LW,M17,W11,PLWM17W11,PLWM17W11,2/6/2013,2/6/2013,1,509,494,1,Construct,12,,,,
P,LW,M17,W10,PLWM17W10,PLWM17W10,2/18/2013,2/18/2013,1,481,418,1,Construct,9,,,,
