Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
P,VS6,,C05a3,PVS6C05a3,PVS6C05a3,05/29/2013,05/30/2013,2,312,362,2,-1,Construct,Code 03.,"Lift ""C05 a&b 3"" will be separated into ""C05a3"" and ""C05b3"".    All quantities will be assigned to ""C05a3"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C05b3,PVS6C05b3,PVS6C05b3,05/29/2013,05/30/2013,2,0,0,0,5,Construct,Code 03.,"Lift ""C05 a&b 3"" will be separated into ""C05a3"" and ""C05b3"".    All quantities will be assigned to ""C05a3"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C05a1,PVS6C05a1,PVS6C05a1,06/04/2013,06/04/2013,1,304,349,1,0,Construct,Code 03.,"Lift ""C05 a&b 1"" will be separated into ""C05a1"" and ""C05b1"".    All quantities will be assigned to ""C05a1"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C05b1,PVS6C05b1,PVS6C05b1,06/04/2013,06/04/2013,1,0,0,0,2,Construct,Code 03.,"Lift ""C05 a&b 1"" will be separated into ""C05a1"" and ""C05b1"".    All quantities will be assigned to ""C05a1"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C05a2,PVS6C05a2,PVS6C05a2,06/06/2013,06/07/2013,2,308,348,2,-1,Construct,Code 03.,"Lift ""C05 a&b 2"" will be separated into ""C05a2"" and ""C05b2"".    All quantities will be assigned to ""C05a2"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C05b2,PVS6C05b2,PVS6C05b2,06/06/2013,06/07/2013,2,0,0,0,18,Construct,Code 03.,"Lift ""C05 a&b 2"" will be separated into ""C05a2"" and ""C05b2"".    All quantities will be assigned to ""C05a2"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C04a3,PVS6C04a3,PVS6C04a3,06/25/2013,06/25/2013,1,561,576,1,0,Construct,Code 03.,"Lift ""C04 a&b 3"" will be separated into ""C04a3"" and ""C04b3"".    All quantities will be assigned to ""C04a3"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C04b3,PVS6C04b3,PVS6C04b3,06/25/2013,06/25/2013,1,0,0,0,6,Construct,Code 03.,"Lift ""C04 a&b 3"" will be separated into ""C04a3"" and ""C04b3"".    All quantities will be assigned to ""C04a3"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C04a2,PVS6C04a2,PVS6C04a2,07/01/2013,07/02/2013,2,512,544,2,-1,Construct,Code 03.,"Lift ""C04 a&b 2"" will be separated into ""C04a2"" and ""C04b2"".    All quantities will be assigned to ""C04a2"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C04b2,PVS6C04b2,PVS6C04b2,07/01/2013,07/02/2013,2,0,0,0,6,Construct,Code 03.,"Lift ""C04 a&b 2"" will be separated into ""C04a2"" and ""C04b2"".    All quantities will be assigned to ""C04a2"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C04a1,PVS6C04a1,PVS6C04a1,07/08/2013,07/09/2013,2,528,568,2,-1,Construct,Code 03.,"Lift ""C04 a&b 1"" will be separated into ""C04a1"" and ""C04b1"".    All quantities will be assigned to ""C04a1"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C04b1,PVS6C04b1,PVS6C04b1,07/08/2013,07/09/2013,2,0,0,0,18,Construct,Code 03.,"Lift ""C04 a&b 1"" will be separated into ""C04a1"" and ""C04b1"".    All quantities will be assigned to ""C04a1"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03a7,PVS6C03a7,PVS6C03a7,07/27/2013,07/27/2013,1,121,106,1,0,Construct,Code 03.,"Lift ""C03 a&b 7"" will be separated into ""C03a7"" and ""C03b7"".    All quantities will be assigned to ""C03a7"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03b7,PVS6C03b7,PVS6C03b7,07/27/2013,07/27/2013,1,0,0,0,5,Construct,Code 03.,"Lift ""C03 a&b 7"" will be separated into ""C03a7"" and ""C03b7"".    All quantities will be assigned to ""C03a7"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03a6,PVS6C03a6,PVS6C03a6,08/01/2013,08/01/2013,1,129,117,1,0,Construct,Code 03.,"Lift ""C03 a&b 6"" will be separated into ""C03a6"" and ""C03b6"".    All quantities will be assigned to ""C03a6"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03b6,PVS6C03b6,PVS6C03b6,08/01/2013,08/01/2013,1,0,0,0,8,Construct,Code 03.,"Lift ""C03 a&b 6"" will be separated into ""C03a6"" and ""C03b6"".    All quantities will be assigned to ""C03a6"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03a5,PVS6C03a5,PVS6C03a5,08/09/2013,08/10/2013,2,200,174,2,-1,Construct,Code 03.,"Lift ""C03 a&b 5"" will be separated into ""C03a5"" and ""C03b5"".    All quantities will be assigned to ""C03a5"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03b5,PVS6C03b5,PVS6C03b5,08/09/2013,08/10/2013,2,0,0,0,5,Construct,Code 03.,"Lift ""C03 a&b 5"" will be separated into ""C03a5"" and ""C03b5"".    All quantities will be assigned to ""C03a5"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02a7,PVS6C02a7,PVS6C02a7,08/15/2013,08/16/2013,2,110,109,2,-1,Construct,Code 03.,"Lift ""C02 a&b 7"" will be separated into ""C02a7"" and ""C02b7"".    All quantities will be assigned to ""C02a7"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02b7,PVS6C02b7,PVS6C02b7,08/15/2013,08/16/2013,2,0,0,0,5,Construct,Code 03.,"Lift ""C02 a&b 7"" will be separated into ""C02a7"" and ""C02b7"".    All quantities will be assigned to ""C02a7"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03a2,PVS6C03a2,PVS6C03a2,08/21/2013,08/21/2013,1,148,126,1,0,Construct,Code 03.,"Lift ""C03 a&b 2"" will be separated into ""C03a2"" and ""C03b2"".    All quantities will be assigned to ""C03a2"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03b2,PVS6C03b2,PVS6C03b2,08/21/2013,08/21/2013,1,0,0,0,8,Construct,Code 03.,"Lift ""C03 a&b 2"" will be separated into ""C03a2"" and ""C03b2"".    All quantities will be assigned to ""C03a2"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03a3,PVS6C03a3,PVS6C03a3,08/29/2013,08/29/2013,1,185,161,1,0,Construct,Code 03.,"Lift ""C03 a&b 3"" will be separated into ""C03a3"" and ""C03b3"".    All quantities will be assigned to ""C03a3"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03b3,PVS6C03b3,PVS6C03b3,08/29/2013,08/29/2013,1,0,0,0,4,Construct,Code 03.,"Lift ""C03 a&b 3"" will be separated into ""C03a3"" and ""C03b3"".    All quantities will be assigned to ""C03a3"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02a6,PVS6C02a6,PVS6C02a6,09/02/2013,09/02/2013,1,129,122,1,0,Construct,Code 03.,"Lift ""C02 a&b 6"" will be separated into ""C02a6"" and ""C02b6"".    All quantities will be assigned to ""C02a6"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02b6,PVS6C02b6,PVS6C02b6,09/02/2013,09/02/2013,1,0,0,0,4,Construct,Code 03.,"Lift ""C02 a&b 6"" will be separated into ""C02a6"" and ""C02b6"".    All quantities will be assigned to ""C02a6"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03a1,PVS6C03a1,PVS6C03a1,09/06/2013,09/06/2013,1,129,107,1,0,Construct,Code 03.,"Lift ""C03 a&b 1"" will be separated into ""C03a1"" and ""C03b1"".    All quantities will be assigned to ""C03a1"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03b1,PVS6C03b1,PVS6C03b1,09/06/2013,09/06/2013,1,0,0,0,5,Construct,Code 03.,"Lift ""C03 a&b 1"" will be separated into ""C03a1"" and ""C03b1"".    All quantities will be assigned to ""C03a1"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02a5,PVS6C02a5,PVS6C02a5,09/11/2013,09/12/2013,2,185,181,2,-1,Construct,Code 03.,"Lift ""C02 a&b 5"" will be separated into ""C02a5"" and ""C02b5"".    All quantities will be assigned to ""C02a5"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02b5,PVS6C02b5,PVS6C02b5,09/11/2013,09/12/2013,2,0,0,0,12,Construct,Code 03.,"Lift ""C02 a&b 5"" will be separated into ""C02a5"" and ""C02b5"".    All quantities will be assigned to ""C02a5"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02a3,PVS6C02a3,PVS6C02a3,09/24/2013,09/25/2013,2,169,168,2,-1,Construct,Code 03.,"Lift ""C02 a&b 3"" will be separated into ""C02a3"" and ""C02b3"".    All quantities will be assigned to ""C02a3"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02b3,PVS6C02b3,PVS6C02b3,09/24/2013,09/25/2013,2,0,0,0,0,Construct,Code 03.,"Lift ""C02 a&b 3"" will be separated into ""C02a3"" and ""C02b3"".    All quantities will be assigned to ""C02a3"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03a4,PVS6C03a4,PVS6C03a4,09/25/2013,10/03/2013,9,139,121,2,-8,Construct,Code 03.,"Lift ""C03 a&b 4"" will be separated into ""C03a4"" and ""C03b4"".  All quantities will be assigned to ""C03a4"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C03b4,PVS6C03b4,PVS6C03b4,09/25/2013,09/25/2013,1,0,0,1,3,Construct,Code 03.,"Lift ""C03 a&b 4"" will be separated into ""C03a4"" and ""C03b4"".  All quantities will be assigned to ""C03a4"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C01a,PVS6C01a,PVS6C01a,09/28/2013,12/26/2013,90,614,649,3,-82,Construct,Code 02.,"Joining lifts ""C01a&b3 (1st stage)"", ""C01a&b1"" and ""C01A2+B2"" under the name of ""C01a"".",Code 02a.,P-P-S-6750-0003
P,VS6,,C01b3,PVS6C01b3,PVS6C01b3,10/05/2013,10/05/2013,1,334,345,1,2,Construct,Code 05.,"Lift ""C01a&b3 (2nd stage) will be renamed as ""C01b3"".",Code 05a.,P-P-S-6750-0003
P,VS6,,C02a1,PVS6C02a1,PVS6C02a1,10/07/2013,10/07/2013,1,109,110,1,0,Construct,Code 03.,"Lift ""C02 a&b 1"" will be separated into ""C02a1"" and ""C02b1"".    All quantities will be assigned to ""C02a1"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02b1,PVS6C02b1,PVS6C02b1,10/07/2013,10/07/2013,1,0,0,0,9,Construct,Code 03.,"Lift ""C02 a&b 1"" will be separated into ""C02a1"" and ""C02b1"".    All quantities will be assigned to ""C02a1"".",Code 03a.,P-P-S-6750-0003
P,VS6,,C02a2,PVS6C02a2,PVS6C02a2,10/16/2013,10/17/2013,2,136,131,2,-1,Construct,Code 03.,"Lift ""C02 a&b 2"" will be separated into ""C02a2"" and ""C02b2"".    All quantities will be assigned to ""C02a2"".",Code 03a.,P-P-S-6750-0003
