Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC,Note,Corrections,Further Notse
P,ME,M08,W02,PMEM08W02,PMEM08W02,11/16/2013,11/16/2013,1,119,114,1,370,Construct,,,,,,,
P,ME,M08,W01,PMEM08W01,PMEM08W01,11/21/2014,11/21/2014,1,72,76,1,-1127,Construct,,,,,,,
P,ME,M09,F03,PMEM09F03,PMEM09F03,10/21/2011,10/21/2011,1,475,429,1,42,Construct,,,,,,,
P,ME,M09,F02,PMEM09F02,PMEM09F02,12/2/2011,12/3/2011,2,816,787,2,7,Construct,,,,,,,
P,ME,M09,F01,PMEM09F01,PMEM09F01,12/10/2011,12/20/2011,11,896,851,3,50,Construct,,,,,,,
P,ME,M09,C04 a,PMEM09C04a,PMEM09C04a,2/8/2012,2/8/2012,1,314,314,1,3,Construct,,,,,"Model is not well separated at F01, also F01 does not have parts, joining pours",fixed,
P,ME,M09,C04 c,PMEM09C04c,PMEM09C04c,2/11/2012,2/11/2012,1,96,96,1,20,Construct,,,,,"Model is not well separated, review model",fixed,
P,ME,M09,C04 b,PMEM09C04b,PMEM09C04b,3/2/2012,3/2/2012,1,242,6,1,10,Construct,,,,,"Model is not well separated, review model",fixed,
P,ME,M09,C03 a,PMEM09C03a,PMEM09C03a,3/12/2012,3/13/2012,2,160.6,161,2,1,Construct,,,,,,,
P,ME,M09,C03 c,PMEM09C03c,PMEM09C03c,3/14/2012,3/14/2012,1,81,81,1,7,Construct,,,,,,,
P,ME,M09,C03 b,PMEM09C03b,PMEM09C03b,3/21/2012,3/22/2012,2,211,202,2,250,Construct,,,,,,,
P,ME,M09,C02,PMEM09C02,PMEM09C02,11/27/2012,11/28/2012,2,289,299,2,7,Construct,,,,,,,
P,ME,M09,C01,PMEM09C01,PMEM09C01,12/5/2012,12/15/2012,11,1012,999,1,151,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-2861-0002,"Model has no part b, joining pours",,
P,ME,M09,W09,PMEM09W09,PMEM09W09,5/15/2013,5/16/2013,2,486,494,2,11,Construct,,,,,,,
P,ME,M09,W08,PMEM09W08,PMEM09W08,5/27/2013,5/27/2013,1,468,419,1,9,Construct,,,,,,,
P,ME,M09,W07,PMEM09W07,PMEM09W07,6/5/2013,6/5/2013,1,400,350,1,174,Construct,,,,,,,
P,ME,M09,W06,PMEM09W06,PMEM09W06,11/26/2013,11/27/2013,2,277,280,2,15,Construct,,,,,,,
P,ME,M09,W05,PMEM09W05,PMEM09W05,12/12/2013,12/12/2013,1,280,282,1,8,Construct,,,,,,,
P,ME,M09,W04,PMEM09W04,PMEM09W04,12/20/2013,12/20/2013,1,219,233,1,28,Construct,,,,,,,
P,ME,M09,W03a,PMEM09W03a,PMEM09W03a,1/17/2014,1/17/2014,1,233,211,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2863-0002,,,
P,ME,M09,W03b,PMEM09W03b,PMEM09W03b,1/17/2014,1/17/2014,1,0,0,0,18,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2863-0002,,,
P,ME,M09,W02,PMEM09W02,PMEM09W02,2/4/2014,2/4/2014,1,204,175,1,301,Construct,,,,,,,
P,ME,M09,W01,PMEM09W01,PMEM09W01,12/2/2014,12/2/2014,1,70,79,1,-1145,Construct,,,,,,,
P,ME,M10,F03,PMEM10F03,PMEM10F03,10/14/2011,10/14/2011,1,464,429,1,74,Construct,,,,,,,
P,ME,M10,F02,PMEM10F02,PMEM10F02,12/27/2011,12/28/2011,2,784.04,787,2,353,Construct,,,,,,,
P,ME,M10,F01,PMEM10F01,PMEM10F01,12/15/2012,12/15/2012,1,952,851,4,-171,Construct,Code 02.,"Joining ""F01"" and ""F01""under the name of ""F01"".",Code 02a.,P-P-S-2880-0002,"Model has no part a, joining pours",,
P,ME,M10,C04 c,PMEM10C04c,PMEM10C04c,6/27/2012,12/14/2012,171,107,95,2,0,Construct,,,,,,,
P,ME,M10,C04 a,PMEM10C04a,PMEM10C04a,12/14/2012,12/14/2012,1,337,156,1,8,Construct,,,,,,,
P,ME,M10,C03 a,PMEM10C03a,PMEM10C03a,12/22/2012,12/23/2012,2,167,154,2,11,Construct,,,,,,,
P,ME,M10,C03 c,PMEM10C03c,PMEM10C03c,1/3/2013,1/3/2013,1,89,80,1,5,Construct,,,,,,,
P,ME,M10,C04 b,PMEM10C04b,PMEM10C04b,1/8/2013,1/9/2013,2,186,210,2,6,Construct,,,,,,,
P,ME,M10,C03 b,PMEM10C03b,PMEM10C03b,1/15/2013,1/16/2013,2,212,210,2,37,Construct,,,,,,,
P,ME,M10,C02,PMEM10C02,PMEM10C02,2/22/2013,2/22/2013,1,337,299,1,7,Construct,,,,,,,
P,ME,M10,C01,PMEM10C01,PMEM10C01,3/1/2013,3/10/2013,10,1107,999,3,36,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-2880-0002,"Model has no part b, joining pours",,
P,ME,M10,W09,PMEM10W09,PMEM10W09,4/15/2013,4/16/2013,2,496,494,2,15,Construct,,,,,,,
P,ME,M10,W08,PMEM10W08,PMEM10W08,5/1/2013,5/2/2013,2,428,419,2,8,Construct,,,,,,,
P,ME,M10,W07,PMEM10W07,PMEM10W07,5/10/2013,5/11/2013,2,352,344,2,165,Construct,,,,,,,
P,ME,M10,W06,PMEM10W06,PMEM10W06,10/23/2013,10/24/2013,2,305,280,2,16,Construct,,,,,,,
P,ME,M10,W05,PMEM10W05,PMEM10W05,11/9/2013,11/9/2013,1,285,283,1,12,Construct,,,,,,,
P,ME,M10,W04,PMEM10W04,PMEM10W04,11/21/2013,11/22/2013,2,240,233,2,12,Construct,,,,,,,
P,ME,M10,W03a,PMEM10W03a,PMEM10W03a,12/4/2013,12/5/2013,2,240,211,2,-1,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2883-0002,,,
P,ME,M10,W03b,PMEM10W03b,PMEM10W03b,12/4/2013,12/5/2013,2,0,0,0,13,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2883-0002,,,
P,ME,M10,W02,PMEM10W02,PMEM10W02,12/18/2013,12/18/2013,1,173,175,1,360,Construct,,,,,,,
P,ME,M10,W01,PMEM10W01,PMEM10W01,12/13/2014,12/13/2014,1,72,64,1,-1148,Construct,,,,,,,
P,ME,M11,F03,PMEM11F03,PMEM11F03,10/22/2011,10/22/2011,1,208,179,1,24,Construct,,,,,,,
P,ME,M11,F02,PMEM11F02,PMEM11F02,11/15/2011,11/15/2011,1,337,328,1,8,Construct,,,,,,,
P,ME,M11,F01,PMEM11F01,PMEM11F01,11/23/2011,11/24/2011,2,348,358,2,74,Construct,,,,,,,
P,ME,M11,C04 a,PMEM11C04a,PMEM11C04a,2/6/2012,2/7/2012,2,160,139,2,-1,Construct,,,,,,,
P,ME,M11,C04 c,PMEM11C04c,PMEM11C04c,2/6/2012,2/6/2012,1,43.5,44,1,5,Construct,,,,,,,
P,ME,M11,C04 b,PMEM11C04b,PMEM11C04b,2/11/2012,2/11/2012,1,102,0,1,13,Construct,,,,,,,
P,ME,M11,C03 a,PMEM11C03a,PMEM11C03a,2/24/2012,2/24/2012,1,81,81,1,6,Construct,,,,,,,
P,ME,M11,C03 b,PMEM11C03b,PMEM11C03b,3/1/2012,3/1/2012,1,113,69,1,2,Construct,,,,,,,
P,ME,M11,C03 c,PMEM11C03c,PMEM11C03c,3/3/2012,3/3/2012,1,35,39,1,320,Construct,,,,,,,
P,ME,M11,C02,PMEM11C02,PMEM11C02,1/17/2013,1/18/2013,2,128,127,2,4,Construct,,,,,,,
P,ME,M11,C01,PMEM11C01,PMEM11C01,1/22/2013,1/29/2013,8,477,420,2,125,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-2902-0001,"Model has no part b, joining pours",,
P,ME,M11,W09,PMEM11W09,PMEM11W09,6/3/2013,6/3/2013,1,232,210,1,9,Construct,,,,,,,
P,ME,M11,W08,PMEM11W08,PMEM11W08,6/12/2013,6/13/2013,2,200,179,2,8,Construct,,,,,,,
P,ME,M11,W07,PMEM11W07,PMEM11W07,6/21/2013,6/22/2013,2,160,148,2,188,Construct,,,,,,,
P,ME,M11,W06,PMEM11W06,PMEM11W06,12/27/2013,12/28/2013,2,128,120,2,13,Construct,,,,,,,
P,ME,M11,W05,PMEM11W05,PMEM11W05,1/10/2014,1/10/2014,1,128,122,1,17,Construct,,,,,,,
P,ME,M11,W04,PMEM11W04,PMEM11W04,1/27/2014,1/27/2014,1,112,102,1,30,Construct,,,,,,,
P,ME,M11,W03a,PMEM11W03a,PMEM11W03a,2/26/2014,2/26/2014,1,97,88,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2903-0002,,,
P,ME,M11,W03b,PMEM11W03b,PMEM11W03b,2/26/2014,2/26/2014,1,0,0,0,12,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2903-0002,,,
P,ME,M11,W02,PMEM11W02,PMEM11W02,3/10/2014,3/10/2014,1,68,69,1,281,Construct,,,,,,,
P,ME,M11,W01,PMEM11W01,PMEM11W01,12/16/2014,12/16/2014,1,22,22,1,-1016,Construct,,,,,,,
P,ME,M12,F03,PMEM12F03,PMEM12F03,3/5/2012,3/6/2012,2,750,675,2,7,Construct,,,,,,,
P,ME,M12,F02 ,PMEM12F02,PMEM12F02,3/13/2012,3/14/2012,2,857,810,2,13,Construct,,,,,,,
P,ME,M12,F01a,PMEM12F01a,PMEM12F01a,3/27/2012,3/28/2012,2,708,708,2,275,Construct,Code 05.,"Lift ""F01"" will be renamed as ""F01a"".",Code 05a.,P-P-S-2921-0002,"F01 only has a and b in the model, chaning F01 as F01 a and joining the other parrts a, b and c due to date consistency",,
P,ME,M12,F01 b,PMEM12F01b,PMEM12F01b,12/28/2012,1/3/2013,7,203.06,87,3,13,Construct,Code 02.,"Joining ""F01a"", ""F01b"" and ""F01c"" as ""F01b"".""",Code 02a.,P-P-S-2921-0002,,,
P,ME,M12,C04 a,PMEM12C04a,PMEM12C04a,1/16/2013,1/17/2013,2,197,165,2,0,Construct,,,,,,,
P,ME,M12,C04 b,PMEM12C04b,PMEM12C04b,1/17/2013,1/17/2013,1,198,182,1,16,Construct,,,,,,,
P,ME,M12,C03 b,PMEM12C03b,PMEM12C03b,2/2/2013,2/2/2013,1,204,210,1,11,Construct,,,,,,,
P,ME,M12,C03 a,PMEM12C03a,PMEM12C03a,2/13/2013,2/13/2013,1,177,165,1,0,Construct,,,,,,,
P,ME,M12,C04 c,PMEM12C04c,PMEM12C04c,2/13/2013,2/14/2013,2,144,156,2,11,Construct,,,,,,,
P,ME,M12,C03 c,PMEM12C03c,PMEM12C03c,2/25/2013,2/26/2013,2,177,156,2,17,Construct,,,,,,,
P,ME,M12,C02,PMEM12C02,PMEM12C02,3/15/2013,3/15/2013,1,304,325,1,7,Construct,,,,,,,
P,ME,M12,C01,PMEM12C01,PMEM12C01,3/22/2013,7/12/2013,113,1033,1050,4,-10,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-2921-0002,"Model has no part b, joining pours",,
P,ME,M12,W09,PMEM12W09,PMEM12W09,7/2/2013,7/3/2013,2,496,495,2,7,Construct,,,,,,,
P,ME,M12,W08,PMEM12W08,PMEM12W08,7/10/2013,7/11/2013,2,408,420,2,51,Construct,,,,,,,
P,ME,M12,W07,PMEM12W07,PMEM12W07,8/31/2013,8/31/2013,1,432,415,3,12,Construct,Code 02.,"Joining ""W07"" and ""W07a"" under tha name of ""W07"".",Code 02a.,P-P-S-2923-0002,,,
P,ME,M12,W06,PMEM12W06,PMEM12W06,9/12/2013,9/13/2013,2,288,280,2,10,Construct,,,,,,,
P,ME,M12,W05,PMEM12W05,PMEM12W05,9/23/2013,9/23/2013,1,280,282,1,22,Construct,,,,,,,
P,ME,M12,W04,PMEM12W04,PMEM12W04,10/15/2013,10/15/2013,1,240,231,1,18,Construct,,,,,,,
P,ME,M12,W03a,PMEM12W03a,PMEM12W03a,11/2/2013,11/2/2013,1,209,211,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2923-0002,,,
P,ME,M12,W03b,PMEM12W03b,PMEM12W03b,11/2/2013,11/2/2013,1,0,0,0,21,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2923-0002,,,
P,ME,M12,W02,PMEM12W02,PMEM12W02,11/23/2013,11/23/2013,1,193,175,1,1,Construct,,,,,,,
P,ME,M12,W01,PMEM12W01,PMEM12W01,11/24/2013,11/24/2013,1,0,0,0,-660,Construct,Code 01.,"A new row was created under the name of ""W01"", with 0 quantities and with the dates of the previous lift plus one day.",Code 01a.,P-P-S-2921-0002,,,
P,ME,M13,F03,PMEM13F03,PMEM13F03,2/3/2012,2/4/2012,2,1237.1,1105,2,11,Construct,Code 02.,"Joining ""F03"" and ""F03->C01"" under the name of ""F03""",Code 02a.,P-P-S-2943-0002,,,
P,ME,M13,F02,PMEM13F02,PMEM13F02,2/15/2012,2/16/2012,2,1004.08,1110,2,128,Construct,,,,,,,
P,ME,M13,F01 b,PMEM13F01b,PMEM13F01b,6/23/2012,11/22/2012,153,412,235,3,0,Construct,Code 02.,"Joining ""F01b"" and ""F01b (Chamfer)"" as ""F01b"".",Code 02a.,P-P-S-2943-0002,"model has parts a, b and c, joining pours.",,
P,ME,M13,F01 c,PMEM13F01c,PMEM13F01c,11/22/2012,12/3/2012,12,85,88,2,-165,Construct,Code 02.,"Joining ""F01c"" and ""F01c (Chamfer)"" as ""F01c"".",Code 02a.,P-P-S-2943-0002,,,
P,ME,M13,F01 a,PMEM13F01a,PMEM13F01a,6/21/2012,11/24/2012,157,235,122,2,26,Construct,Code 02.,"Joining ""F01a"" and ""F01a&b (Chamfer)"" as ""F01a"".",Code 02a.,P-P-S-2943-0002,,,
P,ME,M13,C04 a,PMEM13C04a,PMEM13C04a,12/20/2012,12/20/2012,1,265,225,1,25,Construct,,,,,"model has parts a, b and c, joining pours.",,
P,ME,M13,C04 c,PMEM13C04c,PMEM13C04c,1/14/2013,1/18/2013,5,117,144,3,6,Construct,,,,,,,
P,ME,M13,C04 b,PMEM13C04b,PMEM13C04b,1/24/2013,1/25/2013,2,328,300,2,6,Construct,,,,,,,
P,ME,M13,C03 a,PMEM13C03a,PMEM13C03a,1/31/2013,2/1/2013,2,267,225,2,12,Construct,,,,,"model has parts a, b and c, joining pours.",,
P,ME,M13,C03 b,PMEM13C03b,PMEM13C03b,2/13/2013,2/13/2013,1,304,300,1,48,Construct,,,,,,,
P,ME,M13,C03 c,PMEM13C03c,PMEM13C03c,4/2/2013,4/10/2013,9,140,144,3,23,Construct,Code 02.,"Joining ""C03c(S)"" and ""C03c(N)"" as ""C03c"".",Code 02a.,P-P-S-2943-0002,"changing name to reflect model, removing the ""(S)"" part.",,
P,ME,M13,C02,PMEM13C02,PMEM13C02,5/3/2013,5/3/2013,1,432,400,1,6,Construct,,,,,,,
P,ME,M13,C01,PMEM13C01,PMEM13C01,5/9/2013,5/29/2013,21,1308,1292,4,2,Construct,Code 02.,"Joining ""C01a"", ""C01b"" and ""F03->C01"" under the name of ""C01"".",Code 02a.,P-P-S-2943-0002,"Model has no part b, joining pours, and removing Fo3->C01, it is a very small quantity.","Fo3->C01 was removed, and it was only a planned quantity, not an actual poored concrete.",
P,ME,M13,W09,PMEM13W09,PMEM13W09,5/31/2013,5/31/2013,1,528,499,1,12,Construct,,,,,,,
P,ME,M13,W08,PMEM13W08,PMEM13W08,6/12/2013,6/13/2013,2,440,424,2,11,Construct,,,,,,,
P,ME,M13,W07,PMEM13W07,PMEM13W07,6/24/2013,6/24/2013,1,368,350,1,10,Construct,,,,,,,
P,ME,M13,W06,PMEM13W06,PMEM13W06,7/4/2013,7/5/2013,2,268,286,2,15,Construct,,,,,,,
P,ME,M13,W05,PMEM13W05,PMEM13W05,7/20/2013,7/20/2013,1,296,290,1,130,Construct,,,,,,,
P,ME,M13,W04,PMEM13W04,PMEM13W04,11/27/2013,11/28/2013,2,241,240,2,13,Construct,,,,,,,
P,ME,M13,W03a,PMEM13W03a,PMEM13W03a,12/11/2013,12/11/2013,1,235,211,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2943-0002,,,
P,ME,M13,W03b,PMEM13W03b,PMEM13W03b,12/11/2013,12/11/2013,1,0,0,0,16,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a"".",Code 03a.,P-P-S-2943-0002,,,
P,ME,M13,W02,PMEM13W02,PMEM13W02,12/27/2013,12/27/2013,1,169,89,1,333,Construct,,,,,,,
P,ME,M13,W01,PMEM13W01,PMEM13W01,11/25/2014,11/25/2014,1,51,56,1,-993,Construct,,,,,,,
P,ME,M14,F03,PMEM14F03,PMEM14F03,3/7/2012,3/8/2012,2,716,675,2,7,Construct,,,,,,,
P,ME,M14,F02,PMEM14F02,PMEM14F02,3/15/2012,3/16/2012,2,840,800,2,13,Construct,,,,,,,
P,ME,M14,F01a,PMEM14F01a,PMEM14F01a,3/29/2012,3/30/2012,2,712,712,2,85,Construct,Code 05.,"Lift ""F01a"" will be renamed as ""F01"".",Code 05a.,P-P-S-2961-0002,"model appears to have only parts a and b, no partc, renaming pours for practicability","Lifts F01 are accounted as ""F01a""",
P,ME,M14,F01b,PMEM14F01b,PMEM14F01b,6/23/2012,6/23/2012,1,186,103,1,9,Construct,Code 02.,"Joining ""F01b"" and ""F01 a&c"" under the name of ""F01b"".",Code 02a.,P-P-S-2961-0002,,,
P,ME,M14,C04 a,PMEM14C04a,PMEM14C04a,7/2/2012,7/3/2012,2,177,177,2,4,Construct,,,,,,,
P,ME,M14,C04 c,PMEM14C04c,PMEM14C04c,7/7/2012,7/7/2012,1,161,161,1,16,Construct,,,,,,,
P,ME,M14,C04 b,PMEM14C04b,PMEM14C04b,7/23/2012,7/9/2012,-13,216,162,2,47,Construct,,,,,,"Lifts ""F01 a&b"" and ""F01b"" are accounted as ""F01b"".",
P,ME,M14,C03 b,PMEM14C03b,PMEM14C03b,8/25/2012,8/26/2012,2,208,208,2,13,Construct,,,,,,,
P,ME,M14,C03 c,PMEM14C03c,PMEM14C03c,9/8/2012,9/20/2012,13,318,225,2,-8,Construct,,,,,,,
P,ME,M14,C03 a,PMEM14C03a,PMEM14C03a,9/12/2012,9/12/2012,1,97,97,1,175,Construct,,,,,,,
P,ME,M14,C02,PMEM14C02,PMEM14C02,3/6/2013,3/6/2013,1,288,325,1,5,Construct,,,,,,,
P,ME,M14,C01,PMEM14C01,PMEM14C01,3/11/2013,3/21/2013,11,956,1050,3,132,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-2961-0002,"Model has no part b, joining pours, and removing Fo3->C01, it is a very small quantity.",,
P,ME,M14,W09,PMEM14W09,PMEM14W09,7/31/2013,8/1/2013,2,520,495,2,8,Construct,,,,,,,
P,ME,M14,W08,PMEM14W08,PMEM14W08,8/9/2013,8/10/2013,2,440,420,2,18,Construct,,,,,,,
P,ME,M14,W07,PMEM14W07,PMEM14W07,8/28/2013,8/29/2013,2,338,345,2,8,Construct,,,,,,,
P,ME,M14,W06,PMEM14W06,PMEM14W06,9/6/2013,9/6/2013,1,288,280,1,11,Construct,,,,,,,
P,ME,M14,W05,PMEM14W05,PMEM14W05,9/17/2013,9/17/2013,1,280,283,1,23,Construct,,,,,,,
P,ME,M14,W04,PMEM14W04,PMEM14W04,10/10/2013,10/11/2013,2,246,233,2,17,Construct,,,,,,,
P,ME,M14,W03a,PMEM14W03a,PMEM14W03a,10/28/2013,10/29/2013,2,235,282,2,-1,Construct,Code 03.,"Lift ""W03 a+b"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-2963-0002,"model has no parts a and b, renaming pour",,
P,ME,M14,W03a,PMEM14W03b,PMEM14W03b,10/28/2013,10/29/2013,2,0,0,0,15,Construct,Code 03.,"Lift ""W03 a+b"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-2963-0002,"model has no parts a and b, renaming pour",,
P,ME,M14,W02,PMEM14W02,PMEM14W02,11/13/2013,11/14/2013,2,161,175,2,366,Construct,,,,,,,
P,ME,M14,W01,PMEM14W01,PMEM14W01,11/15/2014,11/15/2014,1,56,61,1,-1100,Construct,,,,,,,
P,ME,M15,F03,PMEM15F03,PMEM15F03,11/11/2011,11/11/2011,1,384,346,1,48,Construct,,,,,,,
P,ME,M15,F02,PMEM15F02,PMEM15F02,12/29/2011,12/29/2011,1,709.1,635,1,13,Construct,,,,,,,
P,ME,M15,F01,PMEM15F01,PMEM15F01,1/11/2012,1/12/2012,2,720.63,685,2,71,Construct,,,,,,,
P,ME,M15,C04 a,PMEM15C04a,PMEM15C04a,3/23/2012,3/24/2012,2,161,161,2,5,Construct,,,,,,,
P,ME,M15,C04 c,PMEM15C04c,PMEM15C04c,3/29/2012,3/29/2012,1,77,77,1,13,Construct,,,,,,,
P,ME,M15,C03 a,PMEM15C03a,PMEM15C03a,4/11/2012,4/11/2012,1,139,139,1,1,Construct,,,,,,,
P,ME,M15,C04 b,PMEM15C04b,PMEM15C04b,4/12/2012,4/17/2012,6,167,93,3,2,Construct,,,,,,,
P,ME,M15,C03 c,PMEM15C03c,PMEM15C03c,4/19/2012,4/19/2012,1,68,68,1,7,Construct,,,,,,,
P,ME,M15,C03 b,PMEM15C03b,PMEM15C03b,4/26/2012,4/26/2012,1,176,150,1,168,Construct,,,,,,,
P,ME,M15,C02,PMEM15C02,PMEM15C02,10/11/2012,10/11/2012,1,248,240,1,6,Construct,Code 05.,"Lift ""C02a"" will be renamed as ""C02"".",Code 05a.,P-P-S-2981-0002,"model has no part a, changing name",,
P,ME,M15,C01,PMEM15C01,PMEM15C01,10/17/2012,10/24/2012,8,801,803,3,233,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-2981-0002,"model has no parts a and b, joining pour",,
P,ME,M15,W09,PMEM15W09,PMEM15W09,6/14/2013,6/15/2013,2,416,396,2,23,Construct,,,,,,,
P,ME,M15,W08,PMEM15W08,PMEM15W08,7/8/2013,7/9/2013,2,339,336,2,15,Construct,,,,,,,
P,ME,M15,W07,PMEM15W07,PMEM15W07,7/24/2013,7/24/2013,1,256,275,1,370,Construct,,,,,,,
P,ME,M15,W06,PMEM15W06,PMEM15W06,7/29/2014,7/29/2014,1,223,224,1,8,Construct,,,,,,,
P,ME,M15,W05,PMEM15W05,PMEM15W05,8/6/2014,8/6/2014,1,224,226,1,9,Construct,,,,,,,
P,ME,M15,W04,PMEM15W04,PMEM15W04,8/15/2014,8/15/2014,1,168,186,1,13,Construct,,,,,,,
P,ME,M15,W03a,PMEM15W03a,PMEM15W03a,8/28/2014,8/28/2014,1,172.5,175,1,0,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-2983-0002,,,
P,ME,M15,W03b,PMEM15W03b,PMEM15W03b,8/28/2014,8/28/2014,1,0,0,0,9,Construct,Code 03.,"Lift ""W03"" will be separated into ""W03a"" and ""W03b"". All quantities will be assigned to ""W03a2.",Code 03a.,P-P-S-2983-0002,,,
P,ME,M15,W02,PMEM15W02,PMEM15W02,9/6/2014,9/6/2014,1,165,146,1,52,Construct,,,,,,,
P,ME,M15,W01,PMEM15W01,PMEM15W01,10/28/2014,10/28/2014,1,34,57,1,-1043,Construct,,,,,,,
P,ME,M16,F03,PMEM16F03,PMEM16F03,12/20/2011,12/20/2011,1,288,262,1,37,Construct,,,,,,,
P,ME,M16,F02,PMEM16F02,PMEM16F02,1/26/2012,1/27/2012,2,519,482,2,8,Construct,,,,,,,
P,ME,M16,F01,PMEM16F01,PMEM16F01,2/4/2012,2/5/2012,2,504,524,2,22,Construct,,,,,,,
P,ME,M16,C04 a,PMEM16C04a,PMEM16C04a,2/27/2012,2/27/2012,1,112,112,1,1,Construct,,,,,,,
P,ME,M16,C04 c,PMEM16C04c,PMEM16C04c,2/28/2012,2/28/2012,1,60,60,1,7,Construct,,,,,,,
P,ME,M16,C04 b,PMEM16C04b,PMEM16C04b,3/6/2012,3/7/2012,2,141,96,2,8,Construct,,,,,,,
P,ME,M16,C03 c,PMEM16C03c,PMEM16C03c,3/15/2012,3/15/2012,1,49,49,1,2,Construct,,,,,,,
P,ME,M16,C03 a,PMEM16C03a,PMEM16C03a,3/17/2012,3/17/2012,1,100.5,101,1,5,Construct,,,,,,,
P,ME,M16,C03 b,PMEM16C03b,PMEM16C03b,3/22/2012,3/22/2012,1,129,127,1,90,Construct,,,,,,,
P,ME,M16,C02,PMEM16C02,PMEM16C02,6/20/2012,6/20/2012,1,188,185,1,7,Construct,,,,,,,
P,ME,M16,C01,PMEM16C01,PMEM16C01,6/27/2012,7/5/2012,9,595,616,3,7,Construct,Code 02.,"Joining ""C01a"" and ""C01b""under the name of ""C01"".",Code 02a.,P-P-S-3003-0001,"model has no parts a and b, joining pour",,
P,ME,M16,W09,PMEM16W09,PMEM16W09,7/12/2012,7/13/2012,2,320,308,2,8,Construct,,,,,,,
P,ME,M16,W08,PMEM16W08,PMEM16W08,7/21/2012,7/21/2012,1,272,262,1,6,Construct,,,,,,,
P,ME,M16,W07,PMEM16W07,PMEM16W07,7/27/2012,7/28/2012,2,216,217,2,9,Construct,,,,,,,
P,ME,M16,W06,PMEM16W06,PMEM16W06,8/6/2012,8/7/2012,2,188,176,2,6,Construct,,,,,,,
P,ME,M16,W05,PMEM16W05,PMEM16W05,8/13/2012,8/13/2012,1,184,180,1,16,Construct,,,,,,,
P,ME,M16,W04,PMEM16W04,PMEM16W04,8/29/2012,8/29/2012,1,144,149,1,5,Construct,,,,,,,
P,ME,M16,W03 b,PMEM16W03b,PMEM16W03b,9/3/2012,9/3/2012,1,96,92,1,19,Construct,,,,,"model has no parts a and b,joining pour",,
P,ME,M16,W03 a,PMEM16W03a,PMEM16W03a,9/22/2012,9/22/2012,1,89,82,1,17,Construct,,,,,,,
P,ME,M16,W02,PMEM16W02,PMEM16W02,10/9/2012,10/10/2012,2,64,55,2,794,Construct,,,,,,,
P,ME,M16,W01,PMEM16W01,PMEM16W01,12/13/2014,12/13/2014,1,32,46,1,-514,Construct,,,,,,,
P,ME,M17,F03,PMEM17F03,PMEM17F03,7/17/2013,7/18/2013,2,1032,896,2,7,Construct,,,,,,,
P,ME,M17,F02,PMEM17F02,PMEM17F02,7/25/2013,7/26/2013,2,1112,1097,2,14,Construct,,,,,,,
