Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
P,TRF2,NW,10,PTRF2NW10,PTRF2NW10,02/22/2013,02/23/2013,2,122,60,2,31,Construct,.,,,
P,TRF2,NW,09,PTRF2NW09,PTRF2NW09,03/26/2013,03/26/2013,1,73,45,1,15,Construct,,,,
P,TRF2,NW,08,PTRF2NW08,PTRF2NW08,04/10/2013,04/10/2013,1,89,45,1,16,Construct,,,,
P,TRF2,NW,07,PTRF2NW07,PTRF2NW07,04/26/2013,04/27/2013,2,49,45,2,25,Construct,,,,
P,TRF2,NW,06,PTRF2NW06,PTRF2NW06,05/22/2013,05/23/2013,2,52,45,2,11,Construct,,,,
P,TRF2,NW,05,PTRF2NW05,PTRF2NW05,06/03/2013,06/03/2013,1,48,45,1,9,Construct,,,,
P,TRF2,NW,04,PTRF2NW04,PTRF2NW04,06/12/2013,06/12/2013,1,56,40,1,33,Construct,,,,
P,TRF2,NW,03,PTRF2NW03,PTRF2NW03,07/15/2013,07/16/2013,2,75,50,2,29,Construct,,,,
P,TRF2,NW,02,PTRF2NW02,PTRF2NW02,08/14/2013,08/14/2013,1,28,40,1,9,Construct,,,,
P,TRF2,NW,01,PTRF2NW01,PTRF2NW01,08/23/2013,08/23/2013,1,24,25,1,0,Construct,,,,
P,TRF2,P1,04,PTRF2P104,PTRF2P104,08/23/2013,08/23/2013,1,12,10,1,32,Construct,,,,
P,TRF2,P1,03,PTRF2P103,PTRF2P103,09/24/2013,09/24/2013,1,41,35,1,27,Construct,,,,
P,TRF2,P1,02,PTRF2P102,PTRF2P102,10/21/2013,10/22/2013,2,73,70,2,-1,Construct,Code 03.,"Lift ""02+01"" will be separated into ""02"" and ""01"". All uantities will be assigned to ""02"".",Code 03a.,P-P-S-6111-0002
P,TRF2,P1,01,PTRF2P101,PTRF2P101,10/21/2013,10/22/2013,2,0,0,0,-90,Construct,Code 03.,"Lift ""02+01"" will be separated into ""02"" and ""01"". All uantities will be assigned to ""02"".",Code 03a.,P-P-S-6111-0002
P,TRF2,P2,03,PTRF2P203,PTRF2P203,07/24/2013,07/24/2013,1,20,20,1,71,Construct,,,,
P,TRF2,P2,02,PTRF2P202,PTRF2P202,10/03/2013,10/03/2013,1,49,50,1,0,Construct,Code 03.,"Lift ""02&01"" will be separated into ""02"" and ""01"". All quantities will be assigned to ""02"".",Code 03a.,P-P-S-6111-0002
P,TRF2,P2,01,PTRF2P201,PTRF2P201,10/03/2013,10/03/2013,1,0,0,0,-210,Construct,Code 03.,"Lift ""02&01"" will be separated into ""02"" and ""01"". All quantities will be assigned to ""02"".",Code 03a.,P-P-S-6111-0002
P,TRF2,P3,09,PTRF2P309,PTRF2P309,03/07/2013,07/19/2013,135,20,25,2,-114,Construct,,,,
P,TRF2,P3,08,PTRF2P308,PTRF2P308,03/27/2013,03/27/2013,1,42,10,1,22,Construct,,,,
P,TRF2,P3,07,PTRF2P307,PTRF2P307,04/18/2013,04/18/2013,1,20,20,1,21,Construct,,,,
P,TRF2,P3,06,PTRF2P306,PTRF2P306,05/09/2013,05/09/2013,1,29,28,1,25,Construct,,,,
P,TRF2,P3,05,PTRF2P305,PTRF2P305,06/03/2013,06/03/2013,1,33,35,1,28,Construct,,,,
P,TRF2,P3,04,PTRF2P304,PTRF2P304,07/01/2013,07/01/2013,1,32,35,1,42,Construct,,,,
P,TRF2,P3,03,PTRF2P303,PTRF2P303,08/12/2013,08/12/2013,1,57,55,1,37,Construct,,,,
P,TRF2,P3,02,PTRF2P302,PTRF2P302,09/18/2013,09/18/2013,1,72,75,1,0,Construct,Code 03.,"Lift ""02+01"" will be separated into ""02"" and ""01"". All uantities will be assigned to ""02"".",Code 03a.,P-P-S-6111-0002
P,TRF2,P3,01,PTRF2P301,PTRF2P301,09/18/2013,09/18/2013,1,0,0,0,-29,Construct,Code 03.,"Lift ""02+01"" will be separated into ""02"" and ""01"". All uantities will be assigned to ""02"".",Code 03a.,P-P-S-6111-0002
P,TRF2,P4,03,PTRF2P403,PTRF2P403,08/20/2013,08/20/2013,1,25,25,1,44,Construct,,,,
