Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number,
P,H2E,3B,F05a,PH2E3BF05a,PH2E3BF05a,07/05/2012,07/14/2012,10,958,874,1,-9,Construct,Code 03.,"Lift ""F05"" will be separated into ""F05a"", ""F05b"" and ""F05c"".  All quantities will be assigned to ""F05a"".",Code 03a.,P-P-S-0416-0002,
P,H2E,3B,F05b,PH2E3BF05b,PH2E3BF05b,07/05/2012,07/14/2012,10,0,0,0,-9,Construct,Code 03.,"Lift ""F05"" will be separated into ""F05a"", ""F05b"" and ""F05c"".  All quantities will be assigned to ""F05a"".",Code 03a.,P-P-S-0416-0002,
P,H2E,3B,F05c,PH2E3BF05c,PH2E3BF05c,07/05/2012,07/14/2012,10,0,0,0,23,Construct,Code 03.,"Lift ""F05"" will be separated into ""F05a"", ""F05b"" and ""F05c"".  All quantities will be assigned to ""F05a"".",Code 03a.,P-P-S-0416-0002,
P,H2E,3B,F04a,PH2E3BF04a,PH2E3BF04a,08/06/2012,08/08/2012,3,815,788,2,-2,Construct,Code 03.,"Lift ""F04"" will be separated into ""F04a"", ""F04b"" and ""F04c"".  All quantities will be assigned to ""F04a"".",Code 03a.,P-P-S-0416-0002,
P,H2E,3B,F04b,PH2E3BF04b,PH2E3BF04b,08/06/2012,08/08/2012,3,0,0,0,-2,Construct,Code 03.,"Lift ""F04"" will be separated into ""F04a"", ""F04b"" and ""F04c"".  All quantities will be assigned to ""F04a"".",Code 03a.,P-P-S-0416-0002,
P,H2E,3B,F04c,PH2E3BF04c,PH2E3BF04c,08/06/2012,08/08/2012,3,0,0,0,23,Construct,Code 03.,"Lift ""F04"" will be separated into ""F04a"", ""F04b"" and ""F04c"".  All quantities will be assigned to ""F04a"".",Code 03a.,P-P-S-0416-0002,
P,H2E,3B,F03,PH2E3BF03,PH2E3BF03,08/31/2012,09/01/2012,2,1692,1536,2,23,Construct,,,,,
P,H2E,3B,F02,PH2E3BF02,PH2E3BF02,09/24/2012,09/25/2012,2,645,653,2,45,Construct,,,,,
P,H2E,3B,F01,PH2E3BF01,PH2E3BF01,11/09/2012,11/09/2012,1,745.2,752,1,26,Construct,,,,,
P,H2E,3B,W12,PH2E3BW12,PH2E3BW12,12/05/2012,12/05/2012,1,993,1014,1,79,Construct,,,,,
P,H2E,3B,W11,PH2E3BW11,PH2E3BW11,02/22/2013,02/23/2013,2,976,1007,2,16,Construct,,,,,
P,H2E,3B,W10,PH2E3BW10,PH2E3BW10,03/11/2013,03/11/2013,1,988,995,1,16,Construct,Code 05.,"The name of the lift was incorrect in the Summary of Lift and Pours, name corrected.",Code 05a.,,
P,H2E,3B,W09,PH2E3BW09,PH2E3BW09,03/27/2013,03/27/2013,1,997,1031,2,24,Construct,,,,,
P,H2E,3B,W08,PH2E3BW08,PH2E3BW08,04/20/2013,04/20/2013,1,970,1007,1,23,Construct,,,,,
P,H2E,3B,W07,PH2E3BW07,PH2E3BW07,05/13/2013,05/13/2013,1,816,812,1,24,Construct,,,,,
P,H2E,3B,W06,PH2E3BW06,PH2E3BW06,06/06/2013,06/07/2013,2,916,900,2,17,Construct,,,,,
P,H2E,3B,W05,PH2E3BW05,PH2E3BW05,06/24/2013,06/24/2013,1,860,858,1,28,Construct,,,,,
P,H2E,3B,W04,PH2E3BW04,PH2E3BW04,07/22/2013,07/23/2013,2,932,940,2,28,Construct,,,,,
P,H2E,3B,W03a,PH2E3BW03a,PH2E3BW03a,08/20/2013,08/28/2013,9,592,627,2,-16,Construct,,,,,
P,H2E,3B,W03b,PH2E3BW03b,PH2E3BW03b,08/12/2013,08/12/2013,1,737,760,1,25,Construct,,,,,
P,H2E,3B,W02,PH2E3BW02,PH2E3BW02,09/06/2013,07/29/2014,327,583,646,10,-319,Construct,Code 02.,"Joining W02, W02 c-S, W02 c-N, W02 2ndstage, W02 c, W02(N), w02(S) , added quantities, removed out of sequence dates",Code 02a.,P-P-S-0405-0011,
P,H2E,3B,W01,PH2E3BW01,PH2E3BW01,09/13/2013,08/30/2014,352,280,296,2,-1078,Construct,,,,,
P,H2E,3C,F07,PH2E3CF07,PH2E3CF07,09/17/2011,09/17/2011,1,760,745,1,29,Construct,,,,,
P,H2E,3C,F06,PH2E3CF06,PH2E3CF06,10/16/2011,10/16/2011,1,1211,1214,4,3,Construct,Code 02.,"Joining F06, F06a, F06b and F06c.  Added quantities to F06",Code 02a.,P-P-S-0438-0003,
P,H2E,3C,F05a,PH2E3CF05a,PH2E3CF05a,10/19/2011,10/20/2011,2,356,291,2,-4,Construct,,,,,
P,H2E,3C,F05b,PH2E3CF05b,PH2E3CF05b,10/16/2011,10/16/2011,1,936,819,1,9,Construct,,,,,
P,H2E,3C,F05c,PH2E3CF05c,PH2E3CF05c,10/25/2011,10/26/2011,2,294,332,2,16,Construct,,,,,
P,H2E,3C,F04a,PH2E3CF04a,PH2E3CF04a,11/11/2011,11/12/2011,2,510,288,2,-13,Construct,,,,,
P,H2E,3C,F04b,PH2E3CF04b,PH2E3CF04b,10/30/2011,10/31/2011,2,718,707,2,23,Construct,,,,,
P,H2E,3C,F04c,PH2E3CF04c,PH2E3CF04c,11/23/2011,11/23/2011,1,292,325,1,62,Construct,,,,,
P,H2E,3C,F03,PH2E3CF03,PH2E3CF03,01/24/2012,02/16/2012,24,1707,1657,4,41,Construct,,,,,
P,H2E,3C,F02,PH2E3CF02,PH2E3CF02,03/28/2012,06/27/2012,92,621,657,3,-77,Construct,,,,,
P,H2E,3C,F01,PH2E3CF01,PH2E3CF01,04/11/2012,04/12/2012,2,611,633,2,29,Construct,,,,,
P,H2E,3C,W12a,PH2E3CW12a,PH2E3CW12a,05/11/2012,05/12/2012,2,1014,984,2,37,Construct,Code 03.,"Lift ""3C W12"" will be separated into ""3C W12a"" and ""3C W12b"".  All quantities will be assigned to ""3C W12a"".",,P-P-S-0403-0003,
P,H2E,3C,W12b,PH2E3CW12b,PH2E3CW12b,05/11/2012,05/12/2012,2,0,0,0,58,Construct,Code 03.,"Lift ""3C W12"" will be separated into ""3C W12a"" and ""3C W12b"".  All quantities will be assigned to ""3C W12a"".",,P-P-S-0403-0003,
P,H2E,3C,W11,PH2E3CW11,PH2E3CW11,06/18/2012,06/18/2012,1,1040,947,1,21,Construct,,,,,
P,H2E,3C,W10,PH2E3CW10,PH2E3CW10,07/09/2012,07/10/2012,2,975,890,2,17,Construct,,,,,
P,H2E,3C,W09,PH2E3CW09,PH2E3CW09,07/27/2012,07/28/2012,2,592,560,2,13,Construct,,,,,
P,H2E,3C,W08,PH2E3CW08,PH2E3CW08,08/10/2012,10/13/2012,65,1050,1058,4,14,Construct,Code 02.,Joining W08a and W08b.    All quantities ara assigned to W08.,Code 02a.,P-P-S-0404-0002,
P,H2E,3C,W07,PH2E3CW07,PH2E3CW07,10/27/2012,10/28/2012,2,607.96,578,2,23,Construct,,,,,
P,H2E,3C,W06,PH2E3CW06,PH2E3CW06,11/20/2012,11/21/2012,2,641,621,2,31,Construct,,,,,
P,H2E,3C,W05,PH2E3CW05,PH2E3CW05,12/22/2012,12/22/2012,1,585,414,1,23,Construct,,,,,
P,H2E,3C,W04,PH2E3CW04,PH2E3CW04,01/14/2013,01/14/2013,1,646,646,2,117,Construct,Code 02.,"Joining ""W04"" and ""W04b"" under the name of ""W04"".",Code 02a.,P-P-S-0405-0011,
P,H2E,3C,W03a,PH2E3CW03a,PH2E3CW03a,05/11/2013,05/11/2013,1,332,379,1,-29,Construct,,,,,
P,H2E,3C,W03b,PH2E3CW03b,PH2E3CW03b,04/12/2013,04/12/2013,1,448,460,1,56,Construct,,,,,
P,H2E,3C,W02,PH2E3CW02,PH2E3CW02,06/07/2013,08/04/2014,424,469,470,5,-401,Construct,Code 02.,Joining W02(1ststage) and W02(2ndstage).    All quantities ara assigned to W02.,Code 02a.,P-P-S-0405-0003,
P,H2E,3C,W01,PH2E3CW01,PH2E3CW01,06/29/2013,09/29/2014,458,214,219,1,-1089,Construct,,,,,
P,H2E,2A,F03,PH2E2AF03,PH2E2AF03,10/06/2011,11/10/2011,36,1036,1090,3,34,Construct,,,,,
P,H2E,2A,F02,PH2E2AF02,PH2E2AF02,12/14/2011,01/28/2012,46,1077,1045,4,6,Construct,,,,,
P,H2E,2A,F01,PH2E2AF01,PH2E2AF01,02/03/2012,02/03/2012,1,476,445,1,13,Construct,,,,,
P,H2E,2A,W12,PH2E2AW12,PH2E2AW12,02/16/2012,03/02/2012,16,1182.5,889,3,6,Construct,Code 02.,Joining W12a and W02 b.    All quantities ara assigned to W12.,Code 02a.,P-P-S-0357-0003,
P,H2E,2A,W11,PH2E2AW11,PH2E2AW11,03/08/2012,03/17/2012,10,738.94,670.18,3,4,Construct,,,,,
P,H2E,2A,W10,PH2E2AW10,PH2E2AW10,03/21/2012,03/21/2012,1,433,697,1,9,Construct,,,,,
P,H2E,2A,W09,PH2E2AW09,PH2E2AW09,03/30/2012,04/04/2012,6,651,656,4,14,Construct,,,,,
P,H2E,2A,W08,PH2E2AW08,PH2E2AW08,04/18/2012,04/19/2012,2,661,614,2,8,Construct,,,,,
P,H2E,2A,W07,PH2E2AW07,PH2E2AW07,04/27/2012,04/28/2012,2,496,466,2,16,Construct,,,,,
P,H2E,2A,W06,PH2E2AW06,PH2E2AW06,05/14/2012,05/14/2012,1,480,470,1,14,Construct,,,,,
P,H2E,2A,W05,PH2E2AW05,PH2E2AW05,05/28/2012,05/28/2012,1,460,439,1,12,Construct,,,,,
P,H2E,2A,W04,PH2E2AW04,PH2E2AW04,06/09/2012,06/11/2012,3,496,468,2,285,Construct,,,,,
P,H2E,2A,W03a,PH2E2AW03a,PH2E2AW03a,03/23/2013,03/24/2013,2,329,411,3,-17,Construct,Code 02.,"On the Summary of Lift and Pours there was W03, W03 c and W03 b.  According to drawing there is W03a and W03b, names fixed.",Code 02a.,P-P-S-0358-0003,
P,H2E,2A,W03b,PH2E2AW03b,PH2E2AW03b,03/07/2013,03/07/2013,1,232,225,1,483,Construct,Code 02.,"On the Summary of Lift and Pours there was W03, W03 c and W03 b.  According to drawing there is W03a and W03b, names fixed.",Code 02a.,P-P-S-0358-0003,
P,H2E,2A,W02,PH2E2AW02,PH2E2AW02,07/03/2014,07/04/2014,2,223,247,2,82,Construct,Code 02.,"Joining W02 and W02c, added quantities, removed out of sequence dates. On Drawing there was only W02",Code 02a.,P-P-S-0358-0003,
P,H2E,2A,W01,PH2E2AW01,PH2E2AW01,09/24/2014,09/24/2014,1,101,106,1,-1042,Construct,,,,,
P,H2E,2B,F03,PH2E2BF03,PH2E2BF03,11/17/2011,11/18/2011,2,1326,1083,4,80,Construct,,"243 M3 poured from August 7, 2012 to august 15, 2012 out of sequence",,,
P,H2E,2B,F02,PH2E2BF02,PH2E2BF02,02/06/2012,02/07/2012,2,1030,1032,5,57,Construct,,241 M3 poured from September 6 2012 to September 19 2012 out of sequence,,,
P,H2E,2B,F01,PH2E2BF01,PH2E2BF01,04/04/2012,09/29/2012,179,540,525,3,95,Construct,,,,,
P,H2E,2B,W12,PH2E2BW12,PH2E2BW12,01/02/2013,01/03/2013,2,772,763,2,15,Construct,,,,,
P,H2E,2B,W11,PH2E2BW11,PH2E2BW11,01/18/2013,01/19/2013,2,817,819,2,5,Construct,,,,,
P,H2E,2B,W10,PH2E2BW10,PH2E2BW10,01/24/2013,01/25/2013,2,812,819,2,5,Construct,,,,,
P,H2E,2B,W09,PH2E2BW09,PH2E2BW09,01/30/2013,01/31/2013,2,812,819,2,6,Construct,,,,,
P,H2E,2B,W08,PH2E2BW08,PH2E2BW08,02/06/2013,02/07/2013,2,816,819,2,8,Construct,,,,,
P,H2E,2B,W07,PH2E2BW07,PH2E2BW07,02/15/2013,02/15/2013,1,636,661,1,11,Construct,,,,,
P,H2E,2B,W06,PH2E2BW06,PH2E2BW06,02/26/2013,02/27/2013,2,684,710,2,14,Construct,,,,,
P,H2E,2B,W05,PH2E2BW05,PH2E2BW05,03/13/2013,03/14/2013,2,702,710,3,6,Construct,,"4 M3 poured on March 25, 2013 out of sequence",,,
P,H2E,2B,W04,PH2E2BW04,PH2E2BW04,03/20/2013,03/22/2013,3,813,819,3,66,Construct,,,,,
P,H2E,2B,W03a,PH2E2BW03a,PH2E2BW03a,05/27/2013,05/28/2013,2,352,350,2,-10,Construct,,,,,
P,H2E,2B,W03b,PH2E2BW03b,PH2E2BW03b,05/18/2013,05/18/2013,1,456,439,1,-44,Construct,,,,,
P,H2E,2B,W03c,PH2E2BW03c,PH2E2BW03c,04/04/2013,04/05/2013,2,304,310,2,82,Construct,Code 06.,"Lift ""W03c"" does not exist in the RFC.",Code 06a.,P-P-S-0358-0003,
P,H2E,2B,W02,PH2E2BW02,PH2E2BW02,06/26/2013,07/18/2014,388,555,511,9,56,Construct,Code 02.,"Joining W02, W02 c-S, W02 c-N, W02 2ndstage, W02 c, W02(N), w02(S) , added quantities, removed out of sequence dates",Code 02a.,P-P-S-0358-0003,
P,H2E,2B,W01,PH2E2BW01,PH2E2BW01,09/12/2014,09/13/2014,2,272,242,2,-1052,Construct,,,,,
P,H2E,2C,F03,PH2E2CF03,PH2E2CF03,10/27/2011,11/19/2011,24,1083,1090,4,10,Construct,,,,,
P,H2E,2C,F02,PH2E2CF02,PH2E2CF02,11/29/2011,12/22/2011,24,1092,1045,5,16,Construct,,"4 m3 poured on June 14, 2013 out of sequence",,,
P,H2E,2C,F01,PH2E2CF01,PH2E2CF01,01/07/2012,01/08/2012,2,471.98,445,2,17,Construct,,,,,
P,H2E,2C,W12,PH2E2CW12,PH2E2CW12,01/25/2012,02/06/2012,13,1210,889,3,17,Construct,Code 02.,Joining W12a and W02 b.    All quantities ara assigned to W12.,Code 02a.,P-P-S-0357-0003,
P,H2E,2C,W11,PH2E2CW11,PH2E2CW11,02/23/2012,02/24/2012,2,716.14,670,2,10,Construct,,,,,
P,H2E,2C,W10,PH2E2CW10,PH2E2CW10,03/05/2012,03/06/2012,2,448,697,2,9,Construct,,,,,
P,H2E,2C,W09,PH2E2CW09,PH2E2CW09,03/15/2012,03/16/2012,2,688,656,2,8,Construct,,,,,
P,H2E,2C,W08,PH2E2CW08,PH2E2CW08,03/24/2012,03/25/2012,2,640,614,2,8,Construct,,,,,
P,H2E,2C,W07,PH2E2CW07,PH2E2CW07,04/02/2012,04/03/2012,2,484,466,2,18,Construct,,,,,
P,H2E,2C,W06,PH2E2CW06,PH2E2CW06,04/21/2012,04/22/2012,2,509,470,2,9,Construct,,,,,
P,H2E,2C,W05,PH2E2CW05,PH2E2CW05,05/01/2012,05/10/2012,10,488,439,4,14,Construct,,,,,
P,H2E,2C,W04,PH2E2CW04,PH2E2CW04,05/24/2012,05/25/2012,2,507,481,2,56,Construct,,,,,
P,H2E,2C,W03a,PH2E2CW03a,PH2E2CW03a,07/20/2012,07/21/2012,2,255,240,2,-39,Construct,Code 02.,"On the Summary of Lift and Pours there was W03, W03 c and W03 b.  According to drawing there is W03a and W03b, names fixed.",Code 02a.,P-P-S-0358-0003,
P,H2E,2C,W03b,PH2E2CW03b,PH2E2CW03b,06/12/2012,06/27/2012,16,428,434,3,78,Construct,Code 02.,"On the Summary of Lift and Pours there was W03, W03 c and W03 b.  According to drawing there is W03a and W03b, names fixed.",Code 02a.,P-P-S-0358-0003,
P,H2E,2C,W02,PH2E2CW02,PH2E2CW02,09/13/2012,08/14/2014,701,328,301,5,57,Construct,,,,,
P,H2E,2C,W01,PH2E2CW01,PH2E2CW01,10/10/2014,10/10/2014,1,193,203,1,-973,Construct,,,,,
P,H2E,1A,F03,PH2E1AF03,PH2E1AF03,02/10/2012,02/22/2012,13,1263,1154,3,8,Construct,,,,,
P,H2E,1A,F02,PH2E1AF02,PH2E1AF02,03/01/2012,03/14/2012,14,1122.52,1044,3,7,Construct,,,,,
P,H2E,1A,F01,PH2E1AF01,PH2E1AF01,03/21/2012,03/22/2012,2,545,514,2,7,Construct,,,,,
P,H2E,1A,W12,PH2E1AW12,PH2E1AW12,03/29/2012,04/21/2012,24,1514,1318,6,5,Construct,Code 02.,Joining W12a and W02 b.    All quantities ara assigned to W12.,Code 02a.,P-P-S-0312-0002,
P,H2E,1A,W11,PH2E1AW11,PH2E1AW11,04/26/2012,05/22/2012,27,968,877,6,24,Construct,,,,,
P,H2E,1A,W10,PH2E1AW10,PH2E1AW10,06/15/2012,06/15/2012,1,537,527,1,10,Construct,,,,,
P,H2E,1A,W09,PH2E1AW09,PH2E1AW09,06/25/2012,06/25/2012,1,848,807,1,16,Construct,,,,,
P,H2E,1A,W08,PH2E1AW08,PH2E1AW08,07/11/2012,07/12/2012,2,768,762,2,14,Construct,,,,,
P,H2E,1A,W07,PH2E1AW07,PH2E1AW07,07/26/2012,07/26/2012,1,589,582,1,25,Construct,,,,,
P,H2E,1A,W06,PH2E1AW06,PH2E1AW06,08/20/2012,08/20/2012,1,608,609,1,18,Construct,,,,,
P,H2E,1A,W05,PH2E1AW05,PH2E1AW05,09/07/2012,09/08/2012,2,560,554,2,19,Construct,,,,,
P,H2E,1A,W04,PH2E1AW04,PH2E1AW04,09/27/2012,09/28/2012,2,608,596,2,173,Construct,,,,,
P,H2E,1A,W03a,PH2E1AW03a,PH2E1AW03a,03/20/2013,03/21/2013,2,271,261,2,-152,Construct,Code 03.,"Summary of lift and pours had W03(1ststage), W031A+1B, W03a, W03b.  Quantities of W03a + W03(1ststage) were assigned to W13a.  ",Code 03a.,P-P-S-0313-0004,
P,H2E,1A,W03b,PH2E1AW03b,PH2E1AW03b,10/20/2012,02/02/2013,106,339,389,2,-29,Construct,Code 03.,"Summary of lift and pours had W03(1ststage), W031A+1B, W03a, W03b.  Quantities of W03a + W03(1ststage) were assigned to W13a.  ",Code 03a.,P-P-S-0313-0004,
P,H2E,1A+1B,W03,PH2E1A+1BW03,PH2E1A+1BW03,01/04/2013,09/05/2014,610,93,86,2,-426,Construct,"Code 02.

Code 07.","Lifts ""1A+1B"" and ""Balcony RG3"" corresponds to a non-structural balcony that spans on parts of ""1A"" and ""1B"" of lift W03, however this section was placed between one month and one year after ""1A"" and ""1B"", therefore pours will be joined under the name of ""1A+1B"" and will be kept separated, despite the fact that it does not appear in the RFC with that name.","Code 02a.

Code 07a.",P-P-S-0313-0003,
P,H2E,1A,W02,PH2E1AW02,PH2E1AW02,07/06/2013,08/29/2013,55,253,210,4,400,Construct,Code 02.,"Joining W12c, W02 and W02(2ndstage).    All quantities ara assigned to W02.",Code 02a.,P-P-S-0313-0004,
P,H2E,1A,W01,PH2E1AW01,PH2E1AW01,10/03/2014,10/03/2014,1,99,102,1,-899,Construct,,,,,
P,H2E,1B,F03,PH2E1BF03,PH2E1BF03,04/17/2012,04/25/2012,9,1216,1134,5,13,Construct,,,,,
P,H2E,1B,F02,PH2E1BF02,PH2E1BF02,05/08/2012,05/09/2012,2,1180,1085,2,13,Construct,,,,,
P,H2E,1B,F01,PH2E1BF01,PH2E1BF01,05/22/2012,05/23/2012,2,665,605,2,22,Construct,,,,,
P,H2E,1B,W12,PH2E1BW12,PH2E1BW12,06/14/2012,06/14/2012,1,946,931,1,22,Construct,,,,,
P,H2E,1B,W11,PH2E1BW11,PH2E1BW11,07/06/2012,07/07/2012,2,1053,987,2,13,Construct,,,,,
P,H2E,1B,W10,PH2E1BW10,PH2E1BW10,07/20/2012,07/21/2012,2,1056,980,2,10,Construct,,,,,
P,H2E,1B,W09,PH2E1BW09,PH2E1BW09,07/31/2012,08/01/2012,2,976,1009,2,8,Construct,,,,,
P,H2E,1B,W08,PH2E1BW08,PH2E1BW08,08/09/2012,08/10/2012,2,986,931,2,62,Construct,,,,,
P,H2E,1B,W07,PH2E1BW07,PH2E1BW07,10/11/2012,10/11/2012,1,808,795,1,21,Construct,,,,,
P,H2E,1B,W06,PH2E1BW06,PH2E1BW06,11/01/2012,11/02/2012,2,904.02,885,2,21,Construct,,,,,
P,H2E,1B,W05,PH2E1BW05,PH2E1BW05,11/23/2012,11/24/2012,2,848,841,2,20,Construct,,,,,
P,H2E,1B,W04,PH2E1BW04,PH2E1BW04,12/14/2012,12/15/2012,2,957,958,2,19,Construct,,,,,
P,H2E,1B,W03a,PH2E1BW03a,PH2E1BW03a,01/03/2013,08/20/2013,230,513,578,4,-26,Construct,Code 03.,"Summary of lift and pours had W03(1ststage), W03a, W03b.  Quantities of W03a + W03(1ststage) were assigned to W13a.  ",Code 03a.,P-P-S-0313-0003,
P,H2E,1B,W03b,PH2E1BW03b,PH2E1BW03b,07/25/2013,07/26/2013,2,646,650,5,-204,Construct,Code 03.,"Summary of lift and pours had W03(1ststage), W03a, W03b.  Quantities of W03a + W03(1ststage) were assigned to W13a.  ",Code 03a.,P-P-S-0313-0003,
P,H2E,1B+1C,W03,PH2E1B+1CW03,PH2E1B+1CW03,01/03/2013,09/05/2014,611,97,86,1,-426,Construct,"Code 02.

Code 07.","Lifts ""1B+1C"" and ""Balcony RG4"" corresponds to a non-structural balcony that spans on parts of ""1B"" and ""1C"" of lift W03, however this section was placed between one month and one year after ""1B"" and ""1C"", therefore pours will be joined under the name of ""1B+1C"" and will be kept separated, despite the fact that it does not appear in the RFC with that name.","Code 02a.

Code 07a.",P-P-S-0313-0003,
P,H2E,1B,W02,PH2E1BW02,PH2E1BW02,07/06/2013,07/29/2014,389,476,467,6,66,Construct,Code 02.,Joining W02c and W02.    All quantities ara assigned to W02.,Code 02a.,P-P-S-0313-0003,
P,H2E,1B,W01,PH2E1BW01,PH2E1BW01,10/03/2014,10/03/2014,1,240,249,1,-972,Construct,,,,,
P,H2E,1C,F03,PH2E1CF03,PH2E1CF03,02/04/2012,02/16/2012,13,1242,1155,4,18,Construct,,,,,
P,H2E,1C,F02,PH2E1CF02,PH2E1CF02,03/05/2012,03/20/2012,16,1126.51,1044,4,7,Construct,,,,,
P,H2E,1C,F01,PH2E1CF01,PH2E1CF01,03/27/2012,03/28/2012,2,609,514,2,13,Construct,,,,,
P,H2E,1C,W12,PH2E1CW12,PH2E1CW12,04/10/2012,05/18/2012,39,1367,1318,6,12,Construct,Code 02.,"Joining W12c, W12b and W12a.    All quantities ara assigned to W12.",Code 02a.,P-P-S-0342-0002,
P,H2E,1C,W11,PH2E1CW11,PH2E1CW11,05/30/2012,05/31/2012,2,964,877,2,19,Construct,,,,,
P,H2E,1C,W10,PH2E1CW10,PH2E1CW10,06/19/2012,06/19/2012,1,528,527,1,13,Construct,,,,,
P,H2E,1C,W09,PH2E1CW09,PH2E1CW09,07/02/2012,07/02/2012,1,780,807,1,14,Construct,,,,,
P,H2E,1C,W08,PH2E1CW08,PH2E1CW08,07/16/2012,07/16/2012,1,764,762,1,18,Construct,,,,,
P,H2E,1C,W07,PH2E1CW07,PH2E1CW07,08/03/2012,08/04/2012,2,592,587,2,25,Construct,,,,,
P,H2E,1C,W06,PH2E1CW06,PH2E1CW06,08/29/2012,08/30/2012,2,580,617,2,18,Construct,,,,,
P,H2E,1C,W05,PH2E1CW05,PH2E1CW05,09/17/2012,09/17/2012,1,578,566,1,18,Construct,,,,,
P,H2E,1C,W04,PH2E1CW04,PH2E1CW04,10/05/2012,10/05/2012,1,632,627,1,127,Construct,,,,,
P,H2E,1C,W03a,PH2E1CW03a,PH2E1CW03a,02/09/2013,02/22/2013,14,352,324,3,-36,Construct,,,,,
P,H2E,1C,W03b,PH2E1CW03b,PH2E1CW03b,01/17/2013,01/18/2013,2,426,436,2,173,Construct,,,,,
P,H2E,1C,W02,PH2E1CW02,PH2E1CW02,07/10/2013,08/22/2014,409,326,301,4,43,Construct,Code 02.,"Joining W02 chamfer, W02c, W02(2ndstage) and W02.    All quantities ara assigned to W02.   13 M3 poured on June 19, 2013 out of sequence",Code 02a.,P-P-S-0313-0005,
P,H2E,1C,W01,PH2E1CW01,PH2E1CW01,10/04/2014,10/04/2014,1,173,201,1,108,Construct,,,,,
P,H2E,2B&3B,Tapas,PH2E2B&3BTapas,PH2E2B&3BTapas,01/20/2015,01/20/2015,1,0,20,1,128,Construct,Code 06.,"Lift ""Tapas"" does not exist in the RFC.",Code 06a.,,
P,H2,POSTI20,MOD 4+5,PH2POSTI20MOD4+5,PH2POSTI20MOD4+5,05/28/2015,05/28/2015,1,89,20,1,,Construct,Code 06.,"Lift ""H2 POSTI20 MOD 4+5"" does not exist in the RFC.",Code 06a.,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
