Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duation in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
P,T5,C312,W04a,PT5C312W04a,PT5C312W04a,02/02/2015,02/02/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""11+12W04a"" will be separated into ""11W04a"" and ""12W04a"". All quantities will be assigned to ""11W04a"".",Code 03a.,P-P-S-6850-0003
P,T5,C312,W04b,PT5C312W04b,PT5C312W04b,02/02/2015,02/02/2015,1,0,0,0,11,Construct,Code 03.,"Lift ""11+12W04b"" will be separated into ""11W04b"" and ""12W04b"". All quantities will be assigned to ""11W04b"".",Code 03a.,P-P-S-6850-0004
P,T5,C312,W03a,PT5C312W03a,PT5C312W03a,02/13/2015,02/14/2015,2,0,0,0,0,Construct,Code 03.,"Lift ""11+12W03a"" will be separated into ""11W03a"" and ""12W03a"". All quantities will be assigned to ""11W03a"".",Code 03a.,P-P-S-6850-0003
P,T5,C312,W03b,PT5C312W03b,PT5C312W03b,02/14/2015,02/14/2015,1,0,0,0,9,Construct,Code 03.,"Lift ""11+12W03b"" will be separated into ""11W03b"" and ""12W03b"". All quantities will be assigned to ""11W03b"".",Code 03a.,P-P-S-6850-0004
P,T5,C312,W02a,PT5C312W02a,PT5C312W02a,02/23/2015,02/23/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""11+12W02a"" will be separated into ""11W02a"" and ""12W02a"". All quantities will be assigned to ""11W02a"".",Code 03a.,P-P-S-6850-0003
P,T5,C312,W02b,PT5C312W02b,PT5C312W02b,02/23/2015,02/23/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""11+12W02b"" will be separated into ""11W02b"" and ""12W02b"". All quantities will be assigned to ""11W02b"".",Code 03a.,P-P-S-6850-0004
P,T5,C312,P05,PT5C312P05,PT5C312P05,02/23/2015,02/23/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C3-11 +12 P05 + P06"" will be separated into ""C3-11-P05"", ""C3-11-P06""and ""C3-12-P05"", ""C3-12-P06"".  All quantities will be assigned to ""C3-11P05"".",Code 04a.,P-P-S-6850-0004
P,T5,C312,P06,PT5C312P06,PT5C312P06,02/23/2015,02/23/2015,1,0,0,0,7,Construct,Code 04.,"Lift ""C3-11 +12 P05 + P06"" will be separated into ""C3-11-P05"", ""C3-11-P06""and ""C3-12-P05"", ""C3-12-P06"".  All quantities will be assigned to ""C3-11P05"".",Code 04a.,P-P-S-6850-0004
P,T5,C312,P02,PT5C312P02,PT5C312P02,03/02/2015,03/02/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C3-11 +12 P02 + P03"" will be separated into ""C3-11-P02"", ""C3-11-P03""and ""C3-12-P02"", ""C3-12-P03"".  All quantities will be assigned to ""C3-11P02"".",Code 04a.,P-P-S-6850-0004
P,T5,C312,P03,PT5C312P03,PT5C312P03,03/02/2015,03/02/2015,1,0,0,0,-6,Construct,Code 04.,"Lift ""C3-11 +12 P02 + P03"" will be separated into ""C3-11-P02"", ""C3-11-P03""and ""C3-12-P02"", ""C3-12-P03"".  All quantities will be assigned to ""C3-11P02"".",Code 04a.,P-P-S-6850-0004
P,T5,C312,P04,PT5C312P04,PT5C312P04,02/24/2015,02/24/2015,1,0,0,0,8,Construct,Code 01.,"A new row was created under the name of ""P04"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0004
P,T5,C312,P01,PT5C312P01,PT5C312P01,03/04/2015,03/04/2015,1,0,0,0,0,Construct,Code 03.,"Lift ""11+12 P01 "" will be separated into ""11P01"" and ""12P01"". All quantities will be assigned to ""11P01"".",Code 03a.,P-P-S-6850-0004
P,T5,C312,W01a,PT5C312W01a,PT5C312W01a,03/04/2015,03/04/2015,1,0,0,0,0,Construct,Code 04,"Lift ""11+12W01"" will be separated into ""11W01a"" and ""12W01a"". All quantities will be assigned to ""11W01a"".",Code 04a.,P-P-S-6850-0003
P,T5,C312,W01b,PT5C312W01b,PT5C312W01b,03/04/2015,03/04/2015,1,0,0,0,-37,Construct,Code 04.,"Lift ""C3-11 +12W01 a+b"" will be separated into ""C3-11-W01b"" and ""C3-12-W01b"".  All quantities will be assigned to ""C3-11W01a"".",Code 04a.,P-P-S-6850-0004
P,T5,C312,F01b,PT5C312F01b,PT5C312F01b,01/26/2015,02/10/2015,16,364,424,3,-16,Construct,Code 03.,"Lift ""11+12F01b"" will be separated into ""11F01b"" and ""12F01b"". All quantities will be assigned to ""11F01b"".",Code 03a.,P-P-S-6850-0004
P,T5,C312,F01a,PT5C312F01a,PT5C312F01a,01/25/2015,01/25/2015,1,0,0,0,32,Construct,Code 01.,"A new row was created under the name of ""F01a"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0004
P,T5,C312,W02c,PT5C312W02c,PT5C312W02c,02/26/2015,02/26/2015,1,16,42,1,0,Construct,Code 04.,"Lift ""C3-12 W02 c+d+e"" will be separated into ""C3-12-W02c"", ""C3-12-W02d""and ""C3-12-W02e"".  All quantities will be assigned to ""C3-12W02c"".",Code 04a.,P-P-S-6850-0003
P,T5,C312,W02d,PT5C312W02d,PT5C312W02d,02/26/2015,02/26/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C3-12 W02 c+d+e"" will be separated into ""C3-12-W02c"", ""C3-12-W02d""and ""C3-12-W02e"".  All quantities will be assigned to ""C3-12W02c"".",Code 04a.,P-P-S-6850-0004
P,T5,C312,W02e,PT5C312W02e,PT5C312W02e,02/26/2015,02/26/2015,1,0,0,0,13,Construct,Code 04.,"Lift ""C3-12 W02 c+d+e"" will be separated into ""C3-12-W02c"", ""C3-12-W02d""and ""C3-12-W02e"".  All quantities will be assigned to ""C3-12W02c"".",Code 04a.,P-P-S-6850-0004
P,T5,C312,W01c,PT5C312W01c,PT5C312W01c,03/11/2015,03/11/2015,1,76,46,1,0,Construct,Code 04.,"Lift ""C3-12 W01 c+d+e"" will be separated into ""C3-12-W01c"", ""C3-12-W01d""and ""C3-12-W01e"".  All quantities will be assigned to ""C3-12W01c"".",Code 04a.,P-P-S-6850-0003
P,T5,C312,W01d,PT5C312W01d,PT5C312W01d,03/11/2015,03/11/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C3-12 W01 c+d+e"" will be separated into ""C3-12-W01c"", ""C3-12-W01d""and ""C3-12-W01e"".  All quantities will be assigned to ""C3-12W01c"".",Code 04a.,P-P-S-6850-0004
P,T5,C312,W01e,PT5C312W01e,PT5C312W01e,03/11/2015,03/11/2015,1,0,0,0,-180,Construct,Code 04,"Lift ""C3-12 W01 c+d+e"" will be separated into ""C3-12-W01c"", ""C3-12-W01d""and ""C3-12-W01e"".  All quantities will be assigned to ""C3-12W01c"".",Code 04a.,P-P-S-6850-0004
P,T5,C201,W02,PT5C201W02,PT5C201W02,09/12/2014,09/12/2014,1,189,189,1,0,Construct,Code 03.,"Lift ""01+02W02"" will be separated into ""01W02"" and ""02W02"". All quantities will be assigned to ""01W02"".",Code 03a.,P-P-S-6850-0009
P,T5,C202,W02,PT5C202W02,PT5C202W02,09/12/2014,09/12/2014,1,0,0,0,14,Construct,Code 03.,"Lift ""01+02W02"" will be separated into ""01W02"" and ""02W02"". All quantities will be assigned to ""01W02"".",Code 03a.,P-P-S-6850-0009
P,T5,C201,W01,PT5C201W01,PT5C201W01,09/26/2014,09/26/2014,1,179,251,1,0,Construct,Code 04.,"Lift C2-01+02 W01"" will be separated into ""C2-01 W01"" and ""C2-02 W012.  All quantities will be assigned to ""C2-01 W01"".",Code 04a.,P-P-S-6850-0009
P,T5,C202,W01,PT5C202W01,PT5C202W01,09/26/2014,09/26/2014,1,0,0,0,41,Construct,Code 04.,"Lift C2-01+02 W01"" will be separated into ""C2-01 W01"" and ""C2-02 W012.  All quantities will be assigned to ""C2-01 W01"".",Code 04a.,P-P-S-6850-0009
P,T5,C203,W02,PT5C203W02,PT5C203W02,11/06/2014,11/06/2014,1,241,178,1,9,Construct,,,,
P,T5,C203,W01,PT5C203W01,PT5C203W01,11/15/2014,11/15/2014,1,160,251,1,-4,Construct,,,,
P,T5,C204,W02,PT5C204W02,PT5C204W02,11/11/2014,11/11/2014,1,120,120,1,10,Construct,,,,
P,T5,C204,W01,PT5C204W01,PT5C204W01,11/21/2014,11/21/2014,1,120,90,1,-43,Construct,,,,
P,T5,C205,F01,PT5C205F01,PT5C205F01,10/09/2014,10/09/2014,1,294,340,1,36,Construct,,,,
P,T5,C205,P03,PT5C205P03,PT5C205P03,11/14/2014,03/07/2015,114,85,70,2,-113,Construct,Code 03.,"Lift ""02+05P04+P03"" will be separated into ""05P03"" and ""05P04"". All quantities will be assigned to ""05P03"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,P04,PT5C205P04,PT5C205P04,11/14/2014,03/07/2015,114,0,0,2,-108,Construct,Code 03.,"Lift ""02+05P04+P03"" will be separated into ""05P03"" and ""05P04"". All quantities will be assigned to ""05P03"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,W02,PT5C205W02,PT5C205W02,11/19/2014,11/19/2014,1,50,65,1,8,Construct,,,,
P,T5,C205,P01,PT5C205P01,PT5C205P01,11/27/2014,11/27/2014,1,29,30,1,0,Construct,Code 03.,"Lift ""02-05P02+P01"" will be separated into ""05P01"" and ""05P02"". All quantities will be assigned to ""05P01"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,P02,PT5C205P02,PT5C205P02,11/27/2014,11/27/2014,1,0,0,0,19,Construct,Code 03.,"Lift ""02-05P02+P01"" will be separated into ""05P01"" and ""05P02"". All quantities will be assigned to ""05P01"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,W01,PT5C205W01,PT5C205W01,12/16/2014,12/16/2014,1,69,66,1,50,Construct,,,,
P,T5,C205,R06,PT5C205R06,PT5C205R06,02/04/2015,02/04/2015,1,104,121,1,16,Construct,,,,
P,T5,C205,R05a,PT5C205R05a,PT5C205R05a,02/20/2015,02/20/2015,1,219,232,1,0,Construct,Code 03.,"Lift ""R05"" will be divided into ""R05a"" and ""R05b"".  All quantities will be assigned to ""R05a"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,R05b,PT5C205R05b,PT5C205R05b,02/20/2015,02/20/2015,1,0,0,0,31,Construct,Code 03.,"Lift ""R05"" will be divided into ""R05a"" and ""R05b"".  All quantities will be assigned to ""R05a"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,R04a,PT5C205R04a,PT5C205R04a,03/23/2015,03/23/2015,1,356,389,1,0,Construct,Code 03.,"Lift ""02-05R04a+b1"" will be separated into ""05R04a"" and ""05R04b"". All quantities will be assigned to ""05R04a"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,R04b,PT5C205R04b,PT5C205R04b,03/23/2015,03/23/2015,1,0,0,0,8,Construct,Code 03.,"Lift ""02-05R04a+b1"" will be separated into ""05R04a"" and ""05R04b"". All quantities will be assigned to ""05R04a"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,R03a,PT5C205R03a,PT5C205R03a,03/31/2015,04/01/2015,2,379,422,2,-1,Construct,Code 03.,"Lift ""R03"" will be separated into ""R03a"", ""R03b"" and ""R03c"".  All quantities will be assigned to ""R03a"".",Code 03a.,P-P-S-6850-0005
P,T5,C205,R03b,PT5C205R03b,PT5C205R03b,03/31/2015,04/01/2015,2,0,0,0,-1,Construct,Code 03.,"Lift ""R03"" will be separated into ""R03a"", ""R03b"" and ""R03c"".  All quantities will be assigned to ""R03a"".",Code 03a.,P-P-S-6850-0012     (There is a mistake in   P-P-S-6850-0005)
P,T5,C205,R03c,PT5C205R03c,PT5C205R03c,03/31/2015,04/01/2015,2,0,0,0,9,Construct,Code 03.,"Lift ""R03"" will be separated into ""R03a"", ""R03b"" and ""R03c"".  All quantities will be assigned to ""R03a"".",Code 03a.,P-P-S-6850-0012     (There is a mistake in   P-P-S-6850-0005)
P,T5,C205,R01,PT5C205R01,PT5C205R01,04/10/2015,04/11/2015,2,312,295,2,-1,Construct,Code 03.,"Lift ""02-05R02+R01"" will be separated into ""05R01"" and ""05R02"". All quantities will be assigned to ""05R01"".",Code 03a.,P-P-S-6850-0008
P,T5,C205,R02,PT5C205R02,PT5C205R02,04/10/2015,04/11/2015,2,0,0,0,-166,Construct,Code 03.,"Lift ""02-05R02+R01"" will be separated into ""05R01"" and ""05R02"". All quantities will be assigned to ""05R01"".",Code 03a.,P-P-S-6850-0008
P,T5,C206,F01,PT5C206F01,PT5C206F01,10/27/2014,10/27/2014,1,160,150,1,40,Construct,,,,
P,T5,C206,W03,PT5C206W03,PT5C206W03,12/06/2014,12/06/2014,1,48,47,1,39,Construct,,,,
P,T5,C206,W02,PT5C206W02,PT5C206W02,01/14/2015,01/14/2015,1,38,36,1,1,Construct,,,,
P,T5,C206,P03,PT5C206P03,PT5C206P03,01/15/2015,01/15/2015,1,35,33,1,0,Construct,Code 03.,"Lift ""02-06P04+P03"" will be separated into ""06P03"" and ""06P04"". All quantities will be assigned to ""06P03"".",Code 03a.,P-P-S-6850-0008
P,T5,C206,P04,PT5C206P04,PT5C206P04,01/15/2015,01/15/2015,1,0,0,0,9,Construct,Code 03.,"Lift ""02-06P04+P03"" will be separated into ""06P03"" and ""06P04"". All quantities will be assigned to ""06P03"".",Code 03a.,P-P-S-6850-0008
P,T5,C206,P01,PT5C206P01,PT5C206P01,01/24/2015,01/24/2015,1,24,28,1,0,Construct,Code 03.,"Lift ""02-06P02+P01"" will be separated into ""06P01"" and ""06P02"". All quantities will be assigned to ""06P01"".",Code 03a.,P-P-S-6850-0008
P,T5,C206,P02,PT5C206P02,PT5C206P02,01/24/2015,01/24/2015,1,0,0,0,12,Construct,Code 03.,"Lift ""02-06P02+P01"" will be separated into ""06P01"" and ""06P02"". All quantities will be assigned to ""06P01"".",Code 03a.,P-P-S-6850-0008
P,T5,C206,W01,PT5C206W01,PT5C206W01,02/05/2015,02/05/2015,1,7,23,1,-97,Construct,,,,
P,T5,C207,F01a,PT5C207F01a,PT5C207F01a,10/31/2014,11/01/2014,2,206,183,2,17,Construct,,,,
P,T5,C207,F01b,PT5C207F01b,PT5C207F01b,11/18/2014,11/18/2014,1,162,180,1,79,Construct,,,,
P,T5,C207,P07,PT5C207P07,PT5C207P07,02/05/2015,02/06/2015,2,31,33,2,-1,Construct,Code 03.,"Lift ""02-07P07+P08"" will be separated into ""07P07"" and ""07P08"". All quantities will be assigned to ""07P07"".",Code 03a.,P-P-S-6850-0008
P,T5,C207,P08,PT5C207P08,PT5C207P08,02/05/2015,02/06/2015,2,0,0,0,18,Construct,Code 03.,"Lift ""02-07P07+P08"" will be separated into ""07P07"" and ""07P08"". All quantities will be assigned to ""07P07"".",Code 03a.,P-P-S-6850-0008
P,T5,C207,W05,PT5C207W05,PT5C207W05,02/24/2015,02/25/2015,2,96,102,2,1,Construct,,,,
P,T5,C207,P05,PT5C207P05,PT5C207P05,02/26/2015,02/26/2015,1,45,39,1,0,Construct,Code 03.,"Lift ""02-07P06+P05"" will be separated into ""07P05"" and ""07P06"". All quantities will be assigned to ""07P05"".",Code 03a.,P-P-S-6850-0008
P,T5,C207,P06,PT5C207P06,PT5C207P06,02/26/2015,02/26/2015,1,0,0,1,6,Construct,Code 03.,"Lift ""02-07P06+P05"" will be separated into ""07P05"" and ""07P06"". All quantities will be assigned to ""07P05"".",Code 03a.,P-P-S-6850-0008
P,T5,C207,W04,PT5C207W04,PT5C207W04,03/04/2015,03/04/2015,1,55,50,1,6,Construct,,,,
P,T5,C207,P01,PT5C207P01,PT5C207P01,03/10/2015,03/10/2015,1,23,23,1,-9,Construct,,,,
P,T5,C207,P02,PT5C207P02,PT5C207P02,03/01/2015,03/01/2015,1,0,0,0,-1,Construct,Code 01.,"A new row was created under the name of ""P02"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0008
P,T5,C207,P03,PT5C207P03,PT5C207P03,02/28/2015,02/28/2015,1,0,0,0,-1,Construct,Code 01.,"A new row was created under the name of ""P03"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0008
P,T5,C207,P04,PT5C207P04,PT5C207P04,02/27/2015,02/27/2015,1,0,0,0,13,Construct,Code 01.,"A new row was created under the name of ""P04"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0008
P,T5,C207,W03b,PT5C207W03b,PT5C207W03b,03/12/2015,03/12/2015,1,65,65,1,1,Construct,,,,
P,T5,C207,W03a,PT5C207W03a,PT5C207W03a,03/13/2015,03/13/2015,1,113,100,1,0,Construct,Code 03.,"Lift ""02-07+08W03a"" will be separated into ""07W03a"" and ""08W03a"". All quantities will be assigned to ""07W03a"".",Code 03a.,P-P-S-6850-0005
P,T5,C208,W03a,PT5C208W03a,PT5C208W03a,03/13/2015,03/13/2015,1,0,0,1,11,Construct,Code 03.,"Lift ""02-07+08W03a"" will be separated into ""07W03a"" and ""08W03a"". All quantities will be assigned to ""07W03a"".",Code 03a.,P-P-S-6850-0005
P,T5,C207,W01a,PT5C207W01a,PT5C207W01a,03/24/2015,03/24/2015,1,77,58,1,0,Construct,Code 04.,"Lift ""C2-07+08W01+W02a"" will be separated into ""C2-07W01a"", ""C2-07W02a"", ""C2-08W01a"", ""C2-08W02a"" and ""C2-08W02b.  All quantities will be assigned to ""C3-07W01a"".",Code 04a.,P-P-S-6850-0005
P,T5,C207,W02a,PT5C207W02a,PT5C207W02a,03/24/2015,03/24/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C2-07+08W01+W02a"" will be separated into ""C2-07W01a"", ""C2-07W02a"", ""C2-08W01a"", ""C2-08W02a"" and ""C2-08W02b.  All quantities will be assigned to ""C3-07W01a"".",Code 04a.,P-P-S-6850-0005
P,T5,C208,W01a,PT5C208W01a,PT5C208W01a,03/24/2015,03/24/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C2-07+08W01+W02a"" will be separated into ""C2-07W01a"", ""C2-07W02a"", ""C2-08W01a"", ""C2-08W02a"" and ""C2-08W02b.  All quantities will be assigned to ""C3-07W01a"".",Code 04a.,P-P-S-6850-0005
P,T5,C208,W02a,PT5C208W02a,PT5C208W02a,03/24/2015,03/24/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C2-07+08W01+W02a"" will be separated into ""C2-07W01a"", ""C2-07W02a"", ""C2-08W01a"", ""C2-08W02a"" and ""C2-08W02b.  All quantities will be assigned to ""C3-07W01a"".",Code 04a.,P-P-S-6850-0005
P,T5,C208,W02b,PT5C208W02b,PT5C208W02b,03/24/2015,03/24/2015,1,0,0,0,-11,Construct,Code 04.,"Lift ""C2-07+08W01+W02a"" will be separated into ""C2-07W01a"", ""C2-07W02a"", ""C2-08W01a"", ""C2-08W02a"" and ""C2-08W02b.  All quantities will be assigned to ""C3-07W01a"".",Code 04a.,P-P-S-6850-0009
P,T5,C207,W02b,PT5C207W02b,PT5C207W02b,03/13/2015,03/13/2015,1,0,0,0,39,Construct,Code 01.,"A new row was created under the name of ""W02b"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0009
P,T5,C207,W01b,PT5C207W01b,PT5C207W01b,04/21/2015,04/21/2015,1,46,60,1,0,Construct,Code 04.,"Lift ""C2-07+08 W01b"" will be separated into ""C2-07 W01b"" and ""C2-08 W01b"".  All quantities will be assigned to ""C2-07 W01b"".",Code 04a.,P-P-S-6850-0009
P,T5,C208,W01b,PT5C208W01b,PT5C208W01b,04/21/2015,04/21/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C2-07+08 W01b"" will be separated into ""C2-07 W01b"" and ""C2-08 W01b"".  All quantities will be assigned to ""C2-07 W01b"".",Code 04a.,P-P-S-6850-0009
P,T5,C208,W01c,PT5C208W01c,PT5C208W01c,04/21/2015,04/21/2015,1,108,70,1,0,Construct,Code 04,"Lift ""C2-07+08W01c+d+e"" will be separated into ""C2-08W01c"", ""C2-08W01d"" and ""C2-08W01e.  All quantities will be assigned to ""C2-08W01c"".",Code 04a.,P-P-S-6850-0008
P,T5,C208,W01d,PT5C208W01d,PT5C208W01d,04/21/2015,04/21/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C2-07+08W01c+d+e"" will be separated into ""C2-07W01c"", ""C2-07W01d"", ""C2-07W01e"" and ""C2-08W01c"", ""C2-08W01d"", ""C2-08W01e.  All quantities will be assigned to ""C2-07W01c"".",Code 04a.,P-P-S-6850-0008
P,T5,C208,W01e,PT5C208W01e,PT5C208W01e,04/21/2015,04/21/2015,1,0,0,0,-38,Construct,Code 04.,"Lift ""C2-07+08W01c+d+e"" will be separated into ""C2-07W01c"", ""C2-07W01d"", ""C2-07W01e"" and ""C2-08W01c"", ""C2-08W01d"", ""C2-08W01e.  All quantities will be assigned to ""C2-07W01c"".",Code 04a.,P-P-S-6850-0008
P,T5,C208,F01a,PT5C208F01a,PT5C208F01a,03/14/2015,03/14/2015,1,178,189,1,5,Construct,,,,
P,T5,C208,W04,PT5C208W04,PT5C208W04,03/19/2015,03/19/2015,1,35,38,1,3,Construct,,,,
P,T5,C208,P04,PT5C208P04,PT5C208P04,03/22/2015,03/22/2015,1,0,0,0,-1,Construct,Code 01.,"A new row was created under the name of ""P04"" with 0 quantities and the date of the previous lift plus one day.",Code 01a.,P-P-S-6850-0008
P,T5,C208,P05,PT5C208P05,PT5C208P05,03/21/2015,03/21/2015,1,25,26,1,0,Construct,Code 03.,"Lift ""02-08P06+P05"" will be separated into ""08P05"" and ""08P06"". All quantities will be assigned to ""08P05"".",Code 03a.,P-P-S-6850-0008
P,T5,C208,P06,PT5C208P06,PT5C208P06,03/21/2015,03/21/2015,1,0,0,0,16,Construct,Code 03.,"Lift ""02-08P06+P05"" will be separated into ""08P05"" and ""08P06"". All quantities will be assigned to ""08P05"".",Code 03a.,P-P-S-6850-0008
P,T5,C208,F01b,PT5C208F01b,PT5C208F01b,04/06/2015,04/06/2015,1,176,176,1,4,Construct,,,,
P,T5,C208,W03b,PT5C208W03b,PT5C208W03b,04/10/2015,04/11/2015,2,65,63,2,2,Construct,Code 05,"Lift ""02-08W03b+W02"" will be renamed as ""08W03b"".",Code 05a.,P-P-S-6850-0009
P,T5,C208,W02c,PT5C208W02c,PT5C208W02c,04/13/2015,04/13/2015,1,43,49,1,0,Construct,Code 04.,"Lift ""C2-08W02c+d+e"" will be separated into ""C2-08W02c"", ""C2-08W02d"", ""C2-08W02e"".  All quantities will be assigned to ""C2-08W02c"".",Code 04a.,P-P-S-6850-0008
P,T5,C208,W02d,PT5C208W02d,PT5C208W02d,04/13/2015,04/13/2015,1,0,0,0,0,Construct,Code 04.,"Lift ""C2-08W02c+d+e"" will be separated into ""C2-08W02c"", ""C2-08W02d"", ""C2-08W02e"".  All quantities will be assigned to ""C2-08W02c"".",Code 04a.,P-P-S-6850-0008
P,T5,C208,W02e,PT5C208W02e,PT5C208W02e,04/13/2015,04/13/2015,1,0,0,0,2,Construct,Code 04.,"Lift ""C2-08W02c+d+e"" will be separated into ""C2-08W02c"", ""C2-08W02d"", ""C2-08W02e"".  All quantities will be assigned to ""C2-08W02c"".",Code 04a.,P-P-S-6850-0008
P,T5,C208,P02,PT5C208P02,PT5C208P02,04/15/2015,04/15/2015,1,42,36,1,0,Construct,Code 03.,"Lift ""02-08P03+P02"" will be separated into ""08P02"" and ""08P03"". All quantities will be assigned to ""08P02"".",Code 03a.,P-P-S-6850-0008
P,T5,C208,P03,PT5C208P03,PT5C208P03,04/15/2015,04/15/2015,1,0,0,0,3,Construct,Code 03.,"Lift ""02-08P03+P02"" will be separated into ""08P02"" and ""08P03"". All quantities will be assigned to ""08P02"".",Code 03a.,P-P-S-6850-0008
P,T5,C208,P01,PT5C208P01,PT5C208P01,04/18/2015,04/18/2015,1,8,6,1,-225,Construct,,,,
P,T5,C101,F01,PT5C101F01,PT5C101F01,09/05/2014,09/06/2014,2,423,399,2,9,Construct,,,,
P,T5,C101,W03,PT5C101W03,PT5C101W03,09/15/2014,09/15/2014,1,89,83,1,9,Construct,,,,
P,T5,C101,W02,PT5C101W02,PT5C101W02,09/24/2014,09/24/2014,1,72,73,1,43,Construct,,,,
P,T5,C101,W01,PT5C101W01,PT5C101W01,11/06/2014,11/06/2014,1,22,18,1,77,Construct,,,,
P,T5,C101,R07,PT5C101R07,PT5C101R07,01/22/2015,01/22/2015,1,135,133,1,6,Construct,,,,
P,T5,C101,R06,PT5C101R06,PT5C101R06,01/28/2015,01/28/2015,1,112,143,1,7,Construct,,,,
P,T5,C101,R05,PT5C101R05,PT5C101R05,02/04/2015,02/04/2015,1,103,107,1,41,Construct,,,,
P,T5,C101,R04a,PT5C101R04a,PT5C101R04a,03/17/2015,03/17/2015,1,62,52,1,2,Construct,,,,
P,T5,C101,R04b,PT5C101R04b,PT5C101R04b,03/19/2015,03/19/2015,1,129,117,1,8,Construct,,,,
P,T5,C101,R03a,PT5C101R03a,PT5C101R03a,03/27/2015,03/27/2015,1,65,65,1,0,Construct,Code 03.,"Lift ""C1-01R03a+b"" will be separated into ""01R03a"" and ""01R03b"". All quantities will be assigned to ""01R03a"".",Code 03a.,P-P-S-6850-0011
P,T5,C101,R03b,PT5C101R03b,PT5C101R03b,03/27/2015,03/27/2015,1,0,0,0,10,Construct,Code 03.,"Lift ""C1-01R03a+b"" will be separated into ""01R03a"" and ""01R03b"". All quantities will be assigned to ""01R03a"".",Code 03a.,P-P-S-6850-0011
P,T5,C101,R01,PT5C101R01,PT5C101R01,04/06/2015,04/06/2015,1,61,76,1,0,Construct,Code 03.,"Lift ""C1-01R02+R01"" will be separated into ""01R01"" and ""01R02"". All quantities will be assigned to ""01R01"".",Code 03a.,P-P-S-6850-0011
P,T5,C101,R02,PT5C101R02,PT5C101R02,04/06/2015,04/06/2015,1,0,0,0,-161,Construct,Code 03.,"Lift ""C1-01R02+R01"" will be separated into ""01R01"" and ""01R02"". All quantities will be assigned to ""01R01"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,F01a,PT5C102F01a,PT5C102F01a,10/27/2014,10/27/2014,1,162,163,1,31,Construct,,,,
P,T5,C102,F01b,PT5C102F01b,PT5C102F01b,11/27/2014,11/28/2014,2,152,159,2,52,Construct,,,,
P,T5,C102,W06,PT5C102W06,PT5C102W06,01/19/2015,01/19/2015,1,48,52,1,5,Construct,,,,
P,T5,C102,P09,PT5C102P09,PT5C102P09,01/24/2015,01/24/2015,1,22,22,1,0,Construct,Code 03.,"Lift ""P09+P10"" will be separated into ""P09"" and ""P10"".  All quantities will be assigned to ""P09"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,P10,PT5C102P10,PT5C102P10,01/24/2015,01/24/2015,1,0,0,0,9,Construct,Code 03.,"Lift ""P09+P10"" will be separated into ""P09"" and ""P10"".  All quantities will be assigned to ""P09"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,W05,PT5C102W05,PT5C102W05,02/02/2015,02/02/2015,1,32,42,1,0,Construct,Code 03.,"Lift ""C1-02W05"" will be separated into ""02W05 and ""03W05"". All quantities will be assigned to ""02W05"".",Code 03a.,P-P-S-6850-0011
P,T5,C103,W05,PT5C103W05,PT5C103W05,02/02/2015,02/02/2015,1,0,0,0,2,Construct,Code 03.,"Lift ""C1-02W05"" will be separated into ""02W05 and ""03W05"". All quantities will be assigned to ""02W05"".",Code 03a.,P-P-S-6850-0011
P,T5,C102,P07,PT5C102P07,PT5C102P07,02/04/2015,02/04/2015,1,18,49,1,0,Construct,Code 03.,"Lift ""C1-02P08+P07"" will be separated into ""02P07 and ""02P08"". All quantities will be assigned to ""02P07"".",Code 03a.,P-P-S-6850-0011
