Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
A,T6,C101,F01,AT6C101F01,AT6C101F01,10/28/2013,04/01/2014,156,414,430,3,-22,Construct,Code 02.,"Joining lifts ""F01"" and ""F01(Kicker)"" under the name of ""F01"".",Code 02a.,A-P-S-6860-0011
A,T6,C103,F01b,AT6C103F01b,AT6C103F01b,03/10/2014,03/10/2014,1,398,340,1,244,Construct,Code 05.,"Lift ""C1-03-F01b&T6C203W01(I)&T6C204W01"" will be renamed as""C1-03 F01b"".",Code 05a.,A-P-S-6860-0011
A,T6,C103,W01b,AT6C103W01b,AT6C103W01b,11/09/2014,11/09/2014,1,0,0,0,0,Construct,Code 01.,"A new row was created under the name of ""C1-03 W01b"", with 0 quantities and the dates of the previous lift plus one day.",Code 01a.,A-P-S-6860-0011
A,T6,C102,W01b,AT6C102W01b,AT6C102W01b,11/09/2014,11/09/2014,1,0,0,0,-212,Construct,Code 01.,"A new row was created under the name of ""C1-02 W01b"", with 0 quantities and the dates of the previous lift plus one day.",Code 01a.,A-P-S-6860-0011
A,T6,C101,W03,AT6C101W03,AT6C101W03,04/11/2014,04/11/2014,1,72,88,1,4,Construct,,,,
A,T6,C103,F01a,AT6C103F01a,AT6C103F01a,04/15/2014,01/19/2015,280,410,234,5,-255,Construct,Code 02.,"Joining lifts ""C1-03/02 F01(Kicker)"", ""C1-03 F01a(I)"" and ""C1-03 F01a(II)"" and ""C1-02/03 F01 (Kicker)"" under the name of ""C01-03 F01a"".",Code 02a.,A-P-S-6860-0011
A,T6,C101,W02,AT6C101W02,AT6C101W02,05/09/2014,05/09/2014,1,72,70,1,1,Construct,,,,
A,T6,C101,W01,AT6C101W01,AT6C101W01,05/10/2014,05/10/2014,1,0,0,0,11,Construct,Code 01.,"A new row was created under the name of ""C1-01 W01"" with 0 quantities and the dates of the previous lift plus one day.",Code 01a.,A-P-S-6860-0011
A,T6,C102,P08,AT6C102P08,AT6C102P08,05/21/2014,05/21/2014,1,8,21,1,0,Construct,Code 03.,"Lift ""P08/P09"" will be separated into ""P08"" and ""P09"".  All quantities will be assigned to ""P09"".",Code 03a.,A-P-S-6860-0011
A,T6,C102,P09,AT6C102P09,AT6C102P09,05/21/2014,05/21/2014,1,0,0,0,22,Construct,Code 03.,"Lift ""P08/P09"" will be separated into ""P08"" and ""P09"".  All quantities will be assigned to ""P09"".",Code 03a.,A-P-S-6860-0011
A,T6,C102,P07,AT6C102P07,AT6C102P07,06/12/2014,06/14/2014,3,56,98,2,-2,Construct,Code 04.,"Lift ""C1-02/03-P07/P06"" will be separated into ""C1-02 P07"", ""C1-02 P06"" and ""C1-03 P06"".  All quantities will be assigned to ""C1-02 P07"".",Code 04a.,A-P-S-6860-0011
A,T6,C102,P06,AT6C102P06,AT6C102P06,06/12/2014,06/14/2014,3,0,0,0,-2,Construct,Code 04.,"Lift ""C1-02/03-P07/P06"" will be separated into ""C1-02 P07"", ""C1-02 P06"" and ""C1-03 P06"".  All quantities will be assigned to ""C1-02 P07"".",Code 04a.,A-P-S-6860-0011
