Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
A,TRF1,SL,11,ATRF1SL11,ATRF1SL11,08/17/2012,12/18/2012,124,264,320,3,-46,Construct,Code 02.,"Joining ""SL-11N"" with ""SL-11""under the name of ""SL-11""",Code 02a.,A-P-S-6103-0001
A,TRF1,SL,10,ATRF1SL10,ATRF1SL10,11/02/2012,12/18/2012,47,176,130,2,-14,Construct,Code 02.,"Joining ""SL-10N"" with ""SL-10"" under the name of ""SL-10"".",Code 02a.,A-P-S-6103-0001
A,TRF1,SL,09,ATRF1SL09,ATRF1SL09,12/04/2012,01/15/2013,43,209,194,4,-25,Construct,Code 02.,"Joining ""SL-09N"", ""SL-09S"" and ""SL-09"" under the name of ""SL-09"".",Code 02a.,A-P-S-6103-0001
A,TRF1,SL,08,ATRF1SL08,ATRF1SL08,12/21/2012,01/14/2013,25,220,200,2,11,Construct,Code 02.,"Joining lifts ""08"", ""08N"" and ""08S"" under the name of ""08"".",Code 02a.,A-P-S-6103-0001
A,TRF1,SL,07 c,ATRF1SL07c,ATRF1SL07c,01/25/2013,01/26/2013,2,158,145,2,6,Construct,,,,
A,TRF1,SL,07 a,ATRF1SL07a,ATRF1SL07a,02/01/2013,02/01/2013,1,72,55,1,4,Construct,,,,
A,TRF1,SL,07 b,ATRF1SL07b,ATRF1SL07b,02/05/2013,02/05/2013,1,80,55,1,10,Construct,,,,
A,TRF1,NW,10,ATRF1NW10,ATRF1NW10,02/15/2013,02/15/2013,1,56,50,1,4,Construct,,,,
A,TRF1,SL,06 c,ATRF1SL06c,ATRF1SL06c,02/19/2013,02/19/2013,1,144,145,1,0,Construct,,,,
A,TRF1,SW,10,ATRF1SW10,ATRF1SW10,02/19/2013,02/19/2013,1,64,50,1,11,Construct,,,,
A,TRF1,SL,06 a,ATRF1SL06a,ATRF1SL06a,03/02/2013,03/02/2013,1,56,70,1,0,Construct,,,,
A,TRF1,SL,06 b,ATRF1SL06b,ATRF1SL06b,03/02/2013,03/03/2013,2,88,70,2,5,Construct,,,,
A,TRF1,NW,09,ATRF1NW09,ATRF1NW09,03/08/2013,03/09/2013,2,128,130,2,-1,Construct,Code 04.,"Lift ""NW&SW09"" will be separated in ""NW-09"" and ""SW-09"", all quantities will be assigned to ""NW-09""",Code 04a.,A-P-S-6104-0004
A,TRF1,SW,09,ATRF1SW09,ATRF1SW09,03/08/2013,03/09/2013,2,0,0,0,7,Construct,Code 04.,"Lift ""NW&SW09"" will be separated into ""NW-09"" and ""SW-09"".  All quantities will be assigned to ""NW-09"".",Code 04a.,A-P-S-6104-0003
A,TRF1,SL,05 c,ATRF1SL05c,ATRF1SL05c,03/16/2013,03/16/2013,1,152,145,1,10,Construct,,,,
A,TRF1,SL,05 a,ATRF1SL05a,ATRF1SL05a,03/26/2013,03/26/2013,1,88,80,1,0,Construct,,,,
A,TRF1,SL,05 b,ATRF1SL05b,ATRF1SL05b,03/26/2013,03/26/2013,1,72,80,1,14,Construct,,,,
A,TRF1,NW,08,ATRF1NW08,ATRF1NW08,04/09/2013,04/09/2013,1,48,45,1,0,Construct,,,,
A,TRF1,SW,08,ATRF1SW08,ATRF1SW08,04/09/2013,04/09/2013,1,40,50,1,27,Construct,,,,
A,TRF1,SL,04 c,ATRF1SL04c,ATRF1SL04c,05/06/2013,05/06/2013,1,144,145,1,0,Construct,,,,
A,TRF1,SW,07,ATRF1SW07,ATRF1SW07,05/06/2013,05/06/2013,1,72,45,1,0,Construct,,,,
A,TRF1,NW,07,ATRF1NW07,ATRF1NW07,05/06/2013,05/07/2013,2,56,45,2,7,Construct,,,,
A,TRF1,SL,04 a,ATRF1SL04a,ATRF1SL04a,05/14/2013,05/15/2013,2,107,90,2,0,Construct,,,,
A,TRF1,SL,04 b,ATRF1SL04b,ATRF1SL04b,05/15/2013,05/15/2013,1,70,90,1,1,Construct,,,,
A,TRF1,R,14,ATRF1R14,ATRF1R14,05/16/2013,05/16/2013,1,116,105,1,5,Construct,,,,
A,TRF1,P3,08,ATRF1P308,ATRF1P308,05/21/2013,05/21/2013,1,8,5,1,9,Construct,,,,
A,TRF1,NW,06,ATRF1NW06,ATRF1NW06,05/30/2013,05/31/2013,2,68,50,2,0,Construct,,,,
A,TRF1,P3,07,ATRF1P307,ATRF1P307,05/31/2013,05/31/2013,1,0,15,1,0,Construct,,,,
A,TRF1,SW,06,ATRF1SW06,ATRF1SW06,05/31/2013,06/01/2013,2,50,50,2,5,Construct,,,,
A,TRF1,R,13,ATRF1R13,ATRF1R13,06/06/2013,06/06/2013,1,197,160,1,6,Construct,,,,
A,TRF1,P3,06,ATRF1P306,ATRF1P306,06/12/2013,06/12/2013,1,24,25,1,21,Construct,,,,
A,TRF1,SL,03c,ATRF1SL03c,ATRF1SL03c,07/03/2013,07/04/2013,2,143,145,2,11,Construct,,,,
A,TRF1,P3,05,ATRF1P305,ATRF1P305,07/15/2013,07/16/2013,2,32,35,2,-1,Construct,,,,
A,TRF1,SL,03a,ATRF1SL03a,ATRF1SL03a,07/15/2013,07/16/2013,2,200,115,2,-70,Construct,,,,
A,TRF1,SL,03b,ATRF1SL03b,ATRF1SL03b,05/07/2013,05/07/2013,1,0,0,0,71,Construct,Code 01.,"A new row was created under the name of ""03b"", with 0 quantities and with the dates of the previous lift plus one day",Code 01a.,A-P-S-6103-0001
A,TRF1,R,12,ATRF1R12,ATRF1R12,07/17/2013,07/17/2013,1,184,150,1,6,Construct,,,,
A,TRF1,NW,05,ATRF1NW05,ATRF1NW05,07/23/2013,07/23/2013,1,50,50,1,0,Construct,,,,
A,TRF1,SW,05,ATRF1SW05,ATRF1SW05,07/23/2013,07/23/2013,1,60,50,1,8,Construct,,,,
A,TRF1,R,11,ATRF1R11,ATRF1R11,07/31/2013,07/31/2013,1,182,150,1,2,Construct,,,,
A,TRF1,SL,02a,ATRF1SL02a,ATRF1SL02a,08/02/2013,08/03/2013,2,465,405,2,-1,Construct,Code 03.,"Lift ""02"" will be separated into ""02a"", ""02b"" and ""02c"".  All quantities will be assigned to ""02a"".",Code 03a.,A-P-S-6103-0001
A,TRF1,SL,02b,ATRF1SL02b,ATRF1SL02b,08/02/2013,08/03/2013,2,0,0,0,-1,Construct,Code 03.,"Lift ""02"" will be separated into ""02a"", ""02b"" and ""02c"".  All quantities will be assigned to ""02a"".",Code 03a.,A-P-S-6103-0001
A,TRF1,SL,02c,ATRF1SL02c,ATRF1SL02c,08/02/2013,08/03/2013,2,0,0,0,6,Construct,Code 03.,"Lift ""02"" will be separated into ""02a"", ""02b"" and ""02c"".  All quantities will be assigned to ""02a"".",Code 03a.,A-P-S-6103-0001
A,TRF1,R,10,ATRF1R10,ATRF1R10,08/09/2013,08/09/2013,1,191,165,1,4,Construct,,,,
A,TRF1,SL,01a,ATRF1SL01a,ATRF1SL01a,08/13/2013,08/13/2013,1,228,320,1,0,Construct,Code 03.,"Lift ""01"" will be separated into ""02a"", ""02b"" and ""02c"".  All quantities will be assigned to ""02a"".",Code 03a.,A-P-S-6103-0001
A,TRF1,SL,01b,ATRF1SL01b,ATRF1SL01b,08/13/2013,08/13/2013,1,0,0,0,0,Construct,Code 03.,"Lift ""01"" will be separated into ""02a"", ""02b"" and ""02c"".  All quantities will be assigned to ""02a"".",Code 03a.,A-P-S-6103-0001
A,TRF1,SL,01c,ATRF1SL01c,ATRF1SL01c,08/13/2013,08/13/2013,1,0,0,0,13,Construct,Code 03.,"Lift ""01"" will be separated into ""02a"", ""02b"" and ""02c"".  All quantities will be assigned to ""02a"".",Code 03a.,A-P-S-6103-0001
A,TRF1,P2,03,ATRF1P203,ATRF1P203,08/26/2013,08/26/2013,1,40,20,2,3,Construct,Code 05.,"Lift ""P02 -03/04"" will be renamed as ""P2-03"".",Code 05a.,A-P-S-6102-0002
A,TRF1,NW,04,ATRF1NW04,ATRF1NW04,08/29/2013,08/29/2013,1,48,45,1,4,Construct,,,,
A,TRF1,SW,04,ATRF1SW04,ATRF1SW04,09/02/2013,09/02/2013,1,54,45,1,1,Construct,,,,
A,TRF1,P3,04,ATRF1P304,ATRF1P304,09/03/2013,09/03/2013,1,36,40,1,2,Construct,,,,
A,TRF1,P4,03,ATRF1P403,ATRF1P403,09/05/2013,09/05/2013,1,16,20,2,0,Construct,Code 05,"Lift ""P04 -04/03"" will be renamed as ""P04-03"".",Code 05a,A-P-S-6104-0003
A,TRF1,P5,04,ATRF1P504,ATRF1P504,09/05/2013,09/06/2013,2,64,40,4,-1,Construct,Code 03,"Lift ""P05 -04/03"" will be separated in ""P05-04"" and ""P05-03"", all quantities will be assigned to ""P05-04""",Code 03a,A-P-S-6104-0003
A,TRF1,P5,03,ATRF1P503,ATRF1P503,09/05/2013,09/06/2013,2,0,0,0,0,Construct,Code 03,"Lift ""P05 -04/03"" will be separated in ""P05-04"" and ""P05-03"", all quantities will be assigned to ""P05-04""",Code 03a,A-P-S-6104-0003
A,TRF1,P1,04,ATRF1P104,ATRF1P104,09/06/2013,09/06/2013,1,24,20,2,0,Construct,Code 03.,"Lift ""P01 -04/03"" will be separated in ""P01-04"" and ""P01-03"", all quantities will be assigned to ""P01-04"".",Code 03a.,A-P-S-6104-0003
A,TRF1,P1,03,ATRF1P103,ATRF1P103,09/06/2013,09/06/2013,1,0,0,0,3,Construct,Code 03,"Lift ""P01 -04/03"" will be separated in ""P01-03"" and ""P01-04"", all quantities will be assigned to ""P01-03""",Code 03a,A-P-S-6104-0003
A,TRF1,R,09,ATRF1R09,ATRF1R09,09/09/2013,09/10/2013,2,168,180,2,4,Construct,,,,
A,TRF1,P2,02,ATRF1P202,ATRF1P202,09/14/2013,09/14/2013,1,48,45,2,0,Construct,Code 03.,"Lift ""P02 -02/01"" will be separated in ""P2-02"" and ""P2-01"", all quantities will be assigned to ""P2-02""",Code 03a.,A-P-S-6104-0003
A,TRF1,P2,01,ATRF1P201,ATRF1P201,09/14/2013,09/14/2013,1,0,0,0,2,Construct,Code 03.,"Lift ""P02 -02/01"" will be separated in ""P2-02"" and ""P2-01"", all quantities will be assigned to ""P2-02""",Code 03a.,A-P-S-6104-0003
A,TRF1,NW,03,ATRF1NW03,ATRF1NW03,09/16/2013,09/16/2013,1,64,55,1,0,Construct,,,,
A,TRF1,P3,03,ATRF1P303,ATRF1P303,09/16/2013,09/16/2013,1,60,60,1,0,Construct,,,,
A,TRF1,SW,03,ATRF1SW03,ATRF1SW03,09/16/2013,09/16/2013,1,48,55,1,4,Construct,,,,
A,TRF1,P4,02,ATRF1P402,ATRF1P402,09/20/2013,09/20/2013,1,40,45,2,0,Construct,Code 03,"Lift ""P04 -02/01"" will be separated in ""P04-02"" and ""P04-01"", all quantities will be assigned to ""P04-02""",Code 03a,A-P-S-6104-0003
A,TRF1,P4,01,ATRF1P401,ATRF1P401,09/20/2013,09/20/2013,1,0,0,0,3,Construct,Code 03,"Lift ""P04 -02/01"" will be separated in ""P04-02"" and ""P04-01"", all quantities will be assigned to ""P04-02""",Code 03a,A-P-S-6104-0003
A,TRF1,P5,01,ATRF1P501,ATRF1P501,09/23/2013,09/23/2013,1,0,0,0,0,Construct,Code 03,"Lift ""P05 -02/01"" will be separated in ""P05-02"" and ""P05-01"", all quantities will be assigned to ""P05-02""",Code 03a,A-P-S-6104-0003
A,TRF1,P5,02,ATRF1P502,ATRF1P502,09/23/2013,09/23/2013,1,80,70,2,0,Construct,Code 03,"Lift ""P05 -02/01"" will be separated in ""P05-02"" and ""P05-01"", all quantities will be assigned to ""P05-02""",Code 03a,A-P-S-6104-0003
A,TRF1,P1,01,ATRF1P101,ATRF1P101,09/23/2013,09/24/2013,2,56,70,4,-1,Construct,Code 03,"Lift ""P01 -02/01"" will be separated in ""P01-02"" and ""P01-01"", all quantities will be assigned to ""P01-02""",Code 03a,A-P-S-6102-0002
A,TRF1,P1,02,ATRF1P102,ATRF1P102,09/23/2013,09/24/2013,2,0,0,0,6,Construct,Code 03,"Lift ""P01 -02/01"" will be separated in ""P01-01"" and ""P01-02"", all quantities will be assigned to ""P01-01""",Code 03a,A-P-S-6102-0002
A,TRF1,P3,02,ATRF1P302,ATRF1P302,09/30/2013,09/30/2013,1,72,80,1,0,Construct,Code 03.,"Lift ""P03 -02/01"" will be separated into ""P3-02"" and ""P3-01"".   All quantities will be assigned to ""P3-02""",Code 03a.,A-P-S-6102-0002
