Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
P,TRF1,NW,01,PTRF1NW01,PTRF1NW01,11/25/2013,11/25/2013,1,24,25,1,-4,Construct,.,,,
P,TRF1,NW,02,PTRF1NW02,PTRF1NW02,11/21/2013,11/22/2013,2,48,40,2,-15,Construct,,,,
P,TRF1,NW,03,PTRF1NW03,PTRF1NW03,11/07/2013,11/07/2013,1,137,50,1,-19,Construct,,,,
P,TRF1,NW,04,PTRF1NW04,PTRF1NW04,10/19/2013,10/19/2013,1,81,40,1,-21,Construct,,,,
P,TRF1,NW,05,PTRF1NW05,PTRF1NW05,09/28/2013,09/28/2013,1,75,45,1,-18,Construct,,,,
P,TRF1,NW,06,PTRF1NW06,PTRF1NW06,09/10/2013,09/10/2013,1,41,45,1,-27,Construct,,,,
P,TRF1,NW,07,PTRF1NW07,PTRF1NW07,08/14/2013,08/14/2013,1,81,45,1,-26,Construct,,,,
P,TRF1,NW,08,PTRF1NW08,PTRF1NW08,07/19/2013,07/20/2013,2,64,45,2,-9,Construct,,,,
P,TRF1,NW,09,PTRF1NW09,PTRF1NW09,07/11/2013,07/12/2013,2,73,45,2,-10,Construct,,,,
P,TRF1,NW,10,PTRF1NW10,PTRF1NW10,07/02/2013,07/02/2013,1,81,60,1,-21,Construct,,,,
P,TRF1,NW,11,PTRF1NW11,PTRF1NW11,06/11/2013,06/11/2013,1,81,50,1,224,Construct,,,,
P,TRF1,P1,01,PTRF1P101,PTRF1P101,01/21/2014,01/21/2014,1,73,70,2,0,Construct,Code 03.,"Lift ""02/01"" was separated into ""01"" and ""02"". All quantities will be assigned to ""01"".",Code 03a.,P-P-S-6102-0002
P,TRF1,P1,02,PTRF1P102,PTRF1P102,01/21/2014,01/21/2014,1,0,0,0,-46,Construct,Code 03.,"Lift ""02/01"" was separated into ""01"" and ""02"". All quantities will be assigned to ""01"".",Code 03a.,P-P-S-6102-0002
P,TRF1,P1,03,PTRF1P103,PTRF1P103,12/06/2013,12/06/2013,1,35,35,1,-7,Construct,,,,
P,TRF1,P1,04,PTRF1P104,PTRF1P104,11/29/2013,11/29/2013,1,11,10,1,31,Construct,,,,
P,TRF1,P2,01,PTRF1P201,PTRF1P201,12/30/2013,12/30/2013,1,57,70,2,0,Construct,Code 03.,"Lift ""02/01"" was separated into ""01"" and ""02"". All quantities will be assigned to ""01"".",Code 03a.,P-P-S-6102-0002
P,TRF1,P2,02,PTRF1P202,PTRF1P202,12/30/2013,12/30/2013,1,0,0,0,-26,Construct,Code 03.,"Lift ""02/01"" was separated into ""01"" and ""02"". All quantities will be assigned to ""01"".",Code 03a.,P-P-S-6102-0002
P,TRF1,P2,03,PTRF1P203,PTRF1P203,12/04/2013,12/04/2013,1,25,20,2,-18,Construct,,,,
P,TRF1,P3,01,PTRF1P301,PTRF1P301,11/16/2013,11/16/2013,1,77,75,1,0,Construct,Code 03.,"Lift ""02+01"" was separated into ""01"" and ""02"". All quantities will be assigned to ""01"".",Code 03a.,P-P-S-6102-0002
P,TRF1,P3,02,PTRF1P302,PTRF1P302,11/16/2013,11/16/2013,1,0,0,0,-8,Construct,Code 03.,"Lift ""02+01"" was separated into ""01"" and ""02"". All quantities will be assigned to ""01"".",Code 03a.,P-P-S-6102-0002
P,TRF1,P3,03,PTRF1P303,PTRF1P303,11/08/2013,11/08/2013,1,56,55,1,-20,Construct,,,,
P,TRF1,P3,04,PTRF1P304,PTRF1P304,10/19/2013,10/19/2013,1,25,35,1,-26,Construct,,,,
P,TRF1,P3,05,PTRF1P305,PTRF1P305,09/23/2013,09/23/2013,1,33,30,1,-27,Construct,Code 05.,"Lift ""C05"" was renamed as ""05"".",Code 05a.,P-P-S-6102-0002
P,TRF1,P3,06,PTRF1P306,PTRF1P306,08/27/2013,08/27/2013,1,29,25,1,-10,Construct,,,,
P,TRF1,P3,07,PTRF1P307,PTRF1P307,08/17/2013,08/17/2013,1,17,20,1,-11,Construct,,,,
P,TRF1,P3,08,PTRF1P308,PTRF1P308,08/06/2013,08/06/2013,1,11,10,1,-17,Construct,,,,
P,TRF1,P3,09,PTRF1P309,PTRF1P309,07/20/2013,07/20/2013,1,9,5,1,156,Construct,,,,
