site,report,lift,qty_equipment,volume,concrete_start,concrete_finish,duration,calc_duration,calc_rate,rate,type
P,4167,PUWM08C01,1,360,7/12/2013 1:15,7/12/2013 17:15,16,16,22.5,23,Redfern Request 325
P,4087,PUWM08C02,1,284,7/6/2013 18:52,7/7/2013 6:00,11.13333333,11.13,25.50898204,26,Redfern Request 325
P,7265,PUWM08W01,1,71,6/12/2014 9:15,6/12/2014 15:05,5.833333333,5.83,12.17142857,12,Redfern Request 325
P,5639,PUWM08W03,1,192,11/12/2013 19:00,11/13/2013 0:25,5.416666667,5.42,35.44615385,35,Redfern Request 325
P,5443,PUWM08W04,1,193,10/23/2013 19:17,10/24/2013 3:11,7.9,7.9,24.43037975,24,Redfern Request 325
P,5318,PUWM08W05,1,252,10/14/2013 9:30,10/14/2013 19:42,10.2,10.2,24.70588235,25,Redfern Request 325
P,4644,PUWM08W09,1,496,8/23/2013 2:45,8/23/2013 22:10,19.41666667,19.42,25.54506438,26,Redfern Request 325
P,6566,PUWM09W05,1,264,4/4/2014 15:10,4/4/2014 23:05,7.916666667,7.92,33.34736842,17,Redfern Request 325
P,5660,PUWM12W02,1,152,11/13/2013 0:42,11/13/2013 4:20,3.633333333,3.63,41.83486239,42,Redfern Request 325
P,Blank,PUWM13W02,1,146,11/1/2013 20:58,11/2/2013 1:50,4.866666667,4.87,30,30,Redfern Request 325
P,6576,PUWM14W06,1,287,4/5/2014 8:00,4/5/2014 17:35,9.583333333,9.58,29.94782609,15,Redfern Request 325
P,5764,PUWM16W02,1,146,11/21/2013 5:05,11/21/2013 13:50,8.75,8.75,16.68571429,17,Redfern Request 325
P,5706,PUWM18W02,1,102,11/18/2013 9:47,11/18/2013 14:22,4.583333333,4.58,22.25454545,22,Redfern Request 325
P,5614,PUWM18W03,1,112,11/8/2013 0:51,11/8/2013 5:06,4.25,4.25,26.35294118,26,Redfern Request 325
P,Blank,PUWM18W04,1,120,10/18/2013 22:40,10/19/2013 2:44,4.066666667,4.07,29.50819672,n.a,Redfern Request 325
P,4880,PUWM18W07,1,183,9/11/2013 11:30,9/11/2013 19:40,8.166666667,8.17,22.40816327,23,Redfern Request 325
P,4599,PUWM18W08,1,247,8/19/2013 11:00,8/19/2013 18:30,7.5,7.5,32.93333333,8,Redfern Request 325
P,4367,PUWM18W09,1,295,7/30/2013 10:15,7/31/2013 0:22,14.11666667,14.12,20.89728453,21,Redfern Request 325
P,Blank,PUWM19W02,1,240.75,10/29/2013 22:35,10/30/2013 9:00,10.41666667,10.42,23.112,23,Redfern Request 325
P,5275,PUWM19W03,1,248,10/10/2013 14:15,10/11/2013 5:30,15.25,15.25,16.26229508,16,Redfern Request 325
P,4755,PUWM19W05,1,341,9/2/2013 9:10,9/3/2013 1:15,16.08333333,16.08,21.20207254,21,Redfern Request 325
P,4532,PUWM19W06,1,302,8/13/2013 20:45,8/14/2013 13:07,16.36666667,16.37,18.45213849,18,Redfern Request 325
P,4241,PUWM19W07,1,468.5,7/19/2013 15:45,7/20/2013 10:30,18.75,18.75,24.98666667,25,Redfern Request 325
P,4095,PUWM19W08,1,568.5,7/8/2013 10:03,7/9/2013 3:05,17.03333333,17.03,33.37573386,33,Redfern Request 325
P,Blank,PUWM19W09,1,237,9/19/2013 0:03,9/19/2013 23:30,23.45,23.45,10.10660981,n.a,Redfern Request 325
P,4615,PUWM23W04,1,239,8/20/2013 2:00,8/20/2013 6:00,4,4,59.75,60,Redfern Request 325
P,4435,PUWM23W05,1,307,8/5/2013 17:10,8/6/2013 0:10,7,7,43.85714286,44,Redfern Request 325
P,4348,PUWM23W06,1,311,7/29/2013 23:28,7/30/2013 4:33,5.083333333,5.08,61.18032787,61,Redfern Request 325
P,4122,PUWM23W07,1,400,7/9/2013 5:15,7/9/2013 14:47,9.533333333,9.53,41.95804196,12,Redfern Request 325
