original_lift,lift,rebar_units,actual_start
VS6-C02a-7-20,PVS6C02a7,4422,08/15/2013
VS6-C02a-2-20,PVS6C02a2,7250,10/16/2013
VS6-C04a-1-20,PVS6C04a1,34169,07/08/2013
VS6-C02a-1-20,PVS6C02a1,4284,10/07/2013
VS6-C03a-2-20,PVS6C03a2,8579,08/21/2013
VS6-C05a-1-20,PVS6C05a1,24733,06/04/2013
VS6-C03a-1-20,PVS6C03a1,6109,09/06/2013
VS6-W07-20,PVS6W07,90640,10/18/2013
VS6-W04-20,PVS6W04,60989,11/30/2013
VS6-W06-20,PVS6W06,92532,11/01/2013
VS6-W03-20,PVS6W03,60572,12/12/2013
VS6-W05-20,PVS6W05,61368,11/19/2013
VS6-W01-20,PVS6W01,32719,07/31/2014
VS6-W02-20,PVS6W02,56447,01/06/2014
TRF5-NW-08-20,PTRF5NW08,5841,11/25/2013
TRF5-NW-11-20,PTRF5NW11,7057,09/17/2013
TRF5-NW-10-20,PTRF5NW10,8508,10/14/2013
TRF5-NW-09-20,PTRF5NW09,5979,11/12/2013
TRF5-NW-07-20,PTRF5NW07,6148,01/08/2014
TRF5-NW-06-20,PTRF5NW06,6223,02/01/2014
TRF5-NW-05-20,PTRF5NW05,6369,03/13/2014
TRF5-NW-04-20,PTRF5NW04,6226,03/27/2014
TRF5-NW-03-20,PTRF5NW03,5837,04/16/2014
TRF5-NW-02-20,PTRF5NW02,8203,06/23/2014
TRF5-NW-01-20,PTRF5NW01,1505,06/30/2014
TRF5-SW-11-20,PTRF5SW11,7057,09/19/2013
TRF5-SW-10-20,PTRF5SW10,8508,10/14/2013
TRF5-SW-09-20,PTRF5SW09,5979,11/12/2013
TRF5-SW-08-20,PTRF5SW08,5841,11/27/2013
TRF5-SW-07-20,PTRF5SW07,6148,01/08/2014
TRF5-SW-06-20,PTRF5SW06,6223,02/04/2014
TRF5-SW-05-20,PTRF5SW05,6369,03/17/2014
TRF5-SW-04-20,PTRF5SW04,6226,04/02/2014
TRF5-SW-03-20,PTRF5SW03,5837,04/21/2014
TRF5-SW-02-20,PTRF5SW02,8203,06/23/2014
TRF5-SW-01-20,PTRF5SW01,1505,06/30/2014
TRF5-P3-03-20,PTRF5P303,4116,06/12/2014
TRF5-P3-02-20,PTRF5P302,7078,06/25/2014
TRF5-P3-07-20,PTRF5P307,6488,03/27/2014
TRF5-P3-05-20,PTRF5P305,6249,05/17/2014
TRF5-P3-09-20,PTRF5P309,3468,11/25/2013
TRF5-P3-01-20,PTRF5P301,1596,06/25/2014
TRF5-P3-08-20,PTRF5P308,5842,01/27/2014
TRF5-P3-06-20,PTRF5P306,7616,04/21/2014
TRF5-P3-04-20,PTRF5P304,4311,06/05/2014
TRF5-P1-04-20,PTRF5P104,6478,07/05/2014
TRF5-P1-02-20,PTRF5P102,19983,08/01/2014
TRF5-P1-01-20,PTRF5P101,3411,08/01/2014
TRF5-P1-03-20,PTRF5P103,4994,07/15/2014
TRF5-P2-01-20,PTRF5P201,1722,07/14/2014
TRF5-P2-02-20,PTRF5P202,6861,07/14/2014
TRF5-P2-03-20,PTRF5P203,2519,07/09/2014
TRF5-P4-03-20,PTRF5P403,2519,06/25/2014
TRF5-P4-01-20,PTRF5P401,1722,07/14/2014
TRF5-P4-02-20,PTRF5P402,6861,07/14/2014
TRF5-P5-03-20,PTRF5P503,4994,07/22/2014
TRF5-P5-01-20,PTRF5P501,3411,08/01/2014
TRF5-P5-02-20,PTRF5P502,19983,08/01/2014
TRF5-P5-04-20,PTRF5P504,6478,07/09/2014
TRF5-R-05-20,PTRF5R05,52773,07/23/2014
TRF5-R-01-20,PTRF5R01,76285,10/17/2014
TRF5-R-02-20,PTRF5R02,127870,10/10/2014
TRF5-R-04-20,PTRF5R04,71944,09/03/2014
TRF5-R-06-20,PTRF5R06,53461,07/04/2014
TRF5-R-07-20,PTRF5R07,52849,06/20/2014
TRF5-R-08-20,PTRF5R08,47363,06/09/2014
TRF5-R-11-20,PTRF5R11,40741,04/15/2014
TRF5-R-12-20,PTRF5R12,40134,03/27/2014
TRF5-R-14-20,PTRF5R14,40855,02/26/2014
TRF5-R-13-20,PTRF5R13,27756,03/08/2014
TRF5-R-10-20,PTRF5R10,40706,05/15/2014
TRF5-R-03-20,PTRF5R03,96945,10/04/2014
TRF5-R-09-20,PTRF5R09,44849,05/26/2014
TRF5-SL-04a-20,PTRF5SL04a,67206,10/24/2013
TRF5-SL-06b-20,PTRF5SL06b,0,09/12/2013
TRF5-SL-08c-20,PTRF5SL08c,0,07/30/2013
TRF5-SL-08a-20,PTRF5SL08a,68609,07/30/2013
TRF5-SL-05a-20,PTRF5SL05a,75295,10/02/2013
TRF5-SL-01b-20,PTRF5SL01b,0,12/20/2013
TRF5-SL-08b-20,PTRF5SL08b,0,07/30/2013
TRF5-SL-06c-20,PTRF5SL06c,0,09/12/2013
TRF5-SL-02c-20,PTRF5SL02c,0,12/20/2013
TRF5-SL-01c-20,PTRF5SL01c,0,12/20/2013
TRF5-SL-12-20,PTRF5SL12,69913,04/10/2013
TRF5-SL-01a-20,PTRF5SL01a,52906,12/20/2013
TRF5-SL-02b-20,PTRF5SL02b,0,12/20/2013
TRF5-SL-02a-20,PTRF5SL02a,110073,12/20/2013
TRF5-SL-03c-20,PTRF5SL03c,0,11/15/2013
TRF5-SL-03b-20,PTRF5SL03b,0,11/15/2013
TRF5-SL-03a-20,PTRF5SL03a,64378,11/15/2013
TRF5-SL-04c-20,PTRF5SL04c,0,10/24/2013
TRF5-SL-04b-20,PTRF5SL04b,0,10/24/2013
TRF5-SL-05c-20,PTRF5SL05c,0,10/02/2013
TRF5-SL-05b-20,PTRF5SL05b,0,10/02/2013
TRF5-SL-06a-20,PTRF5SL06a,78079,09/12/2013
TRF5-SL-07b-20,PTRF5SL07b,0,08/24/2013
TRF5-SL-07a-20,PTRF5SL07a,76052,08/24/2013
TRF5-SL-09-20,PTRF5SL09,60351,07/06/2013
TRF5-SL-10-20,PTRF5SL10,55669,04/26/2013
TRF5-SL-07c-20,PTRF5SL07c,0,08/24/2013
TRF5-SL-11-20,PTRF5SL11,37038,04/10/2013
TRF6-SL-07a-20,PTRF6SL07a,70270,09/09/2013
TRF6-SL-08c-20,PTRF6SL08c,0,08/19/2013
TRF6-SL-08b-20,PTRF6SL08b,0,08/19/2013
TRF6-SL-08a-20,PTRF6SL08a,68220,08/19/2013
TRF6-SL-09-20,PTRF6SL09,61102,08/05/2013
TRF6-SL-10-20,PTRF6SL10,55669,07/18/2013
TRF6-SL-11-20,PTRF6SL11,37038,05/27/2013
TRF6-SL-12-20,PTRF6SL12,69913,05/27/2013
TRF6-SL-07c-20,PTRF6SL07c,0,09/09/2013
TRF6-SL-05b-20,PTRF6SL05b,0,10/09/2013
TRF6-SL-06b-20,PTRF6SL06b,0,09/26/2013
TRF6-SL-01c-20,PTRF6SL01c,0,03/07/2014
TRF6-SL-01b-20,PTRF6SL01b,0,03/07/2014
TRF6-SL-01a-20,PTRF6SL01a,52906,03/07/2014
TRF6-SL-02b-20,PTRF6SL02b,0,03/07/2014
TRF6-SL-02a-20,PTRF6SL02a,110073,03/07/2014
TRF6-SL-03c-20,PTRF6SL03c,0,11/22/2013
TRF6-SL-03b-20,PTRF6SL03b,0,11/22/2013
TRF6-SL-03a-20,PTRF6SL03a,64378,11/22/2013
TRF6-SL-04c-20,PTRF6SL04c,0,10/26/2013
TRF6-SL-04b-20,PTRF6SL04b,0,10/26/2013
TRF6-SL-04a-20,PTRF6SL04a,67206,10/26/2013
TRF6-SL-05c-20,PTRF6SL05c,0,10/09/2013
TRF6-SL-05a-20,PTRF6SL05a,75339,10/09/2013
TRF6-SL-06c-20,PTRF6SL06c,0,09/26/2013
TRF6-SL-06a-20,PTRF6SL06a,71938,09/26/2013
TRF6-SL-07b-20,PTRF6SL07b,0,09/09/2013
TRF6-SL-02c-20,PTRF6SL02c,0,03/07/2014
TRF6-R-06-20,PTRF6R06,53461,09/23/2014
TRF6-R-01-20,PTRF6R01,76285,11/12/2014
TRF6-R-02-20,PTRF6R02,127870,11/07/2014
TRF6-R-03-20,PTRF6R03,96945,10/28/2014
TRF6-R-04-20,PTRF6R04,71944,10/15/2014
TRF6-R-07-20,PTRF6R07,52849,09/10/2014
TRF6-R-08-20,PTRF6R08,47363,07/26/2014
TRF6-R-11-20,PTRF6R11,40741,06/07/2014
TRF6-R-13-20,PTRF6R13,27756,05/10/2014
TRF6-R-10-20,PTRF6R10,40706,06/21/2014
TRF6-R-05-20,PTRF6R05,52773,10/06/2014
TRF6-R-09-20,PTRF6R09,44849,07/10/2014
TRF6-R-12-20,PTRF6R12,40134,05/28/2014
TRF6-R-14-20,PTRF6R14,40855,04/16/2014
TRF6-P1-04-20,PTRF6P104,6478,08/11/2014
TRF6-P1-03-20,PTRF6P103,4994,08/22/2014
TRF6-P1-02-20,PTRF6P102,19983,09/18/2014
TRF6-P1-01-20,PTRF6P101,3411,09/18/2014
TRF6-P2-03-20,PTRF6P203,2519,08/11/2014
TRF6-P2-02-20,PTRF6P202,6861,09/11/2014
TRF6-P2-01-20,PTRF6P201,1722,09/12/2014
TRF6-P3-09-20,PTRF6P309,3468,04/01/2014
TRF6-P3-08-20,PTRF6P308,5842,05/13/2014
TRF6-P3-07-20,PTRF6P307,6488,05/28/2014
TRF6-P3-06-20,PTRF6P306,7616,06/05/2014
TRF6-P3-05-20,PTRF6P305,6249,06/18/2014
TRF6-P3-04-20,PTRF6P304,4311,06/26/2014
TRF6-P3-03-20,PTRF6P303,4116,07/16/2014
TRF6-P3-02-20,PTRF6P302,7078,08/01/2014
TRF6-P3-01-20,PTRF6P301,1596,08/02/2014
TRF6-P4-03-20,PTRF6P403,2519,08/11/2014
TRF6-P4-02-20,PTRF6P402,6861,08/30/2014
TRF6-P4-01-20,PTRF6P401,1722,08/30/2014
TRF6-P5-02-20,PTRF6P502,19983,08/02/2014
TRF6-P5-01-20,PTRF6P501,3411,08/02/2014
TRF6-P5-04-20,PTRF6P504,6478,08/15/2014
TRF6-P5-03-20,PTRF6P503,4994,08/22/2014
TRF6-SW-02-20,PTRF6SW02,8203,07/26/2014
TRF6-SW-11-20,PTRF6SW11,7057,10/24/2013
TRF6-SW-10-20,PTRF6SW10,8508,11/14/2013
TRF6-SW-09-20,PTRF6SW09,5979,12/03/2013
TRF6-SW-08-20,PTRF6SW08,5841,03/31/2014
TRF6-SW-07-20,PTRF6SW07,6148,04/11/2014
TRF6-SW-06-20,PTRF6SW06,6223,05/17/2014
TRF6-SW-04-20,PTRF6SW04,6226,06/18/2014
TRF6-SW-03-20,PTRF6SW03,5837,07/11/2014
TRF6-SW-01-20,PTRF6SW01,1505,08/01/2014
TRF6-SW-05-20,PTRF6SW05,6369,06/03/2014
TRF6-NW-06-20,PTRF6NW06,6223,05/17/2014
TRF6-NW-11-20,PTRF6NW11,7057,10/24/2013
TRF6-NW-10-20,PTRF6NW10,8508,11/15/2013
TRF6-NW-09-20,PTRF6NW09,5979,12/03/2013
TRF6-NW-08-20,PTRF6NW08,5841,04/02/2014
TRF6-NW-07-20,PTRF6NW07,6148,05/10/2014
TRF6-NW-05-20,PTRF6NW05,6369,06/03/2014
TRF6-NW-04-20,PTRF6NW04,6226,06/13/2014
TRF6-NW-03-20,PTRF6NW03,5837,06/26/2014
TRF6-NW-02-20,PTRF6NW02,8203,07/26/2014
TRF6-NW-01-20,PTRF6NW01,1505,07/27/2014
T6-C3-12-W01c-20,PT6C312W01c,293,05/05/2015
T6-C3-12-W02e-20,PT6C312W02e,1657,04/29/2015
T6-C3-12-W02d-20,PT6C312W02d,1657,04/29/2015
T6-C3-12-W01e-20,PT6C312W01e,2446,05/05/2015
T6-C3-12-W01d-20,PT6C312W01d,2376,05/05/2015
T6-C3-12-W02c-20,PT6C312W02c,246,04/29/2015
T6-C3-01-R01-20,PT6C301R01,11130,10/30/2014
T6-C3-04-R01-20,PT6C304R01,4162,01/21/2015
T6-C3-10-R02-20,PT6C310R02,12257,05/13/2015
T6-C3-02-R02-20,PT6C302R02,25097,11/17/2014
T6-C3-01-R02-20,PT6C301R02,10482,10/23/2014
T6-C3-02-R01-20,PT6C302R01,20791,11/22/2014
T6-C3-03-R02-20,PT6C303R02,14664,12/09/2014
T6-C3-04-R02-20,PT6C304R02,12464,01/14/2015
T6-C3-05-R02-20,PT6C305R02,11617,02/02/2015
T6-C3-05-R01-20,PT6C305R01,10264,02/06/2015
T6-C3-06-R02-20,PT6C306R02,11304,02/19/2015
T6-C3-08-R02-20,PT6C308R02,12202,03/19/2015
T6-C3-09-R02-20,PT6C309R02,2402,04/11/2015
T6-C3-08-R01-20,PT6C308R01,12719,03/26/2015
T6-C3-09-R03-20,PT6C309R03,7265,04/07/2015
T6-C3-10-R01-20,PT6C310R01,6412,05/13/2015
T6-C3-07-R02-20,PT6C307R02,14192,03/03/2015
T6-C3-06-R01-20,PT6C306R01,12623,02/24/2015
T6-C3-10-R04-20,PT6C310R04,3964,05/07/2015
T6-C3-07-R01-20,PT6C307R01,8419,03/10/2015
T6-C3-10-R05-20,PT6C310R05,9054,04/07/2015
T6-C3-03-R01-20,PT6C303R01,36880,12/15/2014
T6-C3-09-R01-20,PT6C309R01,6009,04/11/2015
T6-C3-11-P08-20,PT6C311P08,865,04/06/2015
T6-C3-10-P03-20,PT6C310P03,2867,02/05/2015
T6-C3-11-P02-20,PT6C311P02,592,04/26/2015
T6-C3-12-P05-20,PT6C312P05,1238,04/14/2015
T6-C3-12-P06-20,PT6C312P06,947,04/14/2015
T6-C3-11-P04-20,PT6C311P04,969,04/23/2015
T6-C3-11-P03-20,PT6C311P03,3991,04/23/2015
T6-C3-10-P01-20,PT6C310P01,3501,02/19/2015
T6-C3-11-P07-20,PT6C311P07,3578,04/06/2015
T6-C3-12-P01-20,PT6C312P01,133,04/27/2015
T6-C3-09-P03-20,PT6C309P03,2222,02/05/2015
T6-C3-09-P02-20,PT6C309P02,891,02/19/2015
T6-C3-09-P01-20,PT6C309P01,2042,02/19/2015
T6-C3-10-P04-20,PT6C310P04,2375,02/05/2015
T6-C3-10-P02-20,PT6C310P02,1718,02/19/2015
T6-C3-12-P02-20,PT6C312P02,819,04/24/2015
T6-C3-11-P05-20,PT6C311P05,3715,04/14/2015
T6-C3-11-P01-20,PT6C311P01,315,04/25/2015
T6-C3-12-P04-20,PT6C312P04,554,04/23/2015
T6-C3-12-P03-20,PT6C312P03,407,04/23/2015
T6-C3-11-P06-20,PT6C311P06,1837,04/14/2015
T6-C3-09-P04-20,PT6C309P04,1822,02/05/2015
T6-C3-02-W02b-20,PT6C302W02b,6345,08/30/2014
T6-C3-05-W01b-20,PT6C305W01b,6053,12/10/2014
T6-C3-07-W02b-20,PT6C307W02b,3526,12/09/2014
T6-C3-02-W01b-20,PT6C302W01b,6213,09/11/2014
T6-C3-03-W01b-20,PT6C303W01b,9704,10/31/2014
T6-C3-04-W02b-20,PT6C304W02b,6933,10/20/2014
T6-C3-06-W02b-20,PT6C306W02b,8645,12/03/2014
T6-C3-06-W01b-20,PT6C306W01b,2425,01/16/2015
T6-C3-08-W02b-20,PT6C308W02b,2781,02/04/2015
T6-C3-12-W04b-20,PT6C312W04b,1528,04/09/2015
T6-C3-09-W01b-20,PT6C309W01b,3290,02/26/2015
T6-C3-10-W02b-20,PT6C310W02b,5853,02/19/2015
T6-C3-10-W01b-20,PT6C310W01b,2222,02/26/2015
T6-C3-11-W05b-20,PT6C311W05b,4801,04/01/2015
T6-C3-11-W04b-20,PT6C311W04b,2874,04/09/2015
T6-C3-12-W02b-20,PT6C312W02b,1241,04/29/2015
T6-C3-12-W01b-20,PT6C312W01b,2211,04/29/2015
T6-C3-01-W02b-20,PT6C301W02b,6831,08/09/2014
T6-C3-03-W02b-20,PT6C303W02b,9655,10/07/2014
T6-C3-04-W01b-20,PT6C304W01b,7376,11/27/2014
T6-C3-05-W02b-20,PT6C305W02b,6348,11/24/2014
T6-C3-07-W01b-20,PT6C307W01b,5532,01/19/2015
T6-C3-11-W02b-20,PT6C311W02b,2757,04/29/2015
T6-C3-08-W01b-20,PT6C308W01b,5372,02/23/2015
T6-C3-09-W02b-20,PT6C309W02b,2100,02/19/2015
T6-C3-11-W03b-20,PT6C311W03b,13752,04/21/2015
T6-C3-11-W01b-20,PT6C311W01b,3735,04/29/2015
T6-C3-01-W01b-20,PT6C301W01b,6814,08/28/2014
T6-C3-12-W03b-20,PT6C312W03b,4590,04/21/2015
T6-C3-06-W01a-20,PT6C306W01a,5604,11/27/2014
T6-C3-03-W02a-20,PT6C303W02a,5303,10/02/2014
T6-C3-07-W02a-20,PT6C307W02a,3358,12/04/2014
T6-C3-12-W03a-20,PT6C312W03a,4903,04/18/2015
T6-C3-03-W01a-20,PT6C303W01a,7906,10/14/2014
T6-C3-04-W01a-20,PT6C304W01a,5934,11/17/2014
T6-C3-08-W02a-20,PT6C308W02a,2781,02/03/2015
T6-C3-10-W02a-20,PT6C310W02a,5861,02/20/2015
T6-C3-12-W01a-20,PT6C312W01a,2154,04/24/2015
T6-C3-11-W05a-20,PT6C311W05a,4801,04/01/2015
T6-C3-11-W01a-20,PT6C311W01a,3619,04/24/2015
T6-C3-02-W01a-20,PT6C302W01a,5693,09/06/2014
T6-C3-02-W02a-20,PT6C302W02a,3223,08/28/2014
T6-C3-09-W01a-20,PT6C309W01a,3290,03/10/2015
T6-C3-10-W01a-20,PT6C310W01a,2082,03/10/2015
T6-C3-11-W02a-20,PT6C311W02a,3231,04/29/2015
T6-C3-12-W04a-20,PT6C312W04a,1529,04/10/2015
T6-C3-12-W02a-20,PT6C312W02a,1241,04/29/2015
T6-C3-01-W01a-20,PT6C301W01a,6232,09/01/2014
T6-C3-05-W02a-20,PT6C305W02a,3453,10/31/2014
T6-C3-05-W01a-20,PT6C305W01a,5564,11/24/2014
T6-C3-08-W01a-20,PT6C308W01a,5372,02/09/2015
T6-C3-11-W03a-20,PT6C311W03a,12889,04/18/2015
T6-C3-07-W01a-20,PT6C307W01a,5870,12/15/2014
T6-C3-09-W02a-20,PT6C309W02a,2100,02/20/2015
T6-C3-01-W02a-20,PT6C301W02a,3661,08/16/2014
T6-C3-04-W02a-20,PT6C304W02a,3493,10/27/2014
T6-C3-06-W02a-20,PT6C306W02a,3508,11/14/2014
T6-C3-11-W04a-20,PT6C311W04a,2874,04/10/2015
T6-C3-09-F01-20,PT6C309F01,17722,12/26/2014
T6-C3-04-F01-20,PT6C304F01,29602,10/07/2014
T6-C3-07-F01-20,PT6C307F01,37220,11/21/2014
T6-C3-03-F01-20,PT6C303F01,43727,09/26/2014
T6-C3-05-F01-20,PT6C305F01,31153,10/23/2014
T6-C3-06-F01-20,PT6C306F01,35911,11/13/2014
T6-C3-01-F01-20,PT6C301F01,41316,08/05/2014
T6-C3-02-F01-20,PT6C302F01,54458,08/21/2014
T6-C3-12-F01a-20,PT6C312F01a,17475,03/30/2015
T6-C3-11-F01a-20,PT6C311F01a,18159,03/25/2015
T6-C3-08-F01-20,PT6C308F01,32901,12/18/2014
T6-C3-11-F01b-20,PT6C311F01b,18958,03/25/2015
T6-C3-10-F01-20,PT6C310F01,24389,12/26/2014
T6-C3-12-F01b-20,PT6C312F01b,22665,04/07/2015
T6-C2-01-W01-20,PT6C201W01,1766,08/22/2014
T6-C2-02-W02-20,PT6C202W02,5233,08/13/2014
T6-C2-07-W02b-20,PT6C207W02b,2773,05/04/2015
T6-C2-08-W02b-20,PT6C208W02b,975,05/04/2015
T6-C2-01-W02-20,PT6C201W02,1431,08/12/2014
T6-C2-02-W01-20,PT6C202W01,3397,08/22/2014
T6-C2-03-W02-20,PT6C203W02,5544,09/05/2014
T6-C2-03-W01-20,PT6C203W01,2448,09/12/2014
T6-C2-04-W01-20,PT6C204W01,8482,10/22/2014
T6-C2-05-W02-20,PT6C205W02,2919,11/19/2014
T6-C2-05-W01-20,PT6C205W01,4217,11/19/2014
T6-C2-06-W03-20,PT6C206W03,4104,12/05/2014
T6-C2-06-W02-20,PT6C206W02,4817,12/05/2014
T6-C2-06-W01-20,PT6C206W01,2416,12/06/2014
T6-C2-07-W06-20,PT6C207W06,2503,02/05/2015
T6-C2-07-W03b-20,PT6C207W03b,7942,03/17/2015
T6-C2-07-W01b-20,PT6C207W01b,4052,05/04/2015
T6-C2-08-W04-20,PT6C208W04,4664,03/23/2015
T6-C2-08-W03b-20,PT6C208W03b,3294,04/22/2015
T6-C2-08-W01b-20,PT6C208W01b,1294,05/04/2015
T6-C2-04-W02-20,PT6C204W02,6025,10/03/2014
T6-C2-07-W05-20,PT6C207W05,4887,02/23/2015
T6-C2-07-W04-20,PT6C207W04,6244,03/04/2015
T6-C2-01-R01-20,PT6C201R01,4947,10/30/2014
T6-C2-02-R02-20,PT6C202R02,15481,10/23/2014
T6-C2-02-R01-20,PT6C202R01,11655,10/30/2014
T6-C2-03-R02-20,PT6C203R02,23147,09/13/2014
T6-C2-03-R01-20,PT6C203R01,12914,09/14/2014
T6-C2-04-R02-20,PT6C204R02,25253,10/24/2014
T6-C2-04-R01-20,PT6C204R01,7002,10/25/2014
T6-C2-05-R06-20,PT6C205R06,11680,02/07/2015
T6-C2-05-R05-20,PT6C205R05,7327,02/25/2015
T6-C2-05-R04a-20,PT6C205R04a,5766,03/30/2015
T6-C2-05-R01-20,PT6C205R01,10639,04/16/2015
T6-C2-05-R04b-20,PT6C205R04b,5766,03/30/2015
T6-C2-05-R02-20,PT6C205R02,9605,04/16/2015
T6-C2-01-R02-20,PT6C201R02,4907,10/23/2014
T6-C2-06-F01-20,PT6C206F01,18697,10/14/2014
T6-C2-02-F01-20,PT6C202F01,16774,08/12/2014
T6-C2-03-F01-20,PT6C203F01,61182,09/04/2014
T6-C2-07-F01b-20,PT6C207F01b,17169,05/04/2015
T6-C2-08-F01b-20,PT6C208F01b,13713,04/16/2015
T6-C2-01-F01-20,PT6C201F01,12457,08/11/2014
T6-C2-04-F01-20,PT6C204F01,26888,10/02/2014
T6-C2-05-F01-20,PT6C205F01,16724,10/14/2014
T6-C2-07-F01a-20,PT6C207F01a,16668,11/08/2014
T6-C2-08-F01a-20,PT6C208F01a,18523,03/02/2015
T6-C2-08-P04-20,PT6C208P04,1608,04/27/2015
T6-C2-05-P04-20,PT6C205P04,3904,10/29/2014
T6-C2-05-P03-20,PT6C205P03,1228,11/08/2014
T6-C2-05-P02-20,PT6C205P02,1228,11/20/2014
T6-C2-05-P01-20,PT6C205P01,1895,11/20/2014
T6-C2-06-P04-20,PT6C206P04,3578,10/29/2014
T6-C2-06-P03-20,PT6C206P03,1850,11/08/2014
T6-C2-06-P02-20,PT6C206P02,972,12/04/2014
T6-C2-06-P01-20,PT6C206P01,2338,12/04/2014
T6-C2-07-P07-20,PT6C207P07,2985,03/10/2015
T6-C2-07-P05-20,PT6C207P05,5009,03/17/2015
T6-C2-07-P04-20,PT6C207P04,2555,03/17/2015
T6-C2-07-P03-20,PT6C207P03,1858,03/23/2015
T6-C2-07-P02-20,PT6C207P02,1216,03/23/2015
T6-C2-07-P01-20,PT6C207P01,206,03/24/2015
T6-C2-08-P05-20,PT6C208P05,1829,04/02/2015
T6-C2-08-P03-20,PT6C208P03,1431,04/27/2015
T6-C2-08-P02-20,PT6C208P02,585,04/27/2015
T6-C2-07-P08-20,PT6C207P08,1712,02/27/2015
T6-C2-07-P06-20,PT6C207P06,3698,03/10/2015
T6-C2-08-P06-20,PT6C208P06,1664,03/10/2015
T6-C2-08-P01-20,PT6C208P01,454,04/28/2015
T6-C2-07-W02a-20,PT6C207W02a,2779,03/17/2015
T6-C2-07-W01a-20,PT6C207W01a,4052,04/01/2015
T6-C2-07-W03a-20,PT6C207W03a,8162,03/10/2015
T6-C2-08-W01a-20,PT6C208W01a,1294,04/01/2015
T6-C2-08-W03a-20,PT6C208W03a,3902,03/10/2015
T6-C2-08-W02a-20,PT6C208W02a,975,03/17/2015
T6-C2-08-W01d-20,PT6C208W01d,2217,05/04/2015
T6-C2-08-W02c-20,PT6C208W02c,162,04/24/2015
T6-C2-08-W01c-20,PT6C208W01c,162,05/04/2015
T6-C2-08-W01e-20,PT6C208W01e,2174,05/04/2015
T6-C2-08-W02e-20,PT6C208W02e,2039,04/24/2015
T6-C2-08-W02d-20,PT6C208W02d,1932,04/24/2015
T6-C1-01-F01-20,PT6C101F01,29607,07/30/2014
T6-C1-02-F01b-20,PT6C102F01b,16090,09/01/2014
T6-C1-03-F01c-20,PT6C103F01c,12499,04/13/2015
T6-C1-03-F01b-20,PT6C103F01b,19524,04/13/2015
T6-C1-02-F01a-20,PT6C102F01a,16695,08/25/2014
T6-C1-03-F01a-20,PT6C103F01a,18761,09/01/2014
T6-C1-02-P08-20,PT6C102P08,1208,10/02/2014
T6-C1-02-P01-20,PT6C102P01,0,02/14/2015
T6-C1-02-P09-20,PT6C102P09,2690,09/15/2014
T6-C1-02-P07-20,PT6C102P07,7125,10/21/2014
T6-C1-02-P06-20,PT6C102P06,3745,12/26/2014
T6-C1-02-P04-20,PT6C102P04,3307,01/24/2015
T6-C1-02-P03-20,PT6C102P03,0,02/04/2015
T6-C1-02-P02-20,PT6C102P02,2193,02/04/2015
T6-C1-03-P05-20,PT6C103P05,619,04/20/2015
T6-C1-03-P04-20,PT6C103P04,3307,04/24/2015
T6-C1-03-P03-20,PT6C103P03,0,05/09/2015
T6-C1-03-P01-20,PT6C103P01,0,05/11/2015
T6-C1-02-P05-20,PT6C102P05,4157,01/17/2015
T6-C1-03-P02-20,PT6C103P02,2193,05/09/2015
T6-C1-02-P10-20,PT6C102P10,1270,09/15/2014
T6-C1-03-P06-20,PT6C103P06,914,04/20/2015
T6-C1-03-W02e-20,PT6C103W02e,2839,04/30/2015
T6-C1-03-W01d-20,PT6C103W01d,2978,05/06/2015
T6-C1-03-W02c-20,PT6C103W02c,0,04/30/2015
T6-C1-03-W01c-20,PT6C103W01c,0,05/06/2015
T6-C1-03-W01e-20,PT6C103W01e,2940,05/06/2015
T6-C1-03-W02d-20,PT6C103W02d,2494,04/30/2015
T6-C1-01-R07-20,PT6C101R07,16993,11/11/2014
T6-C1-01-R06-20,PT6C101R06,9571,11/14/2014
T6-C1-01-R05-20,PT6C101R05,3056,11/18/2014
T6-C1-01-R03b-20,PT6C101R03b,827,03/11/2015
T6-C1-01-R04a-20,PT6C101R04a,5004,02/25/2015
T6-C1-01-R04b-20,PT6C101R04b,5004,02/27/2015
T6-C1-01-R03a-20,PT6C101R03a,827,03/11/2015
T6-C1-01-R02-20,PT6C101R02,1383,03/18/2015
T6-C1-01-R01-20,PT6C101R01,3197,03/18/2015
T6-C1-02-W03b-20,PT6C102W03b,4591,02/10/2015
T6-C1-01-W03-20,PT6C101W03,5180,08/07/2014
T6-C1-01-W02-20,PT6C101W02,7820,08/14/2014
T6-C1-02-W07-20,PT6C102W07,2112,09/12/2014
T6-C1-02-W06-20,PT6C102W06,3030,09/19/2014
T6-C1-02-W05-20,PT6C102W05,2343,10/17/2014
T6-C1-02-W04b-20,PT6C102W04b,8072,01/28/2015
T6-C1-02-W02b-20,PT6C102W02b,3375,05/06/2015
T6-C1-02-W01b-20,PT6C102W01b,3368,02/25/2015
T6-C1-03-W05-20,PT6C103W05,1485,04/24/2015
T6-C1-03-W03b-20,PT6C103W03b,3298,04/27/2015
T6-C1-03-W02b-20,PT6C103W02b,1324,04/27/2015
T6-C1-03-W01b-20,PT6C103W01b,971,03/26/2015
T6-C1-03-W04b-20,PT6C103W04b,2525,04/17/2015
T6-C1-01-W01-20,PT6C101W01,2123,08/28/2014
T6-C1-02-W04a-20,PT6C102W04a,5998,01/26/2015
T6-C1-02-W03a-20,PT6C102W03a,3086,02/09/2015
