lift,actual_start,actual_quantity
ACC2G05,06/18/2012,125
ACC2G04,06/27/2012,71
ACC2G03,07/05/2012,80
ACC2G02,07/10/2012,72
ACC2H05,06/21/2012,104
ACC2H04,07/09/2012,80
ACC2H03,07/18/2012,64
ACC2H02,07/23/2012,70
ACC2I05,08/18/2011,232
ACC2I04a,09/05/2011,38
ACC2I03a,09/27/2011,34
ACC2I04c,02/24/2012,60
ACC2I03c,03/01/2012,64
ACC2I02,04/28/2012,178
ACC2I01,05/04/2012,252
ACC2J05,10/12/2011,552
ACC2J04,04/02/2012,555
ACC2J03,04/16/2012,586
ACC2J02,06/26/2012,619
ACC2K05,08/19/2011,120
ACC2K04,08/30/2011,64
ACC2K03,09/10/2011,75
ACC2K02,09/23/2011,74
ACC2L05,08/19/2011,102
ACC2L04,08/31/2011,72
ACC2L03,09/12/2011,80
ACC2L02,09/23/2011,78
ACU11E04,06/19/2012,503
ACU11E03aN,07/09/2012,84
ACU11E03cN,07/10/2012,86
ACU11E03bN,07/11/2012,72
ACU11E03cS,07/18/2012,80
ACU11E03bS,06/20/2012,0
ACU11E03aS,07/24/2012,72
ACU12E16,02/25/2013,96
ACU12E15,03/08/2013,80
ACU12E14,03/22/2013,392
ACU12E13b,08/21/2013,158
ACU12E13a,08/27/2013,230
ACU12E12b,09/04/2013,162
ACU12E12a,09/11/2013,245
ACU12E11,09/23/2013,175
ACU12E10,10/03/2013,269
ACU12E09,10/12/2013,304
ACU12E08,10/21/2013,316
ACU12E07,10/31/2013,232
ACU12E06,11/28/2013,245
ACU12E05,12/14/2013,193
ACU12E04,02/22/2014,118
ACU12E03,03/10/2014,119
ACU12E02b,03/29/2014,0
ACU12E02a,03/28/2014,132
ACU12E01,01/15/2015,44
ACU12EIWS,02/21/2015,189
ACU1C04b,07/25/2011,128
ACU1C04a,08/04/2011,128
ACU1C04c,06/08/2012,139
ACU1C04d,07/17/2012,104
ACU1C03bN,08/08/2011,72
ACU1C03bS,08/12/2011,165
ACU1C03aN,08/20/2011,64
ACU1C03aS,08/27/2011,64
ACU1C02b,09/03/2011,160
ACU1C02a,09/06/2011,170
ACU1C03cS,06/21/2012,104
ACU1C03cN,06/26/2012,64
ACU1C03dN,07/20/2012,72
ACU1C03dS,07/26/2012,93
ACU1C02c,08/24/2012,152
ACU1C02d,09/11/2012,176
ACU1C01d,09/17/2012,136
ACU1C01c,08/31/2012,152
ACU1C01b,09/10/2011,148
ACU1C01a,09/16/2011,148
ACU11W04,07/28/2011,472
ACU11W03aN,08/15/2011,72
ACU11W03cN,08/19/2011,76
ACU11W03bS,08/22/2011,80
ACU11W03bN,08/23/2011,72
ACU11W03cS,08/25/2011,88
ACU11W03aS,08/25/2011,74
ACU12W16,07/22/2011,124
ACU12W15,07/28/2011,94
ACU12W14,08/17/2011,447
ACU12W13b,09/30/2011,162
ACU12W13a,10/05/2011,232
ACU12W12b,12/06/2011,160
ACU12W12a,12/23/2011,224
ACU12W11,03/21/2012,175
ACU12W10,04/04/2012,292
ACU12W09,04/28/2012,336
ACU12W08,05/24/2012,477
ACU12W07,06/14/2012,514
ACU12W06,08/15/2012,502
ACU12W05,11/21/2013,192
ACU12W04,12/05/2013,104
ACU12W03,12/18/2013,108
ACU12W02b,01/12/2014,0
ACU12W02a,01/11/2014,107
ACU12W01,11/19/2014,40
ACU12WIWS,02/18/2015,186
ACU21E04,05/05/2012,456
ACU21E03aN,05/22/2012,80
ACU21E03bN,05/28/2012,74
ACU21E03aS,05/30/2012,72
ACU21E03cN,05/31/2012,88
ACU21E03bS,06/02/2012,72
ACU21E03cS,06/05/2012,77
ACU22E16,08/03/2013,104
ACU22E15,08/07/2013,115
ACU22E14,08/16/2013,357
ACU22E13b,08/28/2013,166
ACU22E13a,09/05/2013,239
ACU22E12b,09/12/2013,160
ACU22E12a,09/17/2013,186
ACU22E11,09/26/2013,174
ACU22E10,10/05/2013,264
ACU22E09,10/15/2013,278
ACU22E08,10/22/2013,289
ACU22E07,11/01/2013,248
ACU22E06,11/26/2013,207
ACU22E05,12/19/2013,196
ACU22E04,01/07/2014,134
ACU22E03,01/21/2014,110
ACU22E02b,01/31/2014,0
ACU22E02a,01/30/2014,96
ACU22E01,02/20/2015,34
ACU22EIWS,03/05/2015,200
ACU2C04a,09/09/2011,120
ACU2C04b,09/16/2011,120
ACU2C03bN,09/21/2011,80
ACU2C03bS,09/26/2011,85
ACU2C03aS,10/06/2011,64
ACU2C03aN,10/10/2011,80
ACU2C02b,11/01/2011,176
ACU2C02a,11/11/2011,168
ACU2C01b,11/18/2011,151
ACU2C01a,11/22/2011,152
ACU2C04c,04/27/2012,120
ACU2C03cN,05/16/2012,80
ACU2C04d,05/21/2012,128
ACU2C03cS,05/23/2012,92
ACU2C03dN,05/25/2012,72
ACU2C03dS,05/29/2012,64
ACU2C02c,06/18/2012,166
ACU2C02d,06/20/2012,195
ACU2C01d,06/28/2012,160
ACU2C01c,06/26/2012,173
ACU21W04,10/04/2011,472
ACU21W03bN,10/17/2011,82
ACU21W03aN,10/20/2011,80
ACU21W03cS,10/20/2011,80
ACU21W03bS,10/26/2011,80
ACU21W03cN,10/26/2011,72
ACU21W03aS,11/01/2011,72
ACU22W16,08/27/2011,69
ACU22W15,08/31/2011,76
ACU22W14,09/24/2011,266
ACU22W13b,11/01/2011,154
ACU22W13a,11/09/2011,236
ACU22W12b,12/20/2011,136
ACU22W12a,12/27/2011,180
ACU22W11,08/27/2012,160
ACU22W10,02/18/2013,392
ACU22W09,03/11/2013,388
ACU22W08,03/25/2013,468
ACU22W07,04/03/2013,520
ACU22W06,04/15/2013,544
ACU22W05,09/05/2013,197
ACU22W04,09/19/2013,122
ACU22W03,09/30/2013,120
ACU22W02b,11/13/2013,0
ACU22W02a,11/12/2013,111
ACU22W01,11/26/2014,50
ACU22WIWS,03/07/2015,195
AUEM01F02,05/09/2012,491
AUEM01F01,05/21/2012,498
AUEM01C13,02/02/2013,424
AUEM01C12,02/25/2013,240
AUEM01C11,03/11/2013,759
AUEM01C10,04/03/2013,488
AUEM01C09,04/09/2013,184
AUEM01C08b,09/02/2013,179
AUEM01C08a,09/04/2013,39
AUEM01C07b,10/01/2013,532
AUEM01C07a,10/07/2013,99
AUEM01C06b,10/08/2013,479
AUEM01C06a,10/11/2013,84
AUEM01C05b,10/14/2013,336
AUEM01C05a,10/14/2013,54
AUEM01C04,10/26/2013,255
AUEM01C03,11/06/2013,453
AUEM01C02,11/13/2013,437
AUEM01C01,11/21/2013,292
AUEM01W08,11/28/2013,86
AUEM01W07,12/05/2013,188
AUEM01W06,12/19/2013,408
AUEM01W05,01/23/2014,394
AUEM01W04,02/27/2014,144
AUEM01W03,03/07/2014,104
AUEM01W02,03/18/2014,92
AUEM01W01,04/02/2014,68
AUEM02F02b,04/02/2012,495
AUEM02F02a,04/12/2012,175
AUEM02F01a,04/25/2012,772
AUEM02F01b,03/07/2013,48
AUEM02C06a,04/23/2013,216
AUEM02C05a,05/02/2013,136
AUEM02C06b,07/18/2013,504
AUEM02C04,07/29/2013,463
AUEM02C05b,07/31/2013,535
AUEM02C03,08/15/2013,758
AUEM02C02,08/10/2013,510
AUEM02C01,09/24/2013,196
AUEM02W08,09/19/2013,0
AUEM02W07,10/07/2013,374
AUEM02W06,10/12/2013,0
AUEM02W05,10/28/2013,304
AUEM02W04,10/18/2013,478
AUEM02W03b,11/13/2013,0
AUEM02W03a,11/13/2013,225
AUEM02W02,11/21/2013,190
AUEM02W01,05/15/2014,160
AUEM03F02,05/17/2012,827
AUEM03F01,05/30/2012,1060
AUEM03C04c,09/04/2012,64
AUEM03C03c,09/15/2012,72
AUEM03C04a,09/24/2012,144
AUEM03C03a,10/01/2012,148
AUEM03C04b,10/06/2012,184
AUEM03C03b,10/11/2012,215
AUEM03C02,12/18/2012,304
AUEM03C01,01/04/2013,976
AUEM03W07,02/06/2013,408
AUEM03W06,03/05/2013,384
AUEM03W05,03/16/2013,360
AUEM03W04,03/27/2013,296
AUEM03W03b,04/05/2013,0
AUEM03W03a,04/05/2013,208
AUEM03W02,04/17/2013,200
AUEM03W01,10/06/2014,128
AUEM04F02,03/23/2012,815
AUEM04F01,03/30/2012,1050
AUEM04C04c,08/27/2012,67
AUEM04C03c,08/31/2012,80
AUEM04C04a,11/01/2012,136
AUEM04C03a,11/28/2012,128
AUEM04C04b,01/16/2013,192
AUEM04C03b,01/19/2013,188
AUEM04C02,01/28/2013,288
AUEM04C01,02/04/2013,972
AUEM04W07,03/19/2013,448
AUEM04W06,04/02/2013,384
AUEM04W05,04/12/2013,352
AUEM04W04,04/24/2013,264
AUEM04W03b,05/06/2013,0
AUEM04W03a,05/06/2013,248
AUEM04W02,05/18/2013,172
AUEM04W01,09/25/2014,112
AUEM05F02,05/17/2012,914
AUEM05F01,06/04/2012,1005
AUEM05C04c,09/06/2012,80
AUEM05C03c,09/26/2012,88
AUEM05C04a,10/27/2012,128
AUEM05C03a,02/14/2013,120
AUEM05C04b,02/14/2013,216
AUEM05C03b,02/21/2013,200
AUEM05C02,03/04/2013,359
AUEM05C01,03/11/2013,1024
AUEM05W07,06/07/2013,429
AUEM05W06,06/12/2013,400
AUEM05W05,06/19/2013,319
AUEM05W04,07/01/2013,267
AUEM05W03b,07/13/2013,233
AUEM05W03a,07/13/2013,0
AUEM05W02,07/23/2013,191
AUEM05W01,06/21/2014,128
AUEM06F02,09/14/2012,484
AUEM06F01,09/19/2012,555.02
AUEM06C04c,02/19/2013,40
AUEM06C03c,02/27/2013,64
AUEM06C04a,03/05/2013,78
AUEM06C04b,03/08/2013,112
AUEM06C03a,03/12/2013,80
AUEM06C03b,03/15/2013,104
AUEM06C02,03/20/2013,160
AUEM06C01,03/27/2013,584
AUEM06W07,04/30/2013,256
AUEM06W06,05/08/2013,216
AUEM06W05,05/24/2013,200
AUEM06W04,06/06/2013,172
AUEM06W03b,06/12/2013,0
AUEM06W03a,06/12/2013,134
AUEM06W02,06/19/2013,112
AUEM06W01,07/18/2014,80
AUEM07F02,02/20/2013,824
AUEM07F01,03/01/2013,1200
AUEM07C04a,04/12/2013,168
AUEM07C03a,04/20/2013,192
AUEM07C04c,04/27/2013,128
AUEM07C03c,05/04/2013,112
AUEM07C04b,05/14/2013,256
AUEM07C03b,05/22/2013,239
AUEM07C02,05/29/2013,404
AUEM07C01,06/03/2013,1302
AUEM07W07,06/29/2013,525
AUEM07W06,07/06/2013,482
AUEM07W05,07/12/2013,430
AUEM07W04,07/23/2013,332
AUEM07W03b,07/29/2013,0
AUEM07W03a,07/29/2013,310
AUEM07W02,08/07/2013,266
AUEM07W01,08/12/2014,232
AUEM08F02,09/28/2012,1076
AUEM08F01,10/04/2012,1024
AUEM08C04c,06/14/2013,88
AUEM08C03c,06/20/2013,75
AUEM08C04b,06/24/2013,184
AUEM08C04a,06/27/2013,158
AUEM08C03b,07/02/2013,199
AUEM08C03a,07/04/2013,125
AUEM08C02,07/11/2013,294
AUEM08C01,07/17/2013,953
AUEM08W07,07/27/2013,392
AUEM08W06,08/07/2013,365
AUEM08W05,08/13/2013,321
AUEM08W04,08/21/2013,253
AUEM08W03b,08/22/2013,0
AUEM08W03a,08/22/2013,234
AUEM08W02,09/07/2013,241
AUEM08W01,09/05/2014,149
AUEM09F02,04/18/2012,827
AUEM09F01,05/03/2012,953
AUEM09C04c,06/08/2012,80
AUEM09C03c,06/23/2012,80
AUEM09C04b,07/23/2012,193
AUEM09C03b,08/07/2012,210
AUEM09C04a,08/08/2012,143
AUEM09C03a,08/17/2012,135
AUEM09C02,09/15/2012,340
AUEM09C01,09/24/2012,992
AUEM09W07,11/06/2012,424
AUEM09W06,12/03/2012,368
AUEM09W05,12/14/2012,300
AUEM09W04,09/20/2013,269
AUEM09W03b,09/27/2013,0
AUEM09W03a,09/27/2013,214
AUEM09W02,10/09/2013,180
AUEM09W01,09/16/2014,108
AUEM10F02,02/29/2012,820
AUEM10F01,03/08/2012,1024
AUEM10C04c,06/13/2012,88
AUEM10C04b,06/27/2012,180
AUEM10C03c,06/30/2012,86
AUEM10C04a,07/11/2012,184
AUEM10C03b,07/28/2012,216
AUEM10C03a,08/14/2012,115
AUEM10C02,10/08/2012,328
AUEM10C01,10/11/2012,952
AUEM10W07,11/14/2012,416
AUEM10W06,12/28/2012,376
AUEM10W05,01/08/2013,312
AUEM10W04,09/03/2013,244
AUEM10W03b,09/11/2013,0
AUEM10W03a,09/11/2013,234
AUEM10W02,09/17/2013,184
AUEM10W01,08/25/2014,119
AUEM11F02,02/14/2012,348
AUEM11F01,02/22/2012,428
AUEM11C04c,04/04/2012,40
AUEM11C04a,04/09/2012,88
AUEM11C03a,05/19/2012,80
AUEM11C03c,05/24/2012,48
AUEM11C04b,05/25/2012,86
AUEM11C03b,06/04/2012,97
AUEM11C02,06/30/2012,136
AUEM11C01,07/12/2012,455
AUEM11W07,10/02/2012,165
AUEM11W06,10/15/2012,144
AUEM11W05,11/09/2012,136
AUEM11W04,09/24/2013,112
AUEM11W03b,10/08/2013,0
AUEM11W03a,10/08/2013,81
AUEM11W02,10/16/2013,82
AUEM11W01,08/19/2014,39
AUEM12F02,03/10/2012,1121.5
AUEM12F01,03/10/2012,968
AUEM12C04b,09/06/2012,181
AUEM12C03b,09/19/2012,220
AUEM12C04a,10/05/2012,128
AUEM12C04c,10/10/2012,172
AUEM12C03a,10/16/2012,152
AUEM12C03c,10/17/2012,164
AUEM12C02,01/11/2013,352
AUEM12C01,01/17/2013,996
AUEM12W07,01/28/2013,408
AUEM12W06,02/25/2013,392
AUEM12W05,03/15/2013,368
AUEM12W04,04/05/2013,256
AUEM12W03b,04/22/2013,0
AUEM12W03a,04/22/2013,208
AUEM12W02,05/06/2013,208
AUEM12W01,08/15/2014,111
AUEM13F03,02/10/2012,882
AUEM13F02,02/24/2012,972
AUEM13F01,03/30/2012,411
AUEM13C04a,07/05/2012,437
AUEM13C03a,08/25/2012,184
AUEM13C04c,08/29/2012,152
AUEM13C04b,09/11/2012,282
AUEM13C03c,09/20/2012,208
AUEM13C03b,09/24/2012,346
AUEM13C02,11/09/2012,384
AUEM13C01,11/15/2012,1216
AUEM13W07,01/10/2013,440
AUEM13W06,01/23/2013,400
AUEM13W05,02/04/2013,332
AUEM13W04,02/18/2013,312
AUEM13W03b,03/04/2013,0
AUEM13W03a,03/04/2013,240
AUEM13W02,04/01/2013,184
AUEM13W01,07/25/2014,102
AUEM14F02,03/14/2012,1079
AUEM14F01,03/27/2012,906
AUEM14C04b,08/15/2012,207
AUEM14C03b,08/21/2012,208
AUEM14C04c,09/03/2012,187
AUEM14C03c,09/27/2012,156
AUEM14C04a,10/01/2012,160
AUEM14C03a,10/06/2012,152
AUEM14C02,12/05/2012,336
AUEM14C01,12/12/2012,996
AUEM14W07,02/13/2013,408
AUEM14W06,04/26/2013,392
AUEM14W05,05/07/2013,336
AUEM14W04,05/17/2013,272
AUEM14W03b,05/27/2013,0
AUEM14W03a,05/27/2013,220
AUEM14W02,06/07/2013,184
AUEM14W01,07/16/2014,121
AUEM15F02,02/02/2012,719.5
AUEM15F01,02/28/2012,708
AUEM15C04c,05/26/2012,66
AUEM15C03c,06/08/2012,70
AUEM15C04a,06/19/2012,104
AUEM15C03a,07/09/2012,104
AUEM15C04b,07/18/2012,262
AUEM15C03b,07/31/2012,171
AUEM15C02,10/29/2012,256
AUEM15C01,11/07/2012,776
AUEM15W07,12/29/2012,344
AUEM15W06,01/21/2013,312
AUEM15W05,01/29/2013,256
AUEM15W04,06/18/2013,216
AUEM15W03b,06/26/2013,0
AUEM15W03a,06/26/2013,183
AUEM15W02,07/04/2013,164
AUEM15W01,07/10/2014,119
AUEM16F02,01/29/2012,876
AUEM16F01,02/06/2012,911
AUEM16C04b,05/18/2012,238
AUEM16C04c,06/01/2012,77
AUEM16C03b,06/09/2012,223
AUEM16C03c,06/12/2012,72
AUEM16C04a,07/07/2012,134
AUEM16C03a,08/04/2012,136
AUEM16C02,09/27/2012,308
AUEM16C01,10/05/2012,968
AUEM16W07,11/19/2012,416
AUEM16W06,07/12/2013,384
AUEM16W05,07/24/2013,356
AUEM16W04,07/30/2013,285
AUEM16W03b,08/08/2013,0
AUEM16W03a,08/08/2013,222
AUEM16W02,08/20/2013,194
AUEM16W01,07/02/2014,144
AUEM17F02,03/31/2012,861
AUEM17F01,04/11/2012,1009
AUEM17C04c,06/19/2012,100
AUEM17C03c,06/25/2012,110
AUEM17C04b,06/25/2012,181
AUEM17C04a,06/30/2012,131
AUEM17C03b,07/11/2012,242
AUEM17C03a,07/26/2012,139
AUEM17C02,08/30/2012,298
AUEM17C01,09/04/2012,998
AUEM17W07,10/16/2012,424
AUEM17W06,12/10/2012,368
AUEM17W05,01/05/2013,336
AUEM17W04,06/10/2013,262
AUEM17W03b,06/20/2013,0
AUEM17W03a,06/20/2013,208
AUEM17W02,06/26/2013,182
AUEM17W01,05/16/2014,168
AUEM18F02,08/17/2012,484
AUEM18F01,08/23/2012,583
AUEM18C04a,01/25/2013,72
AUEM18C03a,02/01/2013,80
AUEM18C04c,02/01/2013,48
AUEM18C03c,02/06/2013,48
AUEM18C04b,02/16/2013,128
AUEM18C03b,02/20/2013,136
AUEM18C02,03/18/2013,216
AUEM18C01,03/25/2013,532
AUEM18W07,11/02/2013,237
AUEM18W06,11/13/2013,218
AUEM18W05,11/20/2013,181
AUEM18W04,11/29/2013,166
AUEM18W03b,12/07/2013,0
AUEM18W03a,12/07/2013,164
AUEM18W02,12/16/2013,180
AUEM18W01,04/14/2014,112
AUEM19F02,01/02/2013,856
AUEM19F01,01/18/2013,1212
AUEM19C04a,02/13/2013,208
AUEM19C03a,02/26/2013,192
AUEM19C04c,03/04/2013,95
AUEM19C03c,03/13/2013,96
AUEM19C04b,03/14/2013,224
AUEM19C03b,03/23/2013,272
AUEM19C02,04/04/2013,408
AUEM19C01,04/12/2013,1304
AUEM19W07,05/11/2013,540
AUEM19W06,05/24/2013,470
AUEM19W05,05/31/2013,394
AUEM19W04,06/14/2013,300
AUEM19W03b,06/22/2013,0
AUEM19W03a,06/22/2013,288
AUEM19W02,07/03/2013,285
AUEM19W01,06/10/2014,224
AUEM20F02,08/21/2012,1001
AUEM20F01,08/28/2012,988
AUEM20C04a,02/02/2013,136
AUEM20C03a,03/28/2013,120
AUEM20C04c,04/04/2013,72
AUEM20C03c,04/10/2013,104
AUEM20C04b,04/17/2013,128
AUEM20C03b,04/22/2013,200
AUEM20C02,04/27/2013,336
AUEM20C01,05/02/2013,896
AUEM20W07,07/10/2013,456
AUEM20W06,07/18/2013,363
AUEM20W05,07/29/2013,320
AUEM20W04,08/12/2013,220
AUEM20W03b,09/02/2013,0
AUEM20W03a,09/02/2013,203
AUEM20W02,09/10/2013,177
AUEM20W01,03/29/2014,140
AUEM21F02,04/09/2012,815
AUEM21F01,04/24/2012,1022
AUEM21C04b,06/07/2012,226
AUEM21C04a,06/11/2012,130
AUEM21C04c,06/16/2012,67
AUEM21C03a,07/14/2012,238
AUEM21C03b,07/23/2012,212
AUEM21C03c,06/17/2012,0
AUEM21C02,09/15/2012,322
AUEM21C01,09/20/2012,983
AUEM21W07,10/02/2012,420
AUEM21W06,10/18/2012,392
AUEM21W05,11/06/2012,320
AUEM21W04,08/05/2013,273
AUEM21W03b,08/19/2013,0
AUEM21W03a,08/19/2013,230
AUEM21W02,08/26/2013,173
AUEM21W01,03/20/2014,124
AUEM22F02,01/11/2012,836
AUEM22F01,02/01/2012,947
AUEM22C04a,03/16/2012,222
AUEM22C03c,03/29/2012,120
AUEM22C03a,04/03/2012,75
AUEM22C04b,05/15/2012,188
AUEM22C03b,05/25/2012,209
AUEM22C04c,07/05/2012,8
AUEM22C02,08/24/2012,304
AUEM22C01,08/31/2012,966
AUEM22W07,09/08/2012,432
AUEM22W06,09/26/2012,352
AUEM22W05,11/13/2012,328
AUEM22W04,09/12/2013,272
AUEM22W03b,09/18/2013,0
AUEM22W03a,09/18/2013,209
AUEM22W02,10/03/2013,178
AUEM22W01,06/16/2014,144
AUEM23F02,02/15/2012,864
AUEM23F01,02/29/2012,1104
AUEM23C04a,03/26/2012,188
AUEM23C04c,03/28/2012,59
AUEM23C03a,04/04/2012,45
AUEM23C03b,04/11/2012,446
AUEM23C03c,04/14/2012,110
AUEM23C04b,04/22/2012,356
AUEM23C02,08/01/2012,352
AUEM23C01,08/10/2012,1199
AUEM23W07,08/28/2012,500
AUEM23W06,09/18/2012,446
AUEM23W05,10/10/2012,356
AUEM23W04,09/24/2013,328
AUEM23W03b,10/09/2013,0
AUEM23W03a,10/09/2013,249
AUEM23W02,10/24/2013,249
AUEM23W01,05/26/2014,144
AUWM01F03,10/11/2011,302
AUWM01F02b,10/24/2011,572
AUWM01F02a,11/07/2011,520
AUWM01F01b,11/19/2011,642
AUWM01C05b,02/04/2012,460
AUWM01C04b,03/01/2012,508
AUWM01F01a,03/16/2012,64
AUWM01C05a,05/28/2012,112
AUWM01C03b,06/18/2012,182
AUWM01C03a,06/18/2012,136
AUWM01C04a,06/18/2012,0
AUWM01C02,06/21/2012,371
AUWM01C01,01/31/2013,1040
AUWM01W08,02/18/2013,200
AUWM01W07,02/25/2013,424
AUWM01W06,03/20/2013,364
AUWM01W05,04/03/2013,360
AUWM01W04,05/07/2013,312
AUWM01W03a,06/12/2013,222
AUWM01W03b,06/13/2013,0
AUWM01W02,06/21/2013,174
AUWM01W01,03/26/2014,112
AUWM02F02,12/06/2011,816
AUWM02F01,12/16/2011,999
AUWM02C04b,02/24/2012,476
AUWM02C04a,03/09/2012,130
AUWM02C04c,02/14/2012,0
AUWM02C03b,03/12/2012,540
AUWM02C03a,03/15/2012,126
AUWM02C03c,02/15/2012,0
AUWM02C02,04/12/2012,341
AUWM02C01,05/01/2012,870
AUWM02W07,06/05/2012,423
AUWM02W06,06/20/2012,406
AUWM02W05,07/04/2012,338
AUWM02W04,07/18/2012,260
AUWM02W03b,08/14/2012,0
AUWM02W03a,08/13/2012,221
AUWM02W02,09/12/2012,192
AUWM02W01,04/22/2014,132
AUWM03F02,09/29/2011,789
AUWM03F01,10/21/2011,964
AUWM03C04c,11/11/2011,96
AUWM03C04b,01/06/2012,177
AUWM03C04a,01/24/2012,126
AUWM03C03c,12/21/2011,72
AUWM03C03b,02/02/2012,176
AUWM03C03a,02/26/2012,172
AUWM03C02,05/18/2012,296
AUWM03C01,05/25/2012,991
AUWM03W07,08/02/2012,427
AUWM03W06,08/23/2012,359
AUWM03W05,09/25/2012,310
AUWM03W04,06/18/2013,255
AUWM03W03b,06/28/2013,0
AUWM03W03a,06/27/2013,200
AUWM03W02,07/11/2013,190
AUWM03W01,04/11/2014,128
AUWM04F02,10/31/2011,496
AUWM04F01,11/15/2011,578
AUWM04C04c,12/09/2011,72
AUWM04C03c,12/29/2011,52
AUWM04C04b,01/12/2012,239
AUWM04C04a,02/10/2012,78
AUWM04C03b,02/09/2012,0
AUWM04C03a,03/06/2012,54
AUWM04C02,03/26/2012,170
AUWM04C01,04/13/2012,627
AUWM04W07,05/05/2012,283
AUWM04W06,05/16/2012,247
AUWM04W05,05/23/2012,246
AUWM04W04,05/30/2012,203
AUWM04W03a,06/12/2012,0
AUWM04W03b,06/11/2012,191
AUWM04W02,07/05/2012,102
AUWM04W01,05/17/2014,64
AUWM05F02,04/24/2012,1665
AUWM05F01,05/14/2012,1452
AUWM05C04a,07/16/2012,184
AUWM05C03a,07/31/2012,195
AUWM05C04c,10/15/2012,128
AUWM05C03c,11/07/2012,112
AUWM05C04b,11/27/2012,252
AUWM05C03b,12/06/2012,272
AUWM05C02,02/05/2013,416
AUWM05C01,02/15/2013,1336
AUWM05W07,03/11/2013,608
AUWM05W06,04/11/2013,504
AUWM05W05,04/24/2013,504
AUWM05W04,05/08/2013,356
AUWM05W03b,05/22/2013,0
AUWM05W03a,05/21/2013,274
AUWM05W02,06/05/2013,247
AUWM05W01,10/23/2014,182
AUWM06F02,11/17/2011,504
AUWM06F01,12/09/2011,556
AUWM06C04c,01/30/2012,63
AUWM06C04a,01/14/2013,80
AUWM06C03a,01/21/2013,80
AUWM06C03c,01/25/2013,48
AUWM06C04b,02/18/2013,104
AUWM06C03b,03/14/2013,120
AUWM06C02,03/23/2013,160
AUWM06C01,03/26/2013,584
AUWM06W07,05/28/2013,240
AUWM06W06,06/10/2013,214
AUWM06W05,06/20/2013,184
AUWM06W04,06/29/2013,157
AUWM06W03b,07/09/2013,0
AUWM06W03a,07/08/2013,135
AUWM06W02,07/20/2013,116
AUWM06W01,10/14/2014,82
AUWM07F02,08/09/2012,824
AUWM07F01,08/27/2012,1262
AUWM07C04a,12/06/2012,184
AUWM07C03a,12/18/2012,184
AUWM07C04c,12/21/2012,88
AUWM07C03c,01/03/2013,4
AUWM07C04b,01/23/2013,248
AUWM07C03b,02/08/2013,256
AUWM07C02,02/27/2013,440
AUWM07C01,03/06/2013,1304
AUWM07W07,04/01/2013,568
AUWM07W06,04/17/2013,480
AUWM07W05,04/30/2013,400
AUWM07W04,05/14/2013,317
AUWM07W03b,08/09/2013,0
AUWM07W03a,08/08/2013,267
AUWM07W02,08/21/2013,255
AUWM07W01,10/09/2014,208
AUWM08F02,10/31/2011,1004
AUWM08F01,01/24/2012,934
AUWM08C04c,04/25/2012,75
AUWM08C04a,05/03/2012,163
AUWM08C03c,05/09/2012,87
AUWM08C03a,05/15/2012,168
AUWM08C04b,05/19/2012,166
AUWM08C03b,06/04/2012,207
AUWM08C02,07/31/2012,302
AUWM08C01,08/13/2012,968
AUWM08W07,09/19/2012,439
AUWM08W06,10/09/2012,352
AUWM08W05,12/26/2012,312
AUWM08W04,07/02/2013,238
AUWM08W03b,07/17/2013,0
AUWM08W03a,07/16/2013,200
AUWM08W02,07/29/2013,193
AUWM08W01,09/29/2014,152
AUWM09F02,10/05/2011,792
AUWM09F01,10/18/2011,940
AUWM09C04c,11/14/2011,72
AUWM09C03c,11/24/2011,81
AUWM09C04a,12/02/2011,128
AUWM09C03a,12/14/2011,128
AUWM09C04b,12/16/2011,190
AUWM09C03b,01/23/2012,212
AUWM09C02,02/17/2012,279
AUWM09C01,03/22/2012,925
AUWM09W07,04/09/2012,394
AUWM09W06,05/03/2012,374
AUWM09W05,05/21/2012,326
AUWM09W04,06/08/2012,293
AUWM09W03b,06/23/2012,0
AUWM09W03a,06/22/2012,214
AUWM09W02,08/14/2012,187
AUWM09W01,09/20/2014,132
AUWM10F02,09/20/2011,788
AUWM10F01,01/05/2012,967
AUWM10C04a,03/08/2012,134
AUWM10C04c,03/10/2012,82
AUWM10C04b,03/13/2012,208
AUWM10C03a,03/15/2012,135
AUWM10C03c,03/17/2012,80
AUWM10C03b,03/20/2012,199
AUWM10C02,05/04/2012,364
AUWM10C01,05/14/2012,922
AUWM10W07,05/26/2012,424
AUWM10W06,06/12/2012,407
AUWM10W05,06/29/2012,315
AUWM10W04,08/20/2012,261
AUWM10W03b,10/07/2012,0
AUWM10W03a,10/06/2012,208
AUWM10W02,10/17/2012,200
AUWM10W01,09/15/2014,151
AUWM11F02,08/19/2011,344
AUWM11F01,08/30/2011,408
AUWM11C04c,02/07/2012,45
AUWM11C04a,02/22/2012,24
AUWM11C04b,02/22/2012,80
AUWM11C03c,02/23/2012,30
AUWM11C03a,03/01/2012,61
AUWM11C03b,03/02/2012,92
AUWM11C02,04/03/2012,123
AUWM11C01,04/16/2012,401
AUWM11W07,05/08/2012,171
AUWM11W06,05/18/2012,186
AUWM11W05,05/25/2012,127
AUWM11W04,06/04/2012,110
AUWM11W03a,06/12/2012,0
AUWM11W03b,06/11/2012,93
AUWM11W02,06/27/2012,72
AUWM11W01,09/09/2014,40
AUWM12F02,01/07/2012,1112
AUWM12F01,02/08/2012,1263
