Activity ID,Structure,Main structure,Activity Name,Start,Finish,Budgeted Units,Remaining Units,WBS Path,WBS Name,Resource Type,Resource Name
TRF3-SL-01b-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,1-Aug-12,1-Aug-12,0,0,2.13.2.1.1.1.27,TRF3-SL-01b,Material,Rebar
TRF3-SL-06b-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,14-Jun-12,14-Jun-12,0,0,2.13.2.1.1.1.12,TRF3-SL-06b,Material,Rebar
TRF3-SL-01a-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,6-Aug-12,9-Aug-12,52906,52906,2.13.2.1.1.1.26,TRF3-SL-01a,Material,Rebar
TRF3-SL-06c-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,23-Jun-12,23-Jun-12,0,0,2.13.2.1.1.1.13,TRF3-SL-06c,Material,Rebar
TRF3-SL-03c-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,23-Jul-12,23-Jul-12,0,0,2.13.2.1.1.1.22,TRF3-SL-03c,Material,Rebar
TRF3-SL-11-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,2-May-12,4-May-12,37064,37064,2.13.2.1.1.1.2,TRF3-SL-11,Material,Rebar
TRF3-SL-08a-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,28-May-12,31-May-12,68220,68220,2.13.2.1.1.1.5,TRF3-SL-08a,Material,Rebar
TRF3-SL-08c-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,4-Jun-12,4-Jun-12,0,0,2.13.2.1.1.1.7,TRF3-SL-08c,Material,Rebar
TRF3-SL-02a-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,24-Jul-12,30-Jul-12,110073,110073,2.13.2.1.1.1.23,TRF3-SL-02a,Material,Rebar
TRF3-SL-03b-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,14-Jul-12,14-Jul-12,0,0,2.13.2.1.1.1.21,TRF3-SL-03b,Material,Rebar
TRF3-SL-08b-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,26-May-12,26-May-12,0,0,2.13.2.1.1.1.6,TRF3-SL-08b,Material,Rebar
TRF3-SL-03a-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,16-Jul-12,20-Jul-12,64378,64378,2.13.2.1.1.1.20,TRF3-SL-03a,Material,Rebar
TRF3-SL-02b-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,23-Jul-12,23-Jul-12,0,0,2.13.2.1.1.1.24,TRF3-SL-02b,Material,Rebar
TRF3-SL-10-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,8-May-12,14-May-12,55735,55735,2.13.2.1.1.1.3,TRF3-SL-10,Material,Rebar
TRF3-SL-09-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,19-May-12,24-May-12,61174,61174,2.13.2.1.1.1.4,TRF3-SL-09,Material,Rebar
TRF3-SL-12-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,24-Apr-12,27-Apr-12,70009,70009,2.13.2.1.1.1.1,TRF3-SL-12,Material,Rebar
TRF3-SL-05b-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,23-Jun-12,23-Jun-12,0,0,2.13.2.1.1.1.15,TRF3-SL-05b,Material,Rebar
TRF3-SL-07b-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,4-Jun-12,4-Jun-12,0,0,2.13.2.1.1.1.9,TRF3-SL-07b,Material,Rebar
TRF3-SL-07c-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,14-Jun-12,14-Jun-12,0,0,2.13.2.1.1.1.10,TRF3-SL-07c,Material,Rebar
TRF3-SL-06a-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,15-Jun-12,20-Jun-12,78079,78079,2.13.2.1.1.1.11,TRF3-SL-06a,Material,Rebar
TRF3-SL-05a-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,26-Jun-12,30-Jun-12,75295,75295,2.13.2.1.1.1.14,TRF3-SL-05a,Material,Rebar
TRF3-SL-05c-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,4-Jul-12,4-Jul-12,0,0,2.13.2.1.1.1.16,TRF3-SL-05c,Material,Rebar
TRF3-SL-04a-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,6-Jul-12,10-Jul-12,67206,67206,2.13.2.1.1.1.17,TRF3-SL-04a,Material,Rebar
TRF3-SL-04b-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,4-Jul-12,4-Jul-12,0,0,2.13.2.1.1.1.18,TRF3-SL-04b,Material,Rebar
TRF3-SL-07a-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,5-Jun-12,11-Jun-12,76052,76052,2.13.2.1.1.1.8,TRF3-SL-07a,Material,Rebar
TRF3-SL-04c-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,14-Jul-12,14-Jul-12,0,0,2.13.2.1.1.1.19,TRF3-SL-04c,Material,Rebar
TRF3-SL-02c-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,1-Aug-12,1-Aug-12,0,0,2.13.2.1.1.1.25,TRF3-SL-02c,Material,Rebar
TRF3-SL-01c-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,13-Aug-12,13-Aug-12,0,0,2.13.2.1.1.1.28,TRF3-SL-01c,Material,Rebar
TRF3-P2-02-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,31-Aug-12,31-Aug-12,6861,6861,2.13.2.1.1.2.3.2.3,TRF3-P2-02,Material,Rebar
TRF3-P2-01-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,3-Sep-12,3-Sep-12,1722,1722,2.13.2.1.1.2.3.2.4,TRF3-P2-01,Material,Rebar
TRF3-P2-03-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,25-Aug-12,25-Aug-12,2519,2519,2.13.2.1.1.2.3.2.2,TRF3-P2-03,Material,Rebar
TRF3-P5-03-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,21-Aug-12,21-Aug-12,4994,4994,2.13.2.1.1.2.3.5.2,TRF3-P5-03,Material,Rebar
TRF3-P5-04-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,15-Aug-12,17-Aug-12,6478,6478,2.13.2.1.1.2.3.5.1,TRF3-P5-04,Material,Rebar
TRF3-P5-01-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,3-Sep-12,3-Sep-12,3411,3411,2.13.2.1.1.2.3.5.4,TRF3-P5-01,Material,Rebar
TRF3-P5-02-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,27-Aug-12,29-Aug-12,19983,19983,2.13.2.1.1.2.3.5.3,TRF3-P5-02,Material,Rebar
TRF3-P4-01-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,3-Sep-12,3-Sep-12,1722,1722,2.13.2.1.1.2.3.4.4,TRF3-P4-01,Material,Rebar
TRF3-P4-02-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,31-Aug-12,31-Aug-12,6861,6861,2.13.2.1.1.2.3.4.3,TRF3-P4-02,Material,Rebar
TRF3-P4-03-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,25-Aug-12,25-Aug-12,2519,2519,2.13.2.1.1.2.3.4.2,TRF3-P4-03,Material,Rebar
TRF3-P3-08-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,20-Jul-12,21-Jul-12,5854,5854,2.13.2.1.1.2.3.3.2,TRF3-P3-08,Material,Rebar
TRF3-P3-05-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,6-Aug-12,6-Aug-12,6272,6272,2.13.2.1.1.2.3.3.5,TRF3-P3-05,Material,Rebar
TRF3-P3-04-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,15-Aug-12,17-Aug-12,4337,4337,2.13.2.1.1.2.3.3.6,TRF3-P3-04,Material,Rebar
TRF3-P3-03-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,21-Aug-12,21-Aug-12,4153,4153,2.13.2.1.1.2.3.3.7,TRF3-P3-03,Material,Rebar
TRF3-P3-01-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,31-Aug-12,31-Aug-12,1613,1613,2.13.2.1.1.2.3.3.9,TRF3-P3-01,Material,Rebar
TRF3-P3-02-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,27-Aug-12,27-Aug-12,7107,7107,2.13.2.1.1.2.3.3.8,TRF3-P3-02,Material,Rebar
TRF3-P3-07-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,25-Jul-12,25-Jul-12,6506,6506,2.13.2.1.1.2.3.3.3,TRF3-P3-07,Material,Rebar
TRF3-P3-06-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,28-Jul-12,30-Jul-12,7643,7643,2.13.2.1.1.2.3.3.4,TRF3-P3-06,Material,Rebar
TRF3-P3-09-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,16-Jul-12,16-Jul-12,3472,3472,2.13.2.1.1.2.3.3.1,TRF3-P3-09,Material,Rebar
TRF3-P1-04-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,15-Aug-12,17-Aug-12,6478,6478,2.13.2.1.1.2.3.1.1,TRF3-P1-04,Material,Rebar
TRF3-P1-03-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,21-Aug-12,21-Aug-12,4994,4994,2.13.2.1.1.2.3.1.2,TRF3-P1-03,Material,Rebar
TRF3-P1-02-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,27-Aug-12,29-Aug-12,19983,19983,2.13.2.1.1.2.3.1.3,TRF3-P1-02,Material,Rebar
TRF3-P1-01-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,3-Sep-12,3-Sep-12,3411,3411,2.13.2.1.1.2.3.1.4,TRF3-P1-01,Material,Rebar
TRF3-NW-01-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,27-Aug-12,27-Aug-12,1505,1505,2.13.2.1.1.2.2.11,TRF3-NW-01,Material,Rebar
TRF3-NW-02-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,22-Aug-12,23-Aug-12,8203,8203,2.13.2.1.1.2.2.10,TRF3-NW-02,Material,Rebar
TRF3-NW-03-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,18-Aug-12,18-Aug-12,5837,5837,2.13.2.1.1.2.2.9,TRF3-NW-03,Material,Rebar
TRF3-NW-04-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,13-Aug-12,14-Aug-12,6226,6226,2.13.2.1.1.2.2.8,TRF3-NW-04,Material,Rebar
TRF3-NW-11-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,15-Jun-12,15-Jun-12,6978,6978,2.13.2.1.1.2.2.1,TRF3-NW-11,Material,Rebar
TRF3-NW-05-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,3-Aug-12,3-Aug-12,6369,6369,2.13.2.1.1.2.2.7,TRF3-NW-05,Material,Rebar
TRF3-NW-08-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,30-Jun-12,30-Jun-12,5872,5872,2.13.2.1.1.2.2.4,TRF3-NW-08,Material,Rebar
TRF3-NW-09-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,25-Jun-12,26-Jun-12,5866,5866,2.13.2.1.1.2.2.3,TRF3-NW-09,Material,Rebar
TRF3-NW-10-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,19-Jun-12,20-Jun-12,8320,8320,2.13.2.1.1.2.2.2,TRF3-NW-10,Material,Rebar
TRF3-NW-06-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,14-Jul-12,16-Jul-12,6223,6223,2.13.2.1.1.2.2.6,TRF3-NW-06,Material,Rebar
TRF3-NW-07-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,4-Jul-12,6-Jul-12,6148,6148,2.13.2.1.1.2.2.5,TRF3-NW-07,Material,Rebar
TRF3-SW-05-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,3-Aug-12,3-Aug-12,6369,6369,2.13.2.1.1.2.1.7,TRF3-SW-05,Material,Rebar
TRF3-SW-06-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,14-Jul-12,16-Jul-12,6223,6223,2.13.2.1.1.2.1.6,TRF3-SW-06,Material,Rebar
TRF3-SW-03-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,18-Aug-12,18-Aug-12,5837,5837,2.13.2.1.1.2.1.9,TRF3-SW-03,Material,Rebar
TRF3-SW-02-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,22-Aug-12,23-Aug-12,8203,8203,2.13.2.1.1.2.1.10,TRF3-SW-02,Material,Rebar
TRF3-SW-01-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,27-Aug-12,27-Aug-12,1505,1505,2.13.2.1.1.2.1.11,TRF3-SW-01,Material,Rebar
TRF3-SW-10-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,19-Jun-12,20-Jun-12,8320,8320,2.13.2.1.1.2.1.2,TRF3-SW-10,Material,Rebar
TRF3-SW-11-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,15-Jun-12,15-Jun-12,6978,6978,2.13.2.1.1.2.1.1,TRF3-SW-11,Material,Rebar
TRF3-SW-08-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,30-Jun-12,30-Jun-12,5872,5872,2.13.2.1.1.2.1.4,TRF3-SW-08,Material,Rebar
TRF3-SW-07-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,4-Jul-12,6-Jul-12,6148,6148,2.13.2.1.1.2.1.5,TRF3-SW-07,Material,Rebar
TRF3-SW-09-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,25-Jun-12,26-Jun-12,5866,5866,2.13.2.1.1.2.1.3,TRF3-SW-09,Material,Rebar
TRF3-SW-04-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,13-Aug-12,14-Aug-12,6226,6226,2.13.2.1.1.2.1.8,TRF3-SW-04,Material,Rebar
TRF3-R-09-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,22-Sep-12,27-Sep-12,44849,44849,2.13.2.1.1.3.6,TRF3-R-09,Material,Rebar
TRF3-R-08-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,2-Oct-12,8-Oct-12,47363,47363,2.13.2.1.1.3.7,TRF3-R-08,Material,Rebar
TRF3-R-14-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,11-Aug-12,14-Aug-12,40855,40855,2.13.2.1.1.3.1,TRF3-R-14,Material,Rebar
TRF3-R-13-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,18-Aug-12,21-Aug-12,27784,27784,2.13.2.1.1.3.2,TRF3-R-13,Material,Rebar
TRF3-R-11-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,4-Sep-12,8-Sep-12,40741,40741,2.13.2.1.1.3.4,TRF3-R-11,Material,Rebar
TRF3-R-07-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,13-Oct-12,20-Oct-12,52849,52849,2.13.2.1.1.3.8,TRF3-R-07,Material,Rebar
TRF3-R-06-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,27-Oct-12,1-Nov-12,53461,53461,2.13.2.1.1.3.9,TRF3-R-06,Material,Rebar
TRF3-R-05-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,9-Nov-12,14-Nov-12,52773,52773,2.13.2.1.1.3.10,TRF3-R-05,Material,Rebar
TRF3-R-03-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,4-Dec-12,10-Dec-12,96945,96945,2.13.2.1.1.3.12,TRF3-R-03,Material,Rebar
TRF3-R-02-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,15-Dec-12,20-Dec-12,127870,127870,2.13.2.1.1.3.13,TRF3-R-02,Material,Rebar
TRF3-R-01-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,28-Dec-12,5-Jan-13,76285,76285,2.13.2.1.1.3.14,TRF3-R-01,Material,Rebar
TRF3-R-04-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,22-Nov-12,29-Nov-12,71944,71944,2.13.2.1.1.3.11,TRF3-R-04,Material,Rebar
TRF3-R-12-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,27-Aug-12,29-Aug-12,40134,40134,2.13.2.1.1.3.3,TRF3-R-12,Material,Rebar
TRF3-R-10-20,WSB-TR,TRIFURCATION 3,Steel Reinforcement,14-Sep-12,17-Sep-12,40706,40706,2.13.2.1.1.3.5,TRF3-R-10,Material,Rebar
TRF4-SW-07-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,6-Aug-12,7-Aug-12,6148,6148,2.13.2.1.2.2.1.5,TRF4-SW-07,Material,Rebar
TRF4-SW-06-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,11-Aug-12,13-Aug-12,6223,6223,2.13.2.1.2.2.1.6,TRF4-SW-06,Material,Rebar
TRF4-SW-04-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,10-Sep-12,11-Sep-12,6226,6226,2.13.2.1.2.2.1.8,TRF4-SW-04,Material,Rebar
TRF4-SW-03-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,15-Sep-12,17-Sep-12,5837,5837,2.13.2.1.2.2.1.9,TRF4-SW-03,Material,Rebar
TRF4-SW-02-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,21-Sep-12,22-Sep-12,8203,8203,2.13.2.1.2.2.1.10,TRF4-SW-02,Material,Rebar
TRF4-SW-01-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,27-Sep-12,27-Sep-12,1505,1505,2.13.2.1.2.2.1.11,TRF4-SW-01,Material,Rebar
TRF4-SW-05-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,31-Aug-12,31-Aug-12,6369,6369,2.13.2.1.2.2.1.7,TRF4-SW-05,Material,Rebar
TRF4-SW-11-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,16-Jul-12,16-Jul-12,6978,6978,2.13.2.1.2.2.1.1,TRF4-SW-11,Material,Rebar
TRF4-SW-09-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,26-Jul-12,28-Jul-12,5866,5866,2.13.2.1.2.2.1.3,TRF4-SW-09,Material,Rebar
TRF4-SW-08-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,1-Aug-12,1-Aug-12,5872,5872,2.13.2.1.2.2.1.4,TRF4-SW-08,Material,Rebar
TRF4-SW-10-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,21-Jul-12,23-Jul-12,8463,8463,2.13.2.1.2.2.1.2,TRF4-SW-10,Material,Rebar
TRF4-P1-01-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,29-Sep-12,29-Sep-12,3411,3411,2.13.2.1.2.2.3.1.4,TRF4-P1-01,Material,Rebar
TRF4-P1-02-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,22-Sep-12,25-Sep-12,19983,19983,2.13.2.1.2.2.3.1.3,TRF4-P1-02,Material,Rebar
TRF4-P1-04-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,13-Sep-12,14-Sep-12,6478,6478,2.13.2.1.2.2.3.1.1,TRF4-P1-04,Material,Rebar
TRF4-P1-03-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,18-Sep-12,18-Sep-12,4994,4994,2.13.2.1.2.2.3.1.2,TRF4-P1-03,Material,Rebar
TRF4-P2-01-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,29-Sep-12,29-Sep-12,1722,1722,2.13.2.1.2.2.3.2.4,TRF4-P2-01,Material,Rebar
TRF4-P2-02-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,25-Sep-12,25-Sep-12,6861,6861,2.13.2.1.2.2.3.2.3,TRF4-P2-02,Material,Rebar
TRF4-P2-03-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,21-Sep-12,21-Sep-12,2519,2519,2.13.2.1.2.2.3.2.2,TRF4-P2-03,Material,Rebar
TRF4-P3-01-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,27-Sep-12,27-Sep-12,1613,1613,2.13.2.1.2.2.3.3.9,TRF4-P3-01,Material,Rebar
TRF4-P3-03-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,18-Sep-12,18-Sep-12,4153,4153,2.13.2.1.2.2.3.3.7,TRF4-P3-03,Material,Rebar
TRF4-P3-04-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,13-Sep-12,14-Sep-12,4337,4337,2.13.2.1.2.2.3.3.6,TRF4-P3-04,Material,Rebar
TRF4-P3-06-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,25-Aug-12,27-Aug-12,7643,7643,2.13.2.1.2.2.3.3.4,TRF4-P3-06,Material,Rebar
TRF4-P3-09-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,13-Aug-12,13-Aug-12,3472,3472,2.13.2.1.2.2.3.3.1,TRF4-P3-09,Material,Rebar
TRF4-P3-02-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,22-Sep-12,22-Sep-12,7107,7107,2.13.2.1.2.2.3.3.8,TRF4-P3-02,Material,Rebar
TRF4-P3-07-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,22-Aug-12,22-Aug-12,6506,6506,2.13.2.1.2.2.3.3.3,TRF4-P3-07,Material,Rebar
TRF4-P3-08-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,17-Aug-12,18-Aug-12,5854,5854,2.13.2.1.2.2.3.3.2,TRF4-P3-08,Material,Rebar
TRF4-P3-05-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,3-Sep-12,3-Sep-12,6272,6272,2.13.2.1.2.2.3.3.5,TRF4-P3-05,Material,Rebar
TRF4-P5-04-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,13-Sep-12,14-Sep-12,6478,6478,2.13.2.1.2.2.3.5.1,TRF4-P5-04,Material,Rebar
TRF4-P5-01-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,29-Sep-12,29-Sep-12,3411,3411,2.13.2.1.2.2.3.5.4,TRF4-P5-01,Material,Rebar
TRF4-P5-03-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,18-Sep-12,18-Sep-12,4994,4994,2.13.2.1.2.2.3.5.2,TRF4-P5-03,Material,Rebar
TRF4-P5-02-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,22-Sep-12,25-Sep-12,19983,19983,2.13.2.1.2.2.3.5.3,TRF4-P5-02,Material,Rebar
TRF4-P4-03-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,21-Sep-12,21-Sep-12,2519,2519,2.13.2.1.2.2.3.4.2,TRF4-P4-03,Material,Rebar
TRF4-P4-02-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,25-Sep-12,25-Sep-12,6861,6861,2.13.2.1.2.2.3.4.3,TRF4-P4-02,Material,Rebar
TRF4-P4-01-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,29-Sep-12,29-Sep-12,1722,1722,2.13.2.1.2.2.3.4.4,TRF4-P4-01,Material,Rebar
TRF4-NW-11-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,16-Jul-12,16-Jul-12,6978,6978,2.13.2.1.2.2.2.1,TRF4-NW-11,Material,Rebar
TRF4-NW-10-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,21-Jul-12,23-Jul-12,8463,8463,2.13.2.1.2.2.2.2,TRF4-NW-10,Material,Rebar
TRF4-NW-09-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,26-Jul-12,28-Jul-12,5866,5866,2.13.2.1.2.2.2.3,TRF4-NW-09,Material,Rebar
TRF4-NW-07-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,6-Aug-12,7-Aug-12,6148,6148,2.13.2.1.2.2.2.5,TRF4-NW-07,Material,Rebar
TRF4-NW-06-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,11-Aug-12,13-Aug-12,6223,6223,2.13.2.1.2.2.2.6,TRF4-NW-06,Material,Rebar
TRF4-NW-05-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,31-Aug-12,31-Aug-12,6369,6369,2.13.2.1.2.2.2.7,TRF4-NW-05,Material,Rebar
TRF4-NW-01-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,27-Sep-12,27-Sep-12,1505,1505,2.13.2.1.2.2.2.11,TRF4-NW-01,Material,Rebar
TRF4-NW-08-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,1-Aug-12,1-Aug-12,5872,5872,2.13.2.1.2.2.2.4,TRF4-NW-08,Material,Rebar
TRF4-NW-03-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,15-Sep-12,17-Sep-12,5837,5837,2.13.2.1.2.2.2.9,TRF4-NW-03,Material,Rebar
TRF4-NW-02-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,21-Sep-12,22-Sep-12,8203,8203,2.13.2.1.2.2.2.10,TRF4-NW-02,Material,Rebar
TRF4-NW-04-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,10-Sep-12,11-Sep-12,6226,6226,2.13.2.1.2.2.2.8,TRF4-NW-04,Material,Rebar
TRF4-SL-07b-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,3-Jul-12,3-Jul-12,0,0,2.13.2.1.2.1.9,TRF4-SL-07b,Material,Rebar
TRF4-SL-12-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,22-May-12,26-May-12,70009,70009,2.13.2.1.2.1.1,TRF4-SL-12,Material,Rebar
TRF4-SL-11-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,30-May-12,2-Jun-12,37064,37064,2.13.2.1.2.1.2,TRF4-SL-11,Material,Rebar
TRF4-SL-02a-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,21-Aug-12,27-Aug-12,110073,110073,2.13.2.1.2.1.23,TRF4-SL-02a,Material,Rebar
TRF4-SL-02b-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,20-Aug-12,20-Aug-12,0,0,2.13.2.1.2.1.24,TRF4-SL-02b,Material,Rebar
TRF4-SL-02c-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,29-Aug-12,29-Aug-12,0,0,2.13.2.1.2.1.25,TRF4-SL-02c,Material,Rebar
TRF4-SL-01a-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,3-Sep-12,7-Sep-12,52906,52906,2.13.2.1.2.1.26,TRF4-SL-01a,Material,Rebar
TRF4-SL-10-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,8-Jun-12,14-Jun-12,55735,55735,2.13.2.1.2.1.3,TRF4-SL-10,Material,Rebar
TRF4-SL-09-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,19-Jun-12,22-Jun-12,61174,61174,2.13.2.1.2.1.4,TRF4-SL-09,Material,Rebar
TRF4-SL-08b-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,25-Jun-12,25-Jun-12,0,0,2.13.2.1.2.1.6,TRF4-SL-08b,Material,Rebar
TRF4-SL-08c-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,3-Jul-12,3-Jul-12,0,0,2.13.2.1.2.1.7,TRF4-SL-08c,Material,Rebar
TRF4-SL-07a-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,6-Jul-12,10-Jul-12,76052,76052,2.13.2.1.2.1.8,TRF4-SL-07a,Material,Rebar
TRF4-SL-07c-20,WSB-TR,TRIFURCATION 4,Steel Reinforcement,14-Jul-12,14-Jul-12,0,0,2.13.2.1.2.1.10,TRF4-SL-07c,Material,Rebar
