Activity ID,Structure,Main structure,Activity Name,Start,Finish,Budgeted Units,Remaining Units,WBS Path,WBS Name,Resource Type,Resource Name
UE-M05-C03-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,26-Apr-11,28-Apr-11,37263,37263,2.2.1.5.2.2,UE-M05-C03,Material,Rebar
UE-M05-C02-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,6-May-11,10-May-11,82259,82259,2.2.1.5.2.3,UE-M05-C02,Material,Rebar
UE-M05-C01-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,14-May-11,17-May-11,69022,69022,2.2.1.5.2.4,UE-M05-C01,Material,Rebar
UE-M05-F01-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,2-Apr-11,6-Apr-11,51864,51864,2.2.1.5.1.3,UE-M05-F01,Material,Rebar
UE-M05-F03-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,22-Mar-11,24-Mar-11,38615,38615,2.2.1.5.1.1,UE-M05-F03,Material,Rebar
UE-M05-F02-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,30-Mar-11,31-Mar-11,26097,26097,2.2.1.5.1.2,UE-M05-F02,Material,Rebar
UE-M05-W09-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,26-May-11,27-May-11,16737,16737,2.2.1.5.3.1,UE-M05-W09,Material,Rebar
UE-M05-W08-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,31-May-11,2-Jun-11,11360,11360,2.2.1.5.3.2,UE-M05-W08,Material,Rebar
UE-M05-W07-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,7-Jun-11,10-Jun-11,13743,13743,2.2.1.5.3.3,UE-M05-W07,Material,Rebar
UE-M05-W06-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,16-Jun-11,17-Jun-11,6371,6371,2.2.1.5.3.4,UE-M05-W06,Material,Rebar
UE-M05-W01-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,18-Jul-11,19-Jul-11,5575,5575,2.2.1.5.3.6,UE-M05-W01,Material,Rebar
UE-M05-W05-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,21-Jun-11,22-Jun-11,9141,9141,2.2.1.5.3.5,UE-M05-W05,Material,Rebar
UE-M05-W04-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,30-Jun-11,30-Jun-11,6508,6508,2.2.1.5.3.7,UE-M05-W04,Material,Rebar
UE-M05-W03-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,6-Jul-11,8-Jul-11,12013,12013,2.2.1.5.3.8,UE-M05-W03,Material,Rebar
UE-M05-W02-20,CHAMBER WALL,UPPER CHAMBER,Steel Reinforcement,13-Jul-11,13-Jul-11,4259,4259,2.2.1.5.3.9,UE-M05-W02,Material,Rebar
CU2-C-04a-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,7-Apr-11,8-Apr-11,10917,10917,2.2.2.4.1.1,4,Material,Rebar
CU2-C-03a S-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,12-Apr-11,12-Apr-11,3154,3154,2.2.2.4.1.2,03 S,Material,Rebar
CU2-C-03a N-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,12-Apr-11,12-Apr-11,3154,3154,2.2.2.4.1.3,03 N,Material,Rebar
CU2-C-02a-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,16-Apr-11,16-Apr-11,6877,6877,2.2.2.4.1.4,2,Material,Rebar
CU2-C-04c-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,11-Aug-11,12-Aug-11,10917,10917,2.2.2.4.3.1,4,Material,Rebar
CU2-C-03c S-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,16-Aug-11,16-Aug-11,3154,3154,2.2.2.4.3.2,03 S,Material,Rebar
CU2-C-03c N-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,16-Aug-11,16-Aug-11,3154,3154,2.2.2.4.3.3,03 N,Material,Rebar
CU2-C-02c-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,20-Aug-11,22-Aug-11,6877,6877,2.2.2.4.3.4,2,Material,Rebar
CU2-C-01b-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,26-Aug-11,26-Aug-11,0,0,2.2.2.4.3.5,1,Material,Rebar
CU2-C-03d N-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,8-Aug-11,8-Aug-11,3154,3154,2.2.2.4.4.3,03 N,Material,Rebar
CU2-C-02d-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,12-Aug-11,13-Aug-11,6877,6877,2.2.2.4.4.4,2,Material,Rebar
CU2-C-04d-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,2-Aug-11,3-Aug-11,10917,10917,2.2.2.4.4.1,4,Material,Rebar
CU2-C-03d S-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,8-Aug-11,8-Aug-11,3154,3154,2.2.2.4.4.2,03 S,Material,Rebar
CU2-C-04b-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,16-Apr-11,18-Apr-11,10917,10917,2.2.2.4.2.1,4,Material,Rebar
CU2-C-03b S-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,25-Apr-11,25-Apr-11,3154,3154,2.2.2.4.2.2,03 S,Material,Rebar
CU2-C-03b N-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,25-Apr-11,25-Apr-11,3154,3154,2.2.2.4.2.3,03 N,Material,Rebar
CU2-C-02b-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,29-Apr-11,29-Apr-11,6877,6877,2.2.2.4.2.4,2,Material,Rebar
CU2-C-01a-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,4-May-11,4-May-11,0,0,2.2.2.4.2.5,1,Material,Rebar
UC-CC2-C05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,31-May-11,3-Jun-11,31326,31326,2.2.2.2.2.1,5,Material,Rebar
UC-CC2-C04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,8-Jun-11,8-Jun-11,7230,7230,2.2.2.2.2.2,4,Material,Rebar
UC-CC2-C03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,16-Jun-11,17-Jun-11,16776,16776,2.2.2.2.2.3,3,Material,Rebar
UC-CC2-C02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,22-Jun-11,25-Jun-11,16123,16123,2.2.2.2.2.4,2,Material,Rebar
UC-CC2-C01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,2-Jul-11,4-Jul-11,13088,13088,2.2.2.2.2.5,1,Material,Rebar
UC-CC2-D05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,26-Apr-11,28-Apr-11,45708,45708,2.2.2.2.3.1,5,Material,Rebar
UC-CC2-D04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,6-May-11,7-May-11,30409,30409,2.2.2.2.3.2,4,Material,Rebar
UC-CC2-D03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,14-May-11,14-May-11,0,0,2.2.2.2.3.3,3,Material,Rebar
UC-CC2-D02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,18-May-11,21-May-11,36821,36821,2.2.2.2.3.4,2,Material,Rebar
UC-CC2-D01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,27-May-11,27-May-11,0,0,2.2.2.2.3.5,1,Material,Rebar
UC-CC2-E05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,1-Feb-11,4-Feb-11,22868,22868,2.2.2.2.4.1,5,Material,Rebar
UC-CC2-E04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,9-Feb-11,9-Feb-11,7380,7380,2.2.2.2.4.2,4,Material,Rebar
UC-CC2-E03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,15-Feb-11,15-Feb-11,0,0,2.2.2.2.4.3,3,Material,Rebar
UC-CC2-E02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,19-Feb-11,22-Feb-11,11526,11526,2.2.2.2.4.4,2,Material,Rebar
UC-CC2-E01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,26-Feb-11,26-Feb-11,0,0,2.2.2.2.4.5,1,Material,Rebar
UC-CC2-I05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,2-Mar-11,4-Mar-11,17545,17545,2.2.2.2.5.1,5,Material,Rebar
UC-CC2-I03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,17-Mar-11,17-Mar-11,0,0,2.2.2.2.5.3,3,Material,Rebar
UC-CC2-I02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,23-Mar-11,24-Mar-11,13122,13122,2.2.2.2.5.4,2,Material,Rebar
UC-CC2-I01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,29-Mar-11,29-Mar-11,0,0,2.2.2.2.5.5,1,Material,Rebar
UC-CC2-I04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,11-Mar-11,12-Mar-11,12973,12973,2.2.2.2.5.2,4,Material,Rebar
UC-CC2-B05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,9-Jul-11,11-Jul-11,32601,32601,2.2.2.2.1.1,5,Material,Rebar
UC-CC2-B04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,18-Jul-11,19-Jul-11,30699,30699,2.2.2.2.1.2,4,Material,Rebar
UC-CC2-B03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,25-Jul-11,25-Jul-11,0,0,2.2.2.2.1.3,3,Material,Rebar
UC-CC2-B02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,30-Jul-11,2-Aug-11,18149,18149,2.2.2.2.1.4,2,Material,Rebar
UC-CC2-B01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,6-Aug-11,9-Aug-11,14967,14967,2.2.2.2.1.5,1,Material,Rebar
UC-CC1-C05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,31-May-11,3-Jun-11,37094,37094,2.2.2.1.2.1,5,Material,Rebar
UC-CC1-C04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,8-Jun-11,10-Jun-11,25616,25616,2.2.2.1.2.2,4,Material,Rebar
UC-CC1-C03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,16-Jun-11,16-Jun-11,0,0,2.2.2.1.2.3,3,Material,Rebar
UC-CC1-C02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,21-Jun-11,25-Jun-11,23802,23802,2.2.2.1.2.4,2,Material,Rebar
UC-CC1-C01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,2-Jul-11,2-Jul-11,0,0,2.2.2.1.2.5,1,Material,Rebar
UC-CC1-B05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,5-Jul-11,8-Jul-11,42995,42995,2.2.2.1.1.1,5,Material,Rebar
UC-CC1-B04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,13-Jul-11,14-Jul-11,30234,30234,2.2.2.1.1.2,4,Material,Rebar
UC-CC1-B03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,20-Jul-11,20-Jul-11,0,0,2.2.2.1.1.3,3,Material,Rebar
UC-CC1-B02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,25-Jul-11,27-Jul-11,31782,31782,2.2.2.1.1.4,2,Material,Rebar
UC-CC1-B01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,1-Aug-11,1-Aug-11,0,0,2.2.2.1.1.5,1,Material,Rebar
UC-CC1-I05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,2-Mar-11,4-Mar-11,17758,17758,2.2.2.1.5.1,5,Material,Rebar
UC-CC1-I04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,11-Mar-11,12-Mar-11,13477,13477,2.2.2.1.5.2,4,Material,Rebar
UC-CC1-I03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,18-Mar-11,18-Mar-11,0,0,2.2.2.1.5.3,3,Material,Rebar
UC-CC1-I02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,23-Mar-11,24-Mar-11,13256,13256,2.2.2.1.5.4,2,Material,Rebar
UC-CC1-I01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,29-Mar-11,29-Mar-11,0,0,2.2.2.1.5.5,1,Material,Rebar
UC-CC1-D05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,26-Apr-11,29-Apr-11,45789,45789,2.2.2.1.3.1,5,Material,Rebar
UC-CC1-D04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,6-May-11,7-May-11,30646,30646,2.2.2.1.3.2,4,Material,Rebar
UC-CC1-D03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,14-May-11,14-May-11,0,0,2.2.2.1.3.3,3,Material,Rebar
UC-CC1-D02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,18-May-11,21-May-11,36821,36821,2.2.2.1.3.4,2,Material,Rebar
UC-CC1-D01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,27-May-11,27-May-11,0,0,2.2.2.1.3.5,1,Material,Rebar
UC-CC1-E05-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,1-Feb-11,4-Feb-11,23429,23429,2.2.2.1.4.1,5,Material,Rebar
UC-CC1-E04-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,9-Feb-11,9-Feb-11,8663,8663,2.2.2.1.4.2,4,Material,Rebar
UC-CC1-E03-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,15-Feb-11,15-Feb-11,0,0,2.2.2.1.4.3,3,Material,Rebar
UC-CC1-E02-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,19-Feb-11,22-Feb-11,11504,11504,2.2.2.1.4.4,2,Material,Rebar
UC-CC1-E01-20,CHAMBER CONDUIT,UPPER CHAMBER,Steel Reinforcement,26-Feb-11,26-Feb-11,0,0,2.2.2.1.4.5,1,Material,Rebar
CU1-C-01b-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,31-Aug-11,31-Aug-11,0,0,2.2.2.3.3.5,1,Material,Rebar
CU1-C-04c-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,11-Aug-11,12-Aug-11,11127,11127,2.2.2.3.3.1,4,Material,Rebar
CU1-C-03c S-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,16-Aug-11,16-Aug-11,3090,3090,2.2.2.3.3.2,03 S,Material,Rebar
CU1-C-03c N-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,20-Aug-11,20-Aug-11,3090,3090,2.2.2.3.3.3,03 N,Material,Rebar
CU1-C-02c-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,26-Aug-11,26-Aug-11,6877,6877,2.2.2.3.3.4,2,Material,Rebar
CU1-C-01a-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,30-Apr-11,30-Apr-11,0,0,2.2.2.3.2.5,1,Material,Rebar
CU1-C-04b-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,14-Apr-11,15-Apr-11,11127,11127,2.2.2.3.2.1,4,Material,Rebar
CU1-C-03b S-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,19-Apr-11,19-Apr-11,3090,3090,2.2.2.3.2.2,03 S,Material,Rebar
CU1-C-03b N-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,19-Apr-11,19-Apr-11,3090,3090,2.2.2.3.2.3,03 N,Material,Rebar
CU1-C-02b-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,26-Apr-11,27-Apr-11,6877,6877,2.2.2.3.2.4,2,Material,Rebar
CU1-C-04a-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,5-Apr-11,6-Apr-11,11127,11127,2.2.2.3.1.1,4,Material,Rebar
CU1-C-03a S-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,11-Apr-11,11-Apr-11,3090,3090,2.2.2.3.1.2,03 S,Material,Rebar
CU1-C-03a N-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,11-Apr-11,11-Apr-11,3090,3090,2.2.2.3.1.3,03 N,Material,Rebar
CU1-C-02a-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,15-Apr-11,16-Apr-11,6877,6877,2.2.2.3.1.4,2,Material,Rebar
CU1-C-04d-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,30-Jul-11,1-Aug-11,11127,11127,2.2.2.3.4.1,4,Material,Rebar
CU1-C-03d S-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,6-Aug-11,6-Aug-11,3090,3090,2.2.2.3.4.2,03 S,Material,Rebar
CU1-C-03d N-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,6-Aug-11,6-Aug-11,3090,3090,2.2.2.3.4.3,03 N,Material,Rebar
CU1-C-02d-20,CROSS UNDER,UPPER CHAMBER,Steel Reinforcement,12-Aug-11,12-Aug-11,6877,6877,2.2.2.3.4.4,2,Material,Rebar
MW-M01-F03-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,29-Oct-11,31-Oct-11,15865,15865,2.5.3.1.1.1,MW-M01-F03,Material,Rebar
MW-M01-F02-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,7-Nov-11,8-Nov-11,9442,9442,2.5.3.1.1.2,MW-M01-F02,Material,Rebar
MW-M01-F01-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,11-Nov-11,11-Nov-11,5833,5833,2.5.3.1.1.3,MW-M01-F01,Material,Rebar
MW-M01-C04-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,21-Dec-11,21-Dec-11,669,669,2.5.3.1.2.1,MW-M01-C04,Material,Rebar
MW-M01-C03-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,28-Dec-11,28-Dec-11,1598,1598,2.5.3.1.2.2,MW-M01-C03,Material,Rebar
MW-M01-C02-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,5-Jan-12,6-Jan-12,26369,26369,2.5.3.1.2.3,MW-M01-C02,Material,Rebar
MW-M01-C01-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,10-Jan-12,12-Jan-12,43755,43755,2.5.3.1.2.4,MW-M01-C01,Material,Rebar
MW-M01-C06-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,7-Dec-11,7-Dec-11,7013,7013,2.5.3.1.2.6,MW-M01-C06,Material,Rebar
MW-M01-C07-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,30-Nov-11,1-Dec-11,9341,9341,2.5.3.1.2.7,MW-M01-C07,Material,Rebar
MW-M01-C05-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,14-Dec-11,14-Dec-11,6983,6983,2.5.3.1.2.5,MW-M01-C05,Material,Rebar
MW-M01-C08-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,23-Nov-11,25-Nov-11,11240,11240,2.5.3.1.2.8,MW-M01-C08,Material,Rebar
MW-M01-C09-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,17-Nov-11,17-Nov-11,663,663,2.5.3.1.2.9,MW-M01-C09,Material,Rebar
MW-M01-C10-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,14-Nov-11,14-Nov-11,3377,3377,2.5.3.1.2.10,MW-M01-C10,Material,Rebar
MW-M01-W08-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,17-Jan-12,17-Jan-12,3365,3365,2.5.3.1.3.2,MW-M01-W08,Material,Rebar
MW-M01-W07-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,21-Jan-12,23-Jan-12,10301,10301,2.5.3.1.3.3,MW-M01-W07,Material,Rebar
MW-M01-W06-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,28-Jan-12,28-Jan-12,3690,3690,2.5.3.1.3.4,MW-M01-W06,Material,Rebar
MW-M01-W05-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,3-Feb-12,3-Feb-12,4604,4604,2.5.3.1.3.5,MW-M01-W05,Material,Rebar
MW-M01-W04-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,8-Feb-12,8-Feb-12,4975,4975,2.5.3.1.3.6,MW-M01-W04,Material,Rebar
MW-M01-W03a-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,14-Feb-12,14-Feb-12,6416,6416,2.5.3.1.3.7,MW-M01-W03a,Material,Rebar
MW-M01-W03b-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,22-Feb-12,22-Feb-12,0,0,2.5.3.1.3.8,MW-M01-W03b,Material,Rebar
MW-M01-W02-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,25-Feb-12,25-Feb-12,2290,2290,2.5.3.1.3.9,MW-M01-W02,Material,Rebar
MW-M01-W01-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,1-Mar-12,1-Mar-12,3408,3408,2.5.3.1.3.10,MW-M01-W01,Material,Rebar
MW-M23-F03-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,31-Oct-11,2-Nov-11,75957,75957,2.5.3.23.1.1,MW-M23-F03,Material,Rebar
MW-M23-F02-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,9-Nov-11,11-Nov-11,34659,34659,2.5.3.23.1.2,MW-M23-F02,Material,Rebar
MW-M23-F01-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,14-Nov-11,17-Nov-11,43558,43558,2.5.3.23.1.3,MW-M23-F01,Material,Rebar
MW-M23-C04-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,2-Dec-11,5-Dec-11,40176,40176,2.5.3.23.2.1,MW-M23-C04,Material,Rebar
MW-M23-C03-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,13-Dec-11,16-Dec-11,75377,75377,2.5.3.23.2.2,MW-M23-C03,Material,Rebar
MW-M23-C02-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,20-Dec-11,21-Dec-11,7735,7735,2.5.3.23.2.3,MW-M23-C02,Material,Rebar
MW-M23-C01-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,28-Dec-11,3-Jan-12,44308,44308,2.5.3.23.2.4,MW-M23-C01,Material,Rebar
MW-M23-C05-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,25-Nov-11,25-Nov-11,9057,9057,2.5.3.23.2.5,MW-M23-C05,Material,Rebar
MW-M23-W09-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,7-Jan-12,11-Jan-12,13494,13494,2.5.3.23.3.1,MW-M23-W09,Material,Rebar
MW-M23-W08-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,16-Jan-12,16-Jan-12,9231,9231,2.5.3.23.3.2,MW-M23-W08,Material,Rebar
MW-M23-W07-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,20-Jan-12,23-Jan-12,15814,15814,2.5.3.23.3.3,MW-M23-W07,Material,Rebar
MW-M23-W06-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,28-Jan-12,28-Jan-12,5010,5010,2.5.3.23.3.4,MW-M23-W06,Material,Rebar
MW-M23-W05-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,2-Feb-12,2-Feb-12,7620,7620,2.5.3.23.3.5,MW-M23-W05,Material,Rebar
MW-M23-W04-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,8-Feb-12,9-Feb-12,7900,7900,2.5.3.23.3.6,MW-M23-W04,Material,Rebar
MW-M23-W03a-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,14-Feb-12,15-Feb-12,9977,9977,2.5.3.23.3.7,MW-M23-W03a,Material,Rebar
MW-M23-W03b-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,23-Feb-12,23-Feb-12,0,0,2.5.3.23.3.8,MW-M23-W03b,Material,Rebar
MW-M23-W02-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,27-Feb-12,27-Feb-12,1902,1902,2.5.3.23.3.9,MW-M23-W02,Material,Rebar
MW-M23-W01-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,2-Mar-12,2-Mar-12,4390,4390,2.5.3.23.3.10,MW-M23-W01,Material,Rebar
MW-M15-W09-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,25-Apr-12,26-Apr-12,10770,10770,2.5.3.15.3.1,MW-M15-W09,Material,Rebar
MW-M15-W07-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,8-May-12,10-May-12,8977,8977,2.5.3.15.3.3,MW-M15-W07,Material,Rebar
MW-M15-W06-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,16-May-12,16-May-12,6139,6139,2.5.3.15.3.4,MW-M15-W06,Material,Rebar
MW-M15-W04-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,29-May-12,30-May-12,6407,6407,2.5.3.15.3.6,MW-M15-W04,Material,Rebar
MW-M15-W03a-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,4-Jun-12,4-Jun-12,6855,6855,2.5.3.15.3.7,MW-M15-W03a,Material,Rebar
MW-M15-W03b-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,9-Jun-12,9-Jun-12,0,0,2.5.3.15.3.8,MW-M15-W03b,Material,Rebar
MW-M15-W02-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,14-Jun-12,14-Jun-12,1387,1387,2.5.3.15.3.9,MW-M15-W02,Material,Rebar
MW-M15-W08-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,2-May-12,3-May-12,6735,6735,2.5.3.15.3.2,MW-M15-W08,Material,Rebar
MW-M15-W05-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,24-May-12,24-May-12,3426,3426,2.5.3.15.3.5,MW-M15-W05,Material,Rebar
MW-M15-W01-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,19-Jun-12,19-Jun-12,2218,2218,2.5.3.15.3.10,MW-M15-W01,Material,Rebar
MW-M15-F03-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,7-Mar-12,9-Mar-12,19947,19947,2.5.3.15.1.1,MW-M15-F03,Material,Rebar
MW-M15-F02-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,12-Mar-12,13-Mar-12,27414,27414,2.5.3.15.1.2,MW-M15-F02,Material,Rebar
MW-M15-F01-20,CHAMBER WALL,MIDDLE CHAMBER,Steel Reinforcement,16-Mar-12,19-Mar-12,43830,43830,2.5.3.15.1.3,MW-M15-F01,Material,Rebar
