Activity ID,Activity Name,Start,Finish,Remaining Units,WBS Path,WBS Name,Resource Type,Resource Name
  UW-M23-W09-40,Concrete Placement,3-May-11,3-May-11,1,2.2.3.23.3.9,UW-M23-W09,Material,BTB1
  UW-M23-W08-40,Concrete Placement,12-May-11,12-May-11,1,2.2.3.23.3.8,UW-M23-W08,Material,BTB1
  UW-M23-W07-40,Concrete Placement,18-May-11,18-May-11,1,2.2.3.23.3.7,UW-M23-W07,Material,BTB1
  UW-M23-W06-40,Concrete Placement,26-May-11,26-May-11,1,2.2.3.23.3.6,UW-M23-W06,Material,BTB1
  UW-M23-W05-40,Concrete Placement,2-Jun-11,2-Jun-11,1,2.2.3.23.3.5,UW-M23-W05,Material,BTB1
  UW-M23-W04-40,Concrete Placement,8-Jun-11,8-Jun-11,1,2.2.3.23.3.4,UW-M23-W04,Material,BTB1
  UW-M23-W03-40,Concrete Placement,16-Jun-11,16-Jun-11,1,2.2.3.23.3.3,UW-M23-W03,Material,BTB1
  UW-M23-W02-40,Concrete Placement,22-Jun-11,22-Jun-11,1,2.2.3.23.3.2,UW-M23-W02,Material,BTB1
  UW-M23-W01-40,Concrete Placement,28-Jun-11,28-Jun-11,1,2.2.3.23.3.1,UW-M23-W01,Material,BTB1
  UW-M22-W09-40,Concrete Placement,18-May-11,18-May-11,1,2.2.3.22.3.9,UW-M22-W09,Material,BTB1
  UW-M22-W08-40,Concrete Placement,26-May-11,26-May-11,1,2.2.3.22.3.8,UW-M22-W08,Material,BTB1
  UW-M22-W07-40,Concrete Placement,3-Jun-11,3-Jun-11,1,2.2.3.22.3.7,UW-M22-W07,Material,BTB1
  UW-M22-W06-40,Concrete Placement,10-Jun-11,10-Jun-11,1,2.2.3.22.3.6,UW-M22-W06,Material,BTB1
  UW-M22-W05-40,Concrete Placement,17-Jun-11,17-Jun-11,1,2.2.3.22.3.5,UW-M22-W05,Material,BTB1
  UW-M22-W04-40,Concrete Placement,24-Jun-11,24-Jun-11,1,2.2.3.22.3.4,UW-M22-W04,Material,BTB1
  UW-M22-W03-40,Concrete Placement,2-Jul-11,2-Jul-11,1,2.2.3.22.3.3,UW-M22-W03,Material,BTB1
  UW-M22-W02-40,Concrete Placement,8-Jul-11,8-Jul-11,1,2.2.3.22.3.2,UW-M22-W02,Material,BTB1
  UW-M22-W01-40,Concrete Placement,14-Jul-11,14-Jul-11,1,2.2.3.22.3.1,UW-M22-W01,Material,BTB1
  UE-M21-C04-40,Concrete Placement,4-May-11,4-May-11,1,2.2.1.21.2.1,UE-M21-C04,Material,BTB1
  UE-M21-C03-40,Concrete Placement,12-May-11,12-May-11,1,2.2.1.21.2.2,UE-M21-C03,Material,BTB1
  UE-M21-C02-40,Concrete Placement,21-May-11,21-May-11,1,2.2.1.21.2.3,UE-M21-C02,Material,BTB1
  UE-M21-C01-40,Concrete Placement,27-May-11,27-May-11,1,2.2.1.21.2.4,UE-M21-C01,Material,BTB1
  UE-M21-W09-40,Concrete Placement,4-Jun-11,4-Jun-11,1,2.2.1.21.3.1,UE-M21-W09,Material,BTB1
  UE-M21-W08-40,Concrete Placement,10-Jun-11,10-Jun-11,1,2.2.1.21.3.2,UE-M21-W08,Material,BTB1
  UE-M21-W07-40,Concrete Placement,18-Jun-11,18-Jun-11,1,2.2.1.21.3.3,UE-M21-W07,Material,BTB1
  UE-M21-W06-40,Concrete Placement,24-Jun-11,24-Jun-11,1,2.2.1.21.3.4,UE-M21-W06,Material,BTB1
  UE-M21-W05-40,Concrete Placement,2-Jul-11,2-Jul-11,1,2.2.1.21.3.5,UE-M21-W05,Material,BTB1
  UE-M21-W04-40,Concrete Placement,8-Jul-11,8-Jul-11,1,2.2.1.21.3.6,UE-M21-W04,Material,BTB1
  UE-M21-W03-40,Concrete Placement,14-Jul-11,14-Jul-11,1,2.2.1.21.3.7,UE-M21-W03,Material,BTB1
  UE-M21-W02-40,Concrete Placement,20-Jul-11,20-Jul-11,1,2.2.1.21.3.8,UE-M21-W02,Material,BTB1
  UE-M21-W01-40,Concrete Placement,26-Jul-11,26-Jul-11,1,2.2.1.21.3.9,UE-M21-W01,Material,BTB1
  UE-M22-C01-40,Concrete Placement,6-May-11,6-May-11,1,2.2.1.22.2.4,UE-M22-C01,Material,BTB1
  UE-M22-W09-40,Concrete Placement,13-May-11,13-May-11,1,2.2.1.22.3.1,UE-M22-W09,Material,BTB1
  UE-M22-W08-40,Concrete Placement,21-May-11,21-May-11,1,2.2.1.22.3.2,UE-M22-W08,Material,BTB1
  UE-M22-W06-40,Concrete Placement,3-Jun-11,3-Jun-11,1,2.2.1.22.3.4,UE-M22-W06,Material,BTB1
  UE-M22-W04-40,Concrete Placement,17-Jun-11,17-Jun-11,1,2.2.1.22.3.6,UE-M22-W04,Material,BTB1
  UE-M22-W03-40,Concrete Placement,24-Jun-11,24-Jun-11,1,2.2.1.22.3.7,UE-M22-W03,Material,BTB1
  UE-M22-W02-40,Concrete Placement,30-Jun-11,30-Jun-11,1,2.2.1.22.3.8,UE-M22-W02,Material,BTB1
  UE-M22-W01-40,Concrete Placement,6-Jul-11,6-Jul-11,1,2.2.1.22.3.9,UE-M22-W01,Material,BTB1
  UE-M23-W06-40,Concrete Placement,7-May-11,7-May-11,1,2.2.1.23.3.4,UE-M23-W06,Material,BTB1
  UE-M23-W05-40,Concrete Placement,14-May-11,14-May-11,1,2.2.1.23.3.5,UE-M23-W05,Material,BTB1
  UE-M23-W04-40,Concrete Placement,20-May-11,20-May-11,1,2.2.1.23.3.6,UE-M23-W04,Material,BTB1
  UE-M23-W03-40,Concrete Placement,28-May-11,28-May-11,1,2.2.1.23.3.7,UE-M23-W03,Material,BTB1
  UE-M23-W02-40,Concrete Placement,3-Jun-11,3-Jun-11,1,2.2.1.23.3.8,UE-M23-W02,Material,BTB1
  UE-M23-W01-40,Concrete Placement,10-Jun-11,10-Jun-11,1,2.2.1.23.3.9,UE-M23-W01,Material,BTB1
  MW-M01-C04-40,Concrete Placement,22-Dec-11,22-Dec-11,1,2.5.3.1.2.1,MW-M01-C04,Material,BTB1
  MW-M01-C03-40,Concrete Placement,29-Dec-11,29-Dec-11,1,2.5.3.1.2.2,MW-M01-C03,Material,BTB1
  MW-M01-C02-40,Concrete Placement,7-Jan-12,7-Jan-12,1,2.5.3.1.2.3,MW-M01-C02,Material,BTB1
  MW-M01-C01-40,Concrete Placement,13-Jan-12,14-Jan-12,1,2.5.3.1.2.4,MW-M01-C01,Material,BTB1
  MW-M01-C05-40,Concrete Placement,16-Dec-11,16-Dec-11,1,2.5.3.1.2.5,MW-M01-C05,Material,BTB1
  MW-M01-W08-40,Concrete Placement,18-Jan-12,18-Jan-12,1,2.5.3.1.3.2,MW-M01-W08,Material,BTB1
  MW-M01-W07-40,Concrete Placement,24-Jan-12,24-Jan-12,1,2.5.3.1.3.3,MW-M01-W07,Material,BTB1
  MW-M01-W06-40,Concrete Placement,30-Jan-12,30-Jan-12,1,2.5.3.1.3.4,MW-M01-W06,Material,BTB1
  MW-M01-W05-40,Concrete Placement,4-Feb-12,4-Feb-12,1,2.5.3.1.3.5,MW-M01-W05,Material,BTB1
  MW-M01-W04-40,Concrete Placement,9-Feb-12,9-Feb-12,1,2.5.3.1.3.6,MW-M01-W04,Material,BTB1
  MW-M01-W03a-40,Concrete Placement,15-Feb-12,15-Feb-12,1,2.5.3.1.3.7,MW-M01-W03a,Material,BTB1
  MW-M01-W03b-40,Concrete Placement,22-Feb-12,22-Feb-12,1,2.5.3.1.3.8,MW-M01-W03b,Material,BTB1
  MW-M01-W02-40,Concrete Placement,27-Feb-12,27-Feb-12,1,2.5.3.1.3.9,MW-M01-W02,Material,BTB1
  MW-M01-W01-40,Concrete Placement,3-Mar-12,3-Mar-12,1,2.5.3.1.3.10,MW-M01-W01,Material,BTB1
  MW-M04-W09-40,Concrete Placement,27-Feb-12,27-Feb-12,1,2.5.3.4.3.1,MW-M04-W09,Material,BTB1
  MW-M04-W08-40,Concrete Placement,5-Mar-12,5-Mar-12,1,2.5.3.4.3.2,MW-M04-W08,Material,BTB1
  MW-M04-W07-40,Concrete Placement,10-Mar-12,10-Mar-12,1,2.5.3.4.3.3,MW-M04-W07,Material,BTB1
  MW-M04-W06-40,Concrete Placement,16-Mar-12,16-Mar-12,1,2.5.3.4.3.4,MW-M04-W06,Material,BTB1
  MW-M04-W05-40,Concrete Placement,22-Mar-12,22-Mar-12,1,2.5.3.4.3.5,MW-M04-W05,Material,BTB1
  MW-M04-W03a-40,Concrete Placement,2-Apr-12,2-Apr-12,1,2.5.3.4.3.7,MW-M04-W03a,Material,BTB1
  MW-M04-W03b-40,Concrete Placement,9-Apr-12,9-Apr-12,1,2.5.3.4.3.8,MW-M04-W03b,Material,BTB1
  MW-M04-W02-40,Concrete Placement,13-Apr-12,13-Apr-12,1,2.5.3.4.3.9,MW-M04-W02,Material,BTB1
  MW-M04-W01-40,Concrete Placement,18-Apr-12,18-Apr-12,1,2.5.3.4.3.10,MW-M04-W01,Material,BTB1
  MW-M04-W04-40,Concrete Placement,28-Mar-12,28-Mar-12,1,2.5.3.4.3.6,MW-M04-W04,Material,BTB1
  MW-M04-F03-40,Concrete Placement,10-Jan-12,10-Jan-12,1,2.5.3.4.1.1,MW-M04-F03,Material,BTB1
  MW-M04-F01-40,Concrete Placement,20-Jan-12,20-Jan-12,1,2.5.3.4.1.3,MW-M04-F01,Material,BTB1
  MW-M04-F02-40,Concrete Placement,14-Jan-12,14-Jan-12,1,2.5.3.4.1.2,MW-M04-F02,Material,BTB1
  MW-M04-C04-40,Concrete Placement,28-Jan-12,28-Jan-12,1,2.5.3.4.2.1,MW-M04-C04,Material,BTB1
  MW-M04-C03-40,Concrete Placement,4-Feb-12,4-Feb-12,1,2.5.3.4.2.2,MW-M04-C03,Material,BTB1
  MW-M04-C01-40,Concrete Placement,17-Feb-12,17-Feb-12,1,2.5.3.4.2.4,MW-M04-C01,Material,BTB1
  MW-M04-C02-40,Concrete Placement,13-Feb-12,13-Feb-12,1,2.5.3.4.2.3,MW-M04-C02,Material,BTB1
  MW-M02-C04-40,Concrete Placement,29-Dec-11,29-Dec-11,1,2.5.3.2.2.1,MW-M02-C04,Material,BTB1
  MW-M02-C03-40,Concrete Placement,5-Jan-12,5-Jan-12,1,2.5.3.2.2.2,MW-M02-C03,Material,BTB1
  MW-M02-C02-40,Concrete Placement,16-Jan-12,16-Jan-12,1,2.5.3.2.2.3,MW-M02-C02,Material,BTB1
  MW-M02-C01-40,Concrete Placement,24-Jan-12,24-Jan-12,1,2.5.3.2.2.4,MW-M02-C01,Material,BTB1
  MW-M02-C05-40,Concrete Placement,21-Dec-11,21-Dec-11,1,2.5.3.2.2.5,MW-M02-C05,Material,BTB1
  MW-M02-C06-40,Concrete Placement,14-Dec-11,14-Dec-11,1,2.5.3.2.2.6,MW-M02-C06,Material,BTB1
  MW-M02-W08-40,Concrete Placement,2-Feb-12,2-Feb-12,1,2.5.3.2.3.2,MW-M02-W08,Material,BTB1
  MW-M02-W07-40,Concrete Placement,9-Feb-12,9-Feb-12,1,2.5.3.2.3.3,MW-M02-W07,Material,BTB1
  MW-M02-W06-40,Concrete Placement,15-Feb-12,15-Feb-12,1,2.5.3.2.3.4,MW-M02-W06,Material,BTB1
  MW-M02-W05-40,Concrete Placement,22-Feb-12,22-Feb-12,1,2.5.3.2.3.5,MW-M02-W05,Material,BTB1
  MW-M02-W04-40,Concrete Placement,28-Feb-12,28-Feb-12,1,2.5.3.2.3.6,MW-M02-W04,Material,BTB1
  MW-M02-W03a-40,Concrete Placement,5-Mar-12,5-Mar-12,1,2.5.3.2.3.7,MW-M02-W03a,Material,BTB1
  MW-M02-W03b-40,Concrete Placement,8-Mar-12,8-Mar-12,1,2.5.3.2.3.8,MW-M02-W03b,Material,BTB1
  MW-M02-W02-40,Concrete Placement,13-Mar-12,13-Mar-12,1,2.5.3.2.3.9,MW-M02-W02,Material,BTB1
  MW-M02-W01-40,Concrete Placement,20-Mar-12,20-Mar-12,1,2.5.3.2.3.10,MW-M02-W01,Material,BTB1
  MW-M02-W09-40,Concrete Placement,28-Jan-12,28-Jan-12,1,2.5.3.2.3.1,MW-M02-W09,Material,BTB1
  MW-M03-F02-40,Concrete Placement,19-Dec-11,20-Dec-11,1,2.5.3.3.1.2,MW-M03-F02,Material,BTB1
  MW-M03-F01-40,Concrete Placement,28-Dec-11,29-Dec-11,1,2.5.3.3.1.3,MW-M03-F01,Material,BTB1
  MW-M03-F03-40,Concrete Placement,14-Dec-11,14-Dec-11,1,2.5.3.3.1.1,MW-M03-F03,Material,BTB1
  MW-M03-C04-40,Concrete Placement,10-Jan-12,10-Jan-12,1,2.5.3.3.2.1,MW-M03-C04,Material,BTB1
  MW-M03-C03-40,Concrete Placement,18-Jan-12,18-Jan-12,1,2.5.3.3.2.2,MW-M03-C03,Material,BTB1
  MW-M03-C02-40,Concrete Placement,27-Jan-12,27-Jan-12,1,2.5.3.3.2.3,MW-M03-C02,Material,BTB1
  MW-M03-C01-40,Concrete Placement,1-Feb-12,1-Feb-12,1,2.5.3.3.2.4,MW-M03-C01,Material,BTB1
  MW-M03-W09-40,Concrete Placement,9-Feb-12,9-Feb-12,1,2.5.3.3.3.1,MW-M03-W09,Material,BTB1
  MW-M03-W08-40,Concrete Placement,16-Feb-12,16-Feb-12,1,2.5.3.3.3.2,MW-M03-W08,Material,BTB1
  MW-M03-W07-40,Concrete Placement,24-Feb-12,24-Feb-12,1,2.5.3.3.3.3,MW-M03-W07,Material,BTB1
  MW-M03-W06-40,Concrete Placement,1-Mar-12,1-Mar-12,1,2.5.3.3.3.4,MW-M03-W06,Material,BTB1
  MW-M03-W05-40,Concrete Placement,7-Mar-12,7-Mar-12,1,2.5.3.3.3.5,MW-M03-W05,Material,BTB1
  MW-M03-W04-40,Concrete Placement,13-Mar-12,13-Mar-12,1,2.5.3.3.3.6,MW-M03-W04,Material,BTB1
  MW-M03-W03b-40,Concrete Placement,23-Mar-12,23-Mar-12,1,2.5.3.3.3.8,MW-M03-W03b,Material,BTB1
  MW-M03-W02-40,Concrete Placement,28-Mar-12,28-Mar-12,1,2.5.3.3.3.9,MW-M03-W02,Material,BTB1
  MW-M03-W01-40,Concrete Placement,2-Apr-12,2-Apr-12,1,2.5.3.3.3.10,MW-M03-W01,Material,BTB1
  MW-M03-W03a-40,Concrete Placement,19-Mar-12,19-Mar-12,1,2.5.3.3.3.7,MW-M03-W03a,Material,BTB1
  MW-M06-F02-40,Concrete Placement,23-Feb-12,23-Feb-12,1,2.5.3.6.1.2,MW-M06-F02,Material,BTB1
  MW-M06-F01-40,Concrete Placement,27-Feb-12,27-Feb-12,1,2.5.3.6.1.3,MW-M06-F01,Material,BTB1
  MW-M06-F03-40,Concrete Placement,15-Feb-12,15-Feb-12,1,2.5.3.6.1.1,MW-M06-F03,Material,BTB1
  MW-M06-C04-40,Concrete Placement,3-Mar-12,3-Mar-12,1,2.5.3.6.2.1,MW-M06-C04,Material,BTB1
  MW-M06-C02-40,Concrete Placement,19-Mar-12,19-Mar-12,1,2.5.3.6.2.3,MW-M06-C02,Material,BTB1
  MW-M06-C01-40,Concrete Placement,23-Mar-12,23-Mar-12,1,2.5.3.6.2.4,MW-M06-C01,Material,BTB1
  MW-M06-C03-40,Concrete Placement,9-Mar-12,9-Mar-12,1,2.5.3.6.2.2,MW-M06-C03,Material,BTB1
  MW-M06-W09-40,Concrete Placement,2-Apr-12,2-Apr-12,1,2.5.3.6.3.1,MW-M06-W09,Material,BTB1
  MW-M06-W08-40,Concrete Placement,11-Apr-12,11-Apr-12,1,2.5.3.6.3.2,MW-M06-W08,Material,BTB1
  MW-M06-W07-40,Concrete Placement,17-Apr-12,17-Apr-12,1,2.5.3.6.3.3,MW-M06-W07,Material,BTB1
  MW-M06-W06-40,Concrete Placement,21-Apr-12,21-Apr-12,1,2.5.3.6.3.4,MW-M06-W06,Material,BTB1
  MW-M05-C04-40,Concrete Placement,17-Feb-12,17-Feb-12,1,2.5.3.5.2.1,MW-M05-C04,Material,BTB1
  MW-M05-C02-40,Concrete Placement,8-Mar-12,8-Mar-12,1,2.5.3.5.2.3,MW-M05-C02,Material,BTB1
  MW-M05-C01-40,Concrete Placement,13-Mar-12,13-Mar-12,1,2.5.3.5.2.4,MW-M05-C01,Material,BTB1
  MW-M05-C03-40,Concrete Placement,28-Feb-12,28-Feb-12,1,2.5.3.5.2.2,MW-M05-C03,Material,BTB1
  MW-M05-W09-40,Concrete Placement,21-Mar-12,21-Mar-12,1,2.5.3.5.3.1,MW-M05-W09,Material,BTB1
  MW-M05-W08-40,Concrete Placement,28-Mar-12,28-Mar-12,1,2.5.3.5.3.2,MW-M05-W08,Material,BTB1
  MW-M05-W07-40,Concrete Placement,3-Apr-12,3-Apr-12,1,2.5.3.5.3.3,MW-M05-W07,Material,BTB1
  MW-M05-W06-40,Concrete Placement,11-Apr-12,11-Apr-12,1,2.5.3.5.3.4,MW-M05-W06,Material,BTB1
  MW-M05-W04-40,Concrete Placement,23-Apr-12,23-Apr-12,1,2.5.3.5.3.6,MW-M05-W04,Material,BTB1
  MW-M05-W05-40,Concrete Placement,17-Apr-12,17-Apr-12,1,2.5.3.5.3.5,MW-M05-W05,Material,BTB1
  MW-M05-F02-40,Concrete Placement,1-Feb-12,2-Feb-12,1,2.5.3.5.1.2,MW-M05-F02,Material,BTB1
  MW-M05-F01-40,Concrete Placement,8-Feb-12,9-Feb-12,1,2.5.3.5.1.3,MW-M05-F01,Material,BTB1
  MW-M05-F03-40,Concrete Placement,28-Jan-12,28-Jan-12,1,2.5.3.5.1.1,MW-M05-F03,Material,BTB1
  ME-M03-C02-40,Concrete Placement,23-Dec-11,23-Dec-11,1,2.5.1.3.2.3,ME-M03-C02,Material,BTB1
  ME-M03-C01-40,Concrete Placement,29-Dec-11,30-Dec-11,1,2.5.1.3.2.4,ME-M03-C01,Material,BTB1
  ME-M03-C03-40,Concrete Placement,14-Dec-11,14-Dec-11,1,2.5.1.3.2.2,ME-M03-C03,Material,BTB1
  ME-M03-W09-40,Concrete Placement,7-Jan-12,7-Jan-12,1,2.5.1.3.3.1,ME-M03-W09,Material,BTB1
  ME-M03-W08-40,Concrete Placement,14-Jan-12,14-Jan-12,1,2.5.1.3.3.2,ME-M03-W08,Material,BTB1
  ME-M03-W06-40,Concrete Placement,26-Jan-12,26-Jan-12,1,2.5.1.3.3.4,ME-M03-W06,Material,BTB1
  ME-M03-W05-40,Concrete Placement,31-Jan-12,31-Jan-12,1,2.5.1.3.3.5,ME-M03-W05,Material,BTB1
  ME-M03-W04-40,Concrete Placement,6-Feb-12,6-Feb-12,1,2.5.1.3.3.6,ME-M03-W04,Material,BTB1
  ME-M03-W03b-40,Concrete Placement,15-Feb-12,15-Feb-12,1,2.5.1.3.3.8,ME-M03-W03b,Material,BTB1
  ME-M03-W02-40,Concrete Placement,22-Feb-12,22-Feb-12,1,2.5.1.3.3.9,ME-M03-W02,Material,BTB1
  ME-M03-W03a-40,Concrete Placement,11-Feb-12,11-Feb-12,1,2.5.1.3.3.7,ME-M03-W03a,Material,BTB1
  ME-M03-W01-40,Concrete Placement,27-Feb-12,27-Feb-12,1,2.5.1.3.3.10,ME-M03-W01,Material,BTB1
  ME-M03-W07-40,Concrete Placement,20-Jan-12,20-Jan-12,1,2.5.1.3.3.3,ME-M03-W07,Material,BTB1
  ME-M01-W08-40,Concrete Placement,13-Dec-11,13-Dec-11,1,2.5.1.1.3.2,ME-M01-W08,Material,BTB1
  ME-M01-W07-40,Concrete Placement,21-Dec-11,21-Dec-11,1,2.5.1.1.3.3,ME-M01-W07,Material,BTB1
  ME-M01-W06-40,Concrete Placement,29-Dec-11,29-Dec-11,1,2.5.1.1.3.4,ME-M01-W06,Material,BTB1
  ME-M01-W05-40,Concrete Placement,7-Jan-12,7-Jan-12,1,2.5.1.1.3.5,ME-M01-W05,Material,BTB1
  ME-M01-W04-40,Concrete Placement,13-Jan-12,13-Jan-12,1,2.5.1.1.3.6,ME-M01-W04,Material,BTB1
  ME-M01-W03a-40,Concrete Placement,19-Jan-12,19-Jan-12,1,2.5.1.1.3.7,ME-M01-W03a,Material,BTB1
  ME-M01-W03b-40,Concrete Placement,24-Jan-12,24-Jan-12,1,2.5.1.1.3.8,ME-M01-W03b,Material,BTB1
  ME-M01-W02-40,Concrete Placement,28-Jan-12,28-Jan-12,1,2.5.1.1.3.9,ME-M01-W02,Material,BTB1
  ME-M01-W01-40,Concrete Placement,2-Feb-12,2-Feb-12,1,2.5.1.1.3.10,ME-M01-W01,Material,BTB1
  ME-M05-F03-40,Concrete Placement,22-Dec-11,23-Dec-11,1,2.5.1.5.1.1,ME-M05-F03,Material,BTB1
  ME-M05-F01-40,Concrete Placement,7-Jan-12,7-Jan-12,1,2.5.1.5.1.3,ME-M05-F01,Material,BTB1
  ME-M05-F02-40,Concrete Placement,30-Dec-11,30-Dec-11,1,2.5.1.5.1.2,ME-M05-F02,Material,BTB1
  ME-M05-W07-40,Concrete Placement,6-Mar-12,6-Mar-12,1,2.5.1.5.3.3,ME-M05-W07,Material,BTB1
  ME-M05-W06-40,Concrete Placement,12-Mar-12,12-Mar-12,1,2.5.1.5.3.4,ME-M05-W06,Material,BTB1
  ME-M05-W05-40,Concrete Placement,19-Mar-12,19-Mar-12,1,2.5.1.5.3.5,ME-M05-W05,Material,BTB1
  ME-M05-W04-40,Concrete Placement,24-Mar-12,24-Mar-12,1,2.5.1.5.3.6,ME-M05-W04,Material,BTB1
  ME-M05-W03b-40,Concrete Placement,4-Apr-12,4-Apr-12,1,2.5.1.5.3.8,ME-M05-W03b,Material,BTB1
  ME-M05-W09-40,Concrete Placement,22-Feb-12,22-Feb-12,1,2.5.1.5.3.1,ME-M05-W09,Material,BTB1
  ME-M05-W08-40,Concrete Placement,28-Feb-12,28-Feb-12,1,2.5.1.5.3.2,ME-M05-W08,Material,BTB1
  ME-M05-W03a-40,Concrete Placement,30-Mar-12,30-Mar-12,1,2.5.1.5.3.7,ME-M05-W03a,Material,BTB1
  ME-M05-W02-40,Concrete Placement,11-Apr-12,11-Apr-12,1,2.5.1.5.3.9,ME-M05-W02,Material,BTB1
  ME-M05-C04-40,Concrete Placement,18-Jan-12,18-Jan-12,1,2.5.1.5.2.1,ME-M05-C04,Material,BTB1
  ME-M05-C02-40,Concrete Placement,6-Feb-12,6-Feb-12,1,2.5.1.5.2.3,ME-M05-C02,Material,BTB1
  ME-M05-C01-40,Concrete Placement,13-Feb-12,13-Feb-12,1,2.5.1.5.2.4,ME-M05-C01,Material,BTB1
  ME-M05-C03-40,Concrete Placement,28-Jan-12,28-Jan-12,1,2.5.1.5.2.2,ME-M05-C03,Material,BTB1
  ME-M02-W09-40,Concrete Placement,21-Dec-11,21-Dec-11,1,2.5.1.2.3.1,ME-M02-W09,Material,BTB1
  ME-M02-W07-40,Concrete Placement,7-Jan-12,7-Jan-12,1,2.5.1.2.3.3,ME-M02-W07,Material,BTB1
  ME-M02-W06-40,Concrete Placement,13-Jan-12,13-Jan-12,1,2.5.1.2.3.4,ME-M02-W06,Material,BTB1
  ME-M02-W05-40,Concrete Placement,19-Jan-12,19-Jan-12,1,2.5.1.2.3.5,ME-M02-W05,Material,BTB1
  ME-M02-W03a-40,Concrete Placement,31-Jan-12,31-Jan-12,1,2.5.1.2.3.7,ME-M02-W03a,Material,BTB1
  ME-M02-W03b-40,Concrete Placement,4-Feb-12,4-Feb-12,1,2.5.1.2.3.8,ME-M02-W03b,Material,BTB1
  ME-M02-W02-40,Concrete Placement,8-Feb-12,8-Feb-12,1,2.5.1.2.3.9,ME-M02-W02,Material,BTB1
  ME-M02-W01-40,Concrete Placement,14-Feb-12,14-Feb-12,1,2.5.1.2.3.10,ME-M02-W01,Material,BTB1
  ME-M02-W04-40,Concrete Placement,25-Jan-12,25-Jan-12,1,2.5.1.2.3.6,ME-M02-W04,Material,BTB1
  ME-M02-W08-40,Concrete Placement,30-Dec-11,30-Dec-11,1,2.5.1.2.3.2,ME-M02-W08,Material,BTB1
  ME-M06-C03-40,Concrete Placement,6-Feb-12,6-Feb-12,1,2.5.1.6.2.2,ME-M06-C03,Material,BTB1
  ME-M06-C02-40,Concrete Placement,14-Feb-12,14-Feb-12,1,2.5.1.6.2.3,ME-M06-C02,Material,BTB1
  ME-M06-C01-40,Concrete Placement,18-Feb-12,18-Feb-12,1,2.5.1.6.2.4,ME-M06-C01,Material,BTB1
  ME-M06-C04-40,Concrete Placement,30-Jan-12,30-Jan-12,1,2.5.1.6.2.1,ME-M06-C04,Material,BTB1
  ME-M06-W08-40,Concrete Placement,10-Mar-12,10-Mar-12,1,2.5.1.6.3.2,ME-M06-W08,Material,BTB1
  ME-M06-W07-40,Concrete Placement,19-Mar-12,19-Mar-12,1,2.5.1.6.3.3,ME-M06-W07,Material,BTB1
  ME-M06-W04-40,Concrete Placement,4-Apr-12,4-Apr-12,1,2.5.1.6.3.6,ME-M06-W04,Material,BTB1
  ME-M06-W03a-40,Concrete Placement,11-Apr-12,11-Apr-12,1,2.5.1.6.3.7,ME-M06-W03a,Material,BTB1
  ME-M06-W09-40,Concrete Placement,3-Mar-12,3-Mar-12,1,2.5.1.6.3.1,ME-M06-W09,Material,BTB1
  ME-M06-W05-40,Concrete Placement,29-Mar-12,29-Mar-12,1,2.5.1.6.3.5,ME-M06-W05,Material,BTB1
  ME-M06-W03b-40,Concrete Placement,14-Apr-12,14-Apr-12,1,2.5.1.6.3.8,ME-M06-W03b,Material,BTB1
  ME-M06-W06-40,Concrete Placement,23-Mar-12,23-Mar-12,1,2.5.1.6.3.4,ME-M06-W06,Material,BTB1
  ME-M06-F02-40,Concrete Placement,19-Jan-12,19-Jan-12,1,2.5.1.6.1.2,ME-M06-F02,Material,BTB1
  ME-M06-F03-40,Concrete Placement,14-Jan-12,14-Jan-12,1,2.5.1.6.1.1,ME-M06-F03,Material,BTB1
  ME-M06-F01-40,Concrete Placement,24-Jan-12,24-Jan-12,1,2.5.1.6.1.3,ME-M06-F01,Material,BTB1
  ME-M04-F01-40,Concrete Placement,14-Dec-11,14-Dec-11,1,2.5.1.4.1.3,ME-M04-F01,Material,BTB1
  ME-M04-C04-40,Concrete Placement,22-Dec-11,22-Dec-11,1,2.5.1.4.2.1,ME-M04-C04,Material,BTB1
  ME-M04-C03-40,Concrete Placement,3-Jan-12,3-Jan-12,1,2.5.1.4.2.2,ME-M04-C03,Material,BTB1
  ME-M04-C02-40,Concrete Placement,13-Jan-12,13-Jan-12,1,2.5.1.4.2.3,ME-M04-C02,Material,BTB1
  ME-M04-C01-40,Concrete Placement,18-Jan-12,18-Jan-12,1,2.5.1.4.2.4,ME-M04-C01,Material,BTB1
  ME-M04-W08-40,Concrete Placement,28-Jan-12,28-Jan-12,1,2.5.1.4.3.2,ME-M04-W08,Material,BTB1
  ME-M04-W07-40,Concrete Placement,2-Feb-12,2-Feb-12,1,2.5.1.4.3.3,ME-M04-W07,Material,BTB1
  ME-M04-W06-40,Concrete Placement,7-Feb-12,7-Feb-12,1,2.5.1.4.3.4,ME-M04-W06,Material,BTB1
  ME-M04-W04-40,Concrete Placement,15-Feb-12,15-Feb-12,1,2.5.1.4.3.6,ME-M04-W04,Material,BTB1
  ME-M04-W03b-40,Concrete Placement,25-Feb-12,25-Feb-12,1,2.5.1.4.3.8,ME-M04-W03b,Material,BTB1
  ME-M04-W01-40,Concrete Placement,7-Mar-12,7-Mar-12,1,2.5.1.4.3.10,ME-M04-W01,Material,BTB1
  ME-M04-W09-40,Concrete Placement,24-Jan-12,24-Jan-12,1,2.5.1.4.3.1,ME-M04-W09,Material,BTB1
