Activity ID,Activity Name,Start,Finish,Remaining Units,WBS Path,WBS Name,Resource Type,Resource Name
  VS6-C02a-2-40,Concrete Placement,7-Feb-13,7-Feb-13,0,2.13.3.2.2.1.1.1.6,VS6-C02a-2,Material,Pump
  VS6-C04a-1-40,Concrete Placement,25-Jan-13,25-Jan-13,1,2.13.3.2.2.1.1.1.2,VS6-C04a-1,Material,Pump
  VS6-C02a-1-40,Concrete Placement,6-Feb-13,6-Feb-13,0,2.13.3.2.2.1.1.1.5,VS6-C02a-1,Material,Pump
  VS6-C03a-2-40,Concrete Placement,1-Feb-13,1-Feb-13,0,2.13.3.2.2.1.1.1.4,VS6-C03a-2,Material,Pump
  VS6-C05a-1-40,Concrete Placement,18-Jan-13,18-Jan-13,0,2.13.3.2.2.1.1.1.1,VS6-C05a-1,Material,Pump
  VS6-C03a-1-40,Concrete Placement,31-Jan-13,31-Jan-13,0,2.13.3.2.2.1.1.1.3,VS6-C03a-1,Material,Pump
  VS6-W07-40,Concrete Placement,3-Apr-13,4-Apr-13,2,2.13.3.2.2.2.1,VS6-W07,Material,Pump
  VS6-W04-40,Concrete Placement,20-May-13,21-May-13,2,2.13.3.2.2.2.4,VS6-W04,Material,Pump
  VS6-W06-40,Concrete Placement,18-Apr-13,19-Apr-13,2,2.13.3.2.2.2.2,VS6-W06,Material,Pump
  VS6-W03-40,Concrete Placement,5-Jun-13,5-Jun-13,2,2.13.3.2.2.2.5,VS6-W03,Material,Pump
  VS6-W05-40,Concrete Placement,3-May-13,3-May-13,2,2.13.3.2.2.2.3,VS6-W05,Material,Pump
  VS6-W01-40,Concrete Placement,1-Jul-13,1-Jul-13,1,2.13.3.2.2.2.7,VS6-W01,Material,Pump
  VS6-W02-40,Concrete Placement,21-Jun-13,22-Jun-13,2,2.13.3.2.2.2.6,VS6-W02,Material,Pump
  TRF5-NW-08-40,Concrete Placement,19-Nov-12,19-Nov-12,0,2.13.3.1.1.2.2.4,TRF5-NW-08,Material,Pump
  TRF5-NW-11-40,Concrete Placement,1-Nov-12,1-Nov-12,0,2.13.3.1.1.2.2.1,TRF5-NW-11,Material,Pump
  TRF5-NW-10-40,Concrete Placement,9-Nov-12,9-Nov-12,0,2.13.3.1.1.2.2.2,TRF5-NW-10,Material,Pump
  TRF5-NW-09-40,Concrete Placement,14-Nov-12,14-Nov-12,0,2.13.3.1.1.2.2.3,TRF5-NW-09,Material,Pump
  TRF5-NW-07-40,Concrete Placement,26-Nov-12,26-Nov-12,0,2.13.3.1.1.2.2.5,TRF5-NW-07,Material,Pump
  TRF5-NW-06-40,Concrete Placement,5-Dec-12,5-Dec-12,0,2.13.3.1.1.2.2.6,TRF5-NW-06,Material,Pump
  TRF5-NW-05-40,Concrete Placement,22-Dec-12,22-Dec-12,0,2.13.3.1.1.2.2.7,TRF5-NW-05,Material,Pump
  TRF5-NW-04-40,Concrete Placement,8-Jan-13,8-Jan-13,0,2.13.3.1.1.2.2.8,TRF5-NW-04,Material,Pump
  TRF5-NW-03-40,Concrete Placement,12-Jan-13,12-Jan-13,0,2.13.3.1.1.2.2.9,TRF5-NW-03,Material,Pump
  TRF5-NW-02-40,Concrete Placement,16-Jan-13,16-Jan-13,0,2.13.3.1.1.2.2.10,TRF5-NW-02,Material,Pump
  TRF5-NW-01-40,Concrete Placement,19-Jan-13,19-Jan-13,0,2.13.3.1.1.2.2.11,TRF5-NW-01,Material,Pump
  TRF5-SW-11-40,Concrete Placement,1-Nov-12,1-Nov-12,0,2.13.3.1.1.2.1.1,TRF5-SW-11,Material,Pump
  TRF5-SW-10-40,Concrete Placement,9-Nov-12,9-Nov-12,0,2.13.3.1.1.2.1.2,TRF5-SW-10,Material,Pump
  TRF5-SW-09-40,Concrete Placement,14-Nov-12,14-Nov-12,0,2.13.3.1.1.2.1.3,TRF5-SW-09,Material,Pump
  TRF5-SW-08-40,Concrete Placement,19-Nov-12,19-Nov-12,0,2.13.3.1.1.2.1.4,TRF5-SW-08,Material,Pump
  TRF5-SW-07-40,Concrete Placement,26-Nov-12,26-Nov-12,0,2.13.3.1.1.2.1.5,TRF5-SW-07,Material,Pump
  TRF5-SW-06-40,Concrete Placement,5-Dec-12,5-Dec-12,0,2.13.3.1.1.2.1.6,TRF5-SW-06,Material,Pump
  TRF5-SW-05-40,Concrete Placement,22-Dec-12,22-Dec-12,0,2.13.3.1.1.2.1.7,TRF5-SW-05,Material,Pump
  TRF5-SW-04-40,Concrete Placement,8-Jan-13,8-Jan-13,0,2.13.3.1.1.2.1.8,TRF5-SW-04,Material,Pump
  TRF5-SW-03-40,Concrete Placement,12-Jan-13,12-Jan-13,0,2.13.3.1.1.2.1.9,TRF5-SW-03,Material,Pump
  TRF5-SW-02-40,Concrete Placement,16-Jan-13,16-Jan-13,0,2.13.3.1.1.2.1.10,TRF5-SW-02,Material,Pump
  TRF5-SW-01-40,Concrete Placement,19-Jan-13,19-Jan-13,0,2.13.3.1.1.2.1.11,TRF5-SW-01,Material,Pump
  TRF5-P3-03-40,Concrete Placement,15-Jan-13,15-Jan-13,0,2.13.3.1.1.2.3.3.7,TRF5-P3-03,Material,Pump
  TRF5-P3-02-40,Concrete Placement,19-Jan-13,19-Jan-13,0,2.13.3.1.1.2.3.3.8,TRF5-P3-02,Material,Pump
  TRF5-P3-07-40,Concrete Placement,15-Dec-12,15-Dec-12,0,2.13.3.1.1.2.3.3.3,TRF5-P3-07,Material,Pump
  TRF5-P3-05-40,Concrete Placement,27-Dec-12,27-Dec-12,0,2.13.3.1.1.2.3.3.5,TRF5-P3-05,Material,Pump
  TRF5-P3-09-40,Concrete Placement,6-Dec-12,6-Dec-12,0,2.13.3.1.1.2.3.3.1,TRF5-P3-09,Material,Pump
  TRF5-P3-01-40,Concrete Placement,22-Jan-13,22-Jan-13,0,2.13.3.1.1.2.3.3.9,TRF5-P3-01,Material,Pump
  TRF5-P3-08-40,Concrete Placement,12-Dec-12,12-Dec-12,0,2.13.3.1.1.2.3.3.2,TRF5-P3-08,Material,Pump
  TRF5-P3-06-40,Concrete Placement,19-Dec-12,19-Dec-12,0,2.13.3.1.1.2.3.3.4,TRF5-P3-06,Material,Pump
  TRF5-P3-04-40,Concrete Placement,10-Jan-13,10-Jan-13,0,2.13.3.1.1.2.3.3.6,TRF5-P3-04,Material,Pump
  TRF5-P1-04-40,Concrete Placement,10-Jan-13,10-Jan-13,0,2.13.3.1.1.2.3.1.1,TRF5-P1-04,Material,Pump
  TRF5-P1-02-40,Concrete Placement,22-Jan-13,22-Jan-13,0,2.13.3.1.1.2.3.1.3,TRF5-P1-02,Material,Pump
  TRF5-P1-01-40,Concrete Placement,25-Jan-13,25-Jan-13,0,2.13.3.1.1.2.3.1.4,TRF5-P1-01,Material,Pump
  TRF5-P1-03-40,Concrete Placement,15-Jan-13,15-Jan-13,0,2.13.3.1.1.2.3.1.2,TRF5-P1-03,Material,Pump
  TRF5-P2-01-40,Concrete Placement,26-Jan-13,26-Jan-13,0,2.13.3.1.1.2.3.2.4,TRF5-P2-01,Material,Pump
  TRF5-P2-02-40,Concrete Placement,23-Jan-13,23-Jan-13,0,2.13.3.1.1.2.3.2.3,TRF5-P2-02,Material,Pump
  TRF5-P2-03-40,Concrete Placement,18-Jan-13,18-Jan-13,0,2.13.3.1.1.2.3.2.2,TRF5-P2-03,Material,Pump
  TRF5-P4-03-40,Concrete Placement,18-Jan-13,18-Jan-13,0,2.13.3.1.1.2.3.4.2,TRF5-P4-03,Material,Pump
  TRF5-P4-01-40,Concrete Placement,26-Jan-13,26-Jan-13,0,2.13.3.1.1.2.3.4.4,TRF5-P4-01,Material,Pump
  TRF5-P4-02-40,Concrete Placement,23-Jan-13,23-Jan-13,0,2.13.3.1.1.2.3.4.3,TRF5-P4-02,Material,Pump
  TRF5-P5-03-40,Concrete Placement,15-Jan-13,15-Jan-13,0,2.13.3.1.1.2.3.5.2,TRF5-P5-03,Material,Pump
  TRF5-P5-01-40,Concrete Placement,25-Jan-13,25-Jan-13,0,2.13.3.1.1.2.3.5.4,TRF5-P5-01,Material,Pump
  TRF5-P5-02-40,Concrete Placement,22-Jan-13,22-Jan-13,0,2.13.3.1.1.2.3.5.3,TRF5-P5-02,Material,Pump
  TRF5-P5-04-40,Concrete Placement,10-Jan-13,10-Jan-13,0,2.13.3.1.1.2.3.5.1,TRF5-P5-04,Material,Pump
  TRF5-R-05-40,Concrete Placement,27-Mar-13,27-Mar-13,0,2.13.3.1.1.3.10,TRF5-R-05,Material,Pump
  TRF5-R-01-40,Concrete Placement,8-May-13,8-May-13,1,2.13.3.1.1.3.14,TRF5-R-01,Material,Pump
  TRF5-R-02-40,Concrete Placement,27-Apr-13,27-Apr-13,2,2.13.3.1.1.3.13,TRF5-R-02,Material,Pump
  TRF5-R-04-40,Concrete Placement,6-Apr-13,6-Apr-13,0,2.13.3.1.1.3.11,TRF5-R-04,Material,Pump
  TRF5-R-06-40,Concrete Placement,18-Mar-13,18-Mar-13,0,2.13.3.1.1.3.9,TRF5-R-06,Material,Pump
  TRF5-R-07-40,Concrete Placement,8-Mar-13,8-Mar-13,0,2.13.3.1.1.3.8,TRF5-R-07,Material,Pump
  TRF5-R-08-40,Concrete Placement,27-Feb-13,27-Feb-13,0,2.13.3.1.1.3.7,TRF5-R-08,Material,Pump
  TRF5-R-11-40,Concrete Placement,30-Jan-13,30-Jan-13,0,2.13.3.1.1.3.4,TRF5-R-11,Material,Pump
  TRF5-R-12-40,Concrete Placement,22-Jan-13,22-Jan-13,0,2.13.3.1.1.3.3,TRF5-R-12,Material,Pump
  TRF5-R-14-40,Concrete Placement,7-Jan-13,7-Jan-13,0,2.13.3.1.1.3.1,TRF5-R-14,Material,Pump
  TRF5-R-13-40,Concrete Placement,15-Jan-13,15-Jan-13,0,2.13.3.1.1.3.2,TRF5-R-13,Material,Pump
  TRF5-R-10-40,Concrete Placement,6-Feb-13,6-Feb-13,0,2.13.3.1.1.3.5,TRF5-R-10,Material,Pump
  TRF5-R-03-40,Concrete Placement,15-Apr-13,15-Apr-13,1,2.13.3.1.1.3.12,TRF5-R-03,Material,Pump
  TRF5-R-09-40,Concrete Placement,19-Feb-13,19-Feb-13,0,2.13.3.1.1.3.6,TRF5-R-09,Material,Pump
  TRF5-SL-04a-40,Concrete Placement,1-Dec-12,1-Dec-12,0,2.13.3.1.1.1.17,TRF5-SL-04a,Material,Pump
  TRF5-SL-06b-40,Concrete Placement,8-Nov-12,8-Nov-12,0,2.13.3.1.1.1.12,TRF5-SL-06b,Material,Pump
  TRF5-SL-08c-40,Concrete Placement,15-Oct-12,15-Oct-12,0,2.13.3.1.1.1.7,TRF5-SL-08c,Material,Pump
  TRF5-SL-08a-40,Concrete Placement,13-Oct-12,13-Oct-12,0,2.13.3.1.1.1.5,TRF5-SL-08a,Material,Pump
  TRF5-SL-05a-40,Concrete Placement,20-Nov-12,20-Nov-12,0,2.13.3.1.1.1.14,TRF5-SL-05a,Material,Pump
  TRF5-SL-01b-40,Concrete Placement,3-Jan-13,3-Jan-13,0,2.13.3.1.1.1.27,TRF5-SL-01b,Material,Pump
  TRF5-SL-08b-40,Concrete Placement,13-Oct-12,13-Oct-12,0,2.13.3.1.1.1.6,TRF5-SL-08b,Material,Pump
  TRF5-SL-06c-40,Concrete Placement,12-Nov-12,12-Nov-12,0,2.13.3.1.1.1.13,TRF5-SL-06c,Material,Pump
  TRF5-SL-02c-40,Concrete Placement,21-Dec-12,21-Dec-12,0,2.13.3.1.1.1.25,TRF5-SL-02c,Material,Pump
  TRF5-SL-01c-40,Concrete Placement,5-Jan-13,5-Jan-13,0,2.13.3.1.1.1.28,TRF5-SL-01c,Material,Pump
  TRF5-SL-12-40,Concrete Placement,4-Sep-12,4-Sep-12,1,2.13.3.1.1.1.1,TRF5-SL-12,Material,Pump
  TRF5-SL-01a-40,Concrete Placement,3-Jan-13,3-Jan-13,0,2.13.3.1.1.1.26,TRF5-SL-01a,Material,Pump
  TRF5-SL-02b-40,Concrete Placement,19-Dec-12,19-Dec-12,0,2.13.3.1.1.1.24,TRF5-SL-02b,Material,Pump
  TRF5-SL-02a-40,Concrete Placement,19-Dec-12,19-Dec-12,0,2.13.3.1.1.1.23,TRF5-SL-02a,Material,Pump
  TRF5-SL-03c-40,Concrete Placement,12-Dec-12,12-Dec-12,0,2.13.3.1.1.1.22,TRF5-SL-03c,Material,Pump
  TRF5-SL-03b-40,Concrete Placement,10-Dec-12,10-Dec-12,0,2.13.3.1.1.1.21,TRF5-SL-03b,Material,Pump
  TRF5-SL-03a-40,Concrete Placement,10-Dec-12,10-Dec-12,0,2.13.3.1.1.1.20,TRF5-SL-03a,Material,Pump
  TRF5-SL-04c-40,Concrete Placement,3-Dec-12,3-Dec-12,0,2.13.3.1.1.1.19,TRF5-SL-04c,Material,Pump
  TRF5-SL-04b-40,Concrete Placement,1-Dec-12,1-Dec-12,0,2.13.3.1.1.1.18,TRF5-SL-04b,Material,Pump
  TRF5-SL-05c-40,Concrete Placement,22-Nov-12,22-Nov-12,0,2.13.3.1.1.1.16,TRF5-SL-05c,Material,Pump
  TRF5-SL-05b-40,Concrete Placement,20-Nov-12,20-Nov-12,0,2.13.3.1.1.1.15,TRF5-SL-05b,Material,Pump
  TRF5-SL-06a-40,Concrete Placement,8-Nov-12,8-Nov-12,0,2.13.3.1.1.1.11,TRF5-SL-06a,Material,Pump
  TRF5-SL-07b-40,Concrete Placement,26-Oct-12,26-Oct-12,0,2.13.3.1.1.1.9,TRF5-SL-07b,Material,Pump
  TRF5-SL-07a-40,Concrete Placement,26-Oct-12,26-Oct-12,0,2.13.3.1.1.1.8,TRF5-SL-07a,Material,Pump
  TRF5-SL-09-40,Concrete Placement,2-Oct-12,2-Oct-12,0,2.13.3.1.1.1.4,TRF5-SL-09,Material,Pump
  TRF5-SL-10-40,Concrete Placement,24-Sep-12,24-Sep-12,0,2.13.3.1.1.1.3,TRF5-SL-10,Material,Pump
  TRF5-SL-07c-40,Concrete Placement,29-Oct-12,29-Oct-12,0,2.13.3.1.1.1.10,TRF5-SL-07c,Material,Pump
  TRF5-SL-11-40,Concrete Placement,13-Sep-12,13-Sep-12,0,2.13.3.1.1.1.2,TRF5-SL-11,Material,Pump
  TRF6-SL-07a-40,Concrete Placement,29-Nov-12,29-Nov-12,0,2.13.3.1.2.1.8,TRF6-SL-07a,Material,Pump
  TRF6-SL-08c-40,Concrete Placement,19-Nov-12,19-Nov-12,0,2.13.3.1.2.1.7,TRF6-SL-08c,Material,Pump
  TRF6-SL-08b-40,Concrete Placement,17-Nov-12,17-Nov-12,0,2.13.3.1.2.1.6,TRF6-SL-08b,Material,Pump
  TRF6-SL-08a-40,Concrete Placement,17-Nov-12,17-Nov-12,0,2.13.3.1.2.1.5,TRF6-SL-08a,Material,Pump
  TRF6-SL-09-40,Concrete Placement,8-Nov-12,8-Nov-12,0,2.13.3.1.2.1.4,TRF6-SL-09,Material,Pump
  TRF6-SL-10-40,Concrete Placement,26-Oct-12,26-Oct-12,0,2.13.3.1.2.1.3,TRF6-SL-10,Material,Pump
  TRF6-SL-11-40,Concrete Placement,13-Oct-12,13-Oct-12,0,2.13.3.1.2.1.2,TRF6-SL-11,Material,Pump
  TRF6-SL-12-40,Concrete Placement,4-Oct-12,4-Oct-12,1,2.13.3.1.2.1.1,TRF6-SL-12,Material,Pump
  TRF6-SL-07c-40,Concrete Placement,1-Dec-12,1-Dec-12,0,2.13.3.1.2.1.10,TRF6-SL-07c,Material,Pump
  TRF6-SL-05b-40,Concrete Placement,17-Dec-12,17-Dec-12,0,2.13.3.1.2.1.15,TRF6-SL-05b,Material,Pump
  TRF6-SL-06b-40,Concrete Placement,7-Dec-12,7-Dec-12,0,2.13.3.1.2.1.12,TRF6-SL-06b,Material,Pump
  TRF6-SL-01c-40,Concrete Placement,28-Jan-13,28-Jan-13,0,2.13.3.1.2.1.28,TRF6-SL-01c,Material,Pump
  TRF6-SL-01b-40,Concrete Placement,26-Jan-13,26-Jan-13,0,2.13.3.1.2.1.27,TRF6-SL-01b,Material,Pump
  TRF6-SL-01a-40,Concrete Placement,26-Jan-13,26-Jan-13,0,2.13.3.1.2.1.26,TRF6-SL-01a,Material,Pump
  TRF6-SL-02b-40,Concrete Placement,17-Jan-13,17-Jan-13,0,2.13.3.1.2.1.24,TRF6-SL-02b,Material,Pump
  TRF6-SL-02a-40,Concrete Placement,17-Jan-13,17-Jan-13,0,2.13.3.1.2.1.23,TRF6-SL-02a,Material,Pump
  TRF6-SL-03c-40,Concrete Placement,10-Jan-13,10-Jan-13,0,2.13.3.1.2.1.22,TRF6-SL-03c,Material,Pump
  TRF6-SL-03b-40,Concrete Placement,8-Jan-13,8-Jan-13,0,2.13.3.1.2.1.21,TRF6-SL-03b,Material,Pump
  TRF6-SL-03a-40,Concrete Placement,8-Jan-13,8-Jan-13,0,2.13.3.1.2.1.20,TRF6-SL-03a,Material,Pump
  TRF6-SL-04c-40,Concrete Placement,29-Dec-12,29-Dec-12,0,2.13.3.1.2.1.19,TRF6-SL-04c,Material,Pump
  TRF6-SL-04b-40,Concrete Placement,27-Dec-12,27-Dec-12,0,2.13.3.1.2.1.18,TRF6-SL-04b,Material,Pump
  TRF6-SL-04a-40,Concrete Placement,27-Dec-12,27-Dec-12,0,2.13.3.1.2.1.17,TRF6-SL-04a,Material,Pump
  TRF6-SL-05c-40,Concrete Placement,19-Dec-12,19-Dec-12,0,2.13.3.1.2.1.16,TRF6-SL-05c,Material,Pump
  TRF6-SL-05a-40,Concrete Placement,17-Dec-12,17-Dec-12,0,2.13.3.1.2.1.14,TRF6-SL-05a,Material,Pump
  TRF6-SL-06c-40,Concrete Placement,10-Dec-12,10-Dec-12,0,2.13.3.1.2.1.13,TRF6-SL-06c,Material,Pump
  TRF6-SL-06a-40,Concrete Placement,7-Dec-12,7-Dec-12,0,2.13.3.1.2.1.11,TRF6-SL-06a,Material,Pump
  TRF6-SL-07b-40,Concrete Placement,29-Nov-12,29-Nov-12,0,2.13.3.1.2.1.9,TRF6-SL-07b,Material,Pump
  TRF6-SL-02c-40,Concrete Placement,19-Jan-13,19-Jan-13,0,2.13.3.1.2.1.25,TRF6-SL-02c,Material,Pump
  TRF6-R-06-40,Concrete Placement,10-Apr-13,10-Apr-13,0,2.13.3.1.2.3.9,TRF6-R-06,Material,Pump
  TRF6-R-01-40,Concrete Placement,5-Jun-13,5-Jun-13,1,2.13.3.1.2.3.14,TRF6-R-01,Material,Pump
  TRF6-R-02-40,Concrete Placement,24-May-13,25-May-13,2,2.13.3.1.2.3.13,TRF6-R-02,Material,Pump
  TRF6-R-03-40,Concrete Placement,10-May-13,10-May-13,1,2.13.3.1.2.3.12,TRF6-R-03,Material,Pump
  TRF6-R-04-40,Concrete Placement,29-Apr-13,29-Apr-13,0,2.13.3.1.2.3.11,TRF6-R-04,Material,Pump
  TRF6-R-07-40,Concrete Placement,1-Apr-13,1-Apr-13,0,2.13.3.1.2.3.8,TRF6-R-07,Material,Pump
  TRF6-R-08-40,Concrete Placement,21-Mar-13,21-Mar-13,0,2.13.3.1.2.3.7,TRF6-R-08,Material,Pump
  TRF6-R-11-40,Concrete Placement,25-Feb-13,25-Feb-13,0,2.13.3.1.2.3.4,TRF6-R-11,Material,Pump
  TRF6-R-13-40,Concrete Placement,5-Feb-13,5-Feb-13,0,2.13.3.1.2.3.2,TRF6-R-13,Material,Pump
  TRF6-R-10-40,Concrete Placement,5-Mar-13,5-Mar-13,0,2.13.3.1.2.3.5,TRF6-R-10,Material,Pump
  TRF6-R-05-40,Concrete Placement,20-Apr-13,20-Apr-13,0,2.13.3.1.2.3.10,TRF6-R-05,Material,Pump
  TRF6-R-09-40,Concrete Placement,13-Mar-13,13-Mar-13,0,2.13.3.1.2.3.6,TRF6-R-09,Material,Pump
  TRF6-R-12-40,Concrete Placement,18-Feb-13,18-Feb-13,0,2.13.3.1.2.3.3,TRF6-R-12,Material,Pump
  TRF6-R-14-40,Concrete Placement,30-Jan-13,30-Jan-13,0,2.13.3.1.2.3.1,TRF6-R-14,Material,Pump
  TRF6-P1-04-40,Concrete Placement,1-Feb-13,1-Feb-13,0,2.13.3.1.2.2.3.1.1,TRF6-P1-04,Material,Pump
  TRF6-P1-03-40,Concrete Placement,6-Feb-13,6-Feb-13,0,2.13.3.1.2.2.3.1.2,TRF6-P1-03,Material,Pump
  TRF6-P1-02-40,Concrete Placement,18-Feb-13,18-Feb-13,0,2.13.3.1.2.2.3.1.3,TRF6-P1-02,Material,Pump
  TRF6-P1-01-40,Concrete Placement,21-Feb-13,21-Feb-13,0,2.13.3.1.2.2.3.1.4,TRF6-P1-01,Material,Pump
  TRF6-P2-03-40,Concrete Placement,14-Feb-13,14-Feb-13,0,2.13.3.1.2.2.3.2.2,TRF6-P2-03,Material,Pump
  TRF6-P2-02-40,Concrete Placement,19-Feb-13,19-Feb-13,0,2.13.3.1.2.2.3.2.3,TRF6-P2-02,Material,Pump
  TRF6-P2-01-40,Concrete Placement,22-Feb-13,22-Feb-13,0,2.13.3.1.2.2.3.2.4,TRF6-P2-01,Material,Pump
  TRF6-P3-09-40,Concrete Placement,4-Jan-13,4-Jan-13,0,2.13.3.1.2.2.3.3.1,TRF6-P3-09,Material,Pump
  TRF6-P3-08-40,Concrete Placement,10-Jan-13,10-Jan-13,0,2.13.3.1.2.2.3.3.2,TRF6-P3-08,Material,Pump
  TRF6-P3-07-40,Concrete Placement,14-Jan-13,14-Jan-13,0,2.13.3.1.2.2.3.3.3,TRF6-P3-07,Material,Pump
  TRF6-P3-06-40,Concrete Placement,18-Jan-13,18-Jan-13,0,2.13.3.1.2.2.3.3.4,TRF6-P3-06,Material,Pump
  TRF6-P3-05-40,Concrete Placement,23-Jan-13,23-Jan-13,0,2.13.3.1.2.2.3.3.5,TRF6-P3-05,Material,Pump
  TRF6-P3-04-40,Concrete Placement,1-Feb-13,1-Feb-13,0,2.13.3.1.2.2.3.3.6,TRF6-P3-04,Material,Pump
  TRF6-P3-03-40,Concrete Placement,6-Feb-13,6-Feb-13,0,2.13.3.1.2.2.3.3.7,TRF6-P3-03,Material,Pump
  TRF6-P3-02-40,Concrete Placement,15-Feb-13,15-Feb-13,0,2.13.3.1.2.2.3.3.8,TRF6-P3-02,Material,Pump
  TRF6-P3-01-40,Concrete Placement,19-Feb-13,19-Feb-13,0,2.13.3.1.2.2.3.3.9,TRF6-P3-01,Material,Pump
  TRF6-P4-03-40,Concrete Placement,14-Feb-13,14-Feb-13,0,2.13.3.1.2.2.3.4.2,TRF6-P4-03,Material,Pump
  TRF6-P4-02-40,Concrete Placement,19-Feb-13,19-Feb-13,0,2.13.3.1.2.2.3.4.3,TRF6-P4-02,Material,Pump
  TRF6-P4-01-40,Concrete Placement,22-Feb-13,22-Feb-13,0,2.13.3.1.2.2.3.4.4,TRF6-P4-01,Material,Pump
  TRF6-P5-02-40,Concrete Placement,18-Feb-13,18-Feb-13,0,2.13.3.1.2.2.3.5.3,TRF6-P5-02,Material,Pump
  TRF6-P5-01-40,Concrete Placement,21-Feb-13,21-Feb-13,0,2.13.3.1.2.2.3.5.4,TRF6-P5-01,Material,Pump
  TRF6-P5-04-40,Concrete Placement,1-Feb-13,1-Feb-13,0,2.13.3.1.2.2.3.5.1,TRF6-P5-04,Material,Pump
  TRF6-P5-03-40,Concrete Placement,6-Feb-13,6-Feb-13,0,2.13.3.1.2.2.3.5.2,TRF6-P5-03,Material,Pump
  TRF6-SW-02-40,Concrete Placement,13-Feb-13,13-Feb-13,0,2.13.3.1.2.2.1.10,TRF6-SW-02,Material,Pump
  TRF6-SW-11-40,Concrete Placement,4-Dec-12,4-Dec-12,0,2.13.3.1.2.2.1.1,TRF6-SW-11,Material,Pump
  TRF6-SW-10-40,Concrete Placement,11-Dec-12,11-Dec-12,0,2.13.3.1.2.2.1.2,TRF6-SW-10,Material,Pump
  TRF6-SW-09-40,Concrete Placement,15-Dec-12,15-Dec-12,0,2.13.3.1.2.2.1.3,TRF6-SW-09,Material,Pump
  TRF6-SW-08-40,Concrete Placement,19-Dec-12,19-Dec-12,0,2.13.3.1.2.2.1.4,TRF6-SW-08,Material,Pump
  TRF6-SW-07-40,Concrete Placement,22-Dec-12,22-Dec-12,0,2.13.3.1.2.2.1.5,TRF6-SW-07,Material,Pump
  TRF6-SW-06-40,Concrete Placement,3-Jan-13,3-Jan-13,0,2.13.3.1.2.2.1.6,TRF6-SW-06,Material,Pump
  TRF6-SW-04-40,Concrete Placement,30-Jan-13,30-Jan-13,0,2.13.3.1.2.2.1.8,TRF6-SW-04,Material,Pump
  TRF6-SW-03-40,Concrete Placement,4-Feb-13,4-Feb-13,0,2.13.3.1.2.2.1.9,TRF6-SW-03,Material,Pump
  TRF6-SW-01-40,Concrete Placement,16-Feb-13,16-Feb-13,0,2.13.3.1.2.2.1.11,TRF6-SW-01,Material,Pump
  TRF6-SW-05-40,Concrete Placement,21-Jan-13,21-Jan-13,0,2.13.3.1.2.2.1.7,TRF6-SW-05,Material,Pump
  TRF6-NW-06-40,Concrete Placement,3-Jan-13,3-Jan-13,0,2.13.3.1.2.2.2.6,TRF6-NW-06,Material,Pump
  TRF6-NW-11-40,Concrete Placement,4-Dec-12,4-Dec-12,0,2.13.3.1.2.2.2.1,TRF6-NW-11,Material,Pump
  TRF6-NW-10-40,Concrete Placement,11-Dec-12,11-Dec-12,0,2.13.3.1.2.2.2.2,TRF6-NW-10,Material,Pump
  TRF6-NW-09-40,Concrete Placement,15-Dec-12,15-Dec-12,0,2.13.3.1.2.2.2.3,TRF6-NW-09,Material,Pump
  TRF6-NW-08-40,Concrete Placement,19-Dec-12,19-Dec-12,0,2.13.3.1.2.2.2.4,TRF6-NW-08,Material,Pump
  TRF6-NW-07-40,Concrete Placement,22-Dec-12,22-Dec-12,0,2.13.3.1.2.2.2.5,TRF6-NW-07,Material,Pump
  TRF6-NW-05-40,Concrete Placement,21-Jan-13,21-Jan-13,0,2.13.3.1.2.2.2.7,TRF6-NW-05,Material,Pump
  TRF6-NW-04-40,Concrete Placement,30-Jan-13,30-Jan-13,0,2.13.3.1.2.2.2.8,TRF6-NW-04,Material,Pump
  TRF6-NW-03-40,Concrete Placement,4-Feb-13,4-Feb-13,0,2.13.3.1.2.2.2.9,TRF6-NW-03,Material,Pump
  TRF6-NW-02-40,Concrete Placement,13-Feb-13,13-Feb-13,0,2.13.3.1.2.2.2.10,TRF6-NW-02,Material,Pump
  TRF6-NW-01-40,Concrete Placement,16-Feb-13,16-Feb-13,0,2.13.3.1.2.2.2.11,TRF6-NW-01,Material,Pump
  H3E-3B-W01-40,Concrete Placement,22-Sep-12,22-Sep-12,1,2.6.1.8.2.13,H3E-3B-W01,Material,Pump
  H3E-1A-W02-40,Concrete Placement,8-May-12,8-May-12,0,2.6.1.1.2.12,H3E-1A-W02,Material,Pump
  H3E-1C-W03-40,Concrete Placement,8-May-12,8-May-12,1,2.6.1.3.2.11,H3E-1C-W03,Material,Pump
  H3E-2A-W04-40,Concrete Placement,8-May-12,8-May-12,1,2.6.1.4.2.9,H3E-2A-W04,Material,Pump
  H3W-6C-W01-40,Concrete Placement,8-Oct-12,8-Oct-12,1,2.6.3.3.2.1,H3W-6C-W01,Material,Pump
  H3W-6A-W12-40,Concrete Placement,7-May-12,7-May-12,0,2.6.3.1.2.13,H3W-6A-W12,Material,Pump
  H3W-6D-W12-40,Concrete Placement,14-May-12,14-May-12,1,2.6.3.4.2.13,H3W-6D-W12,Material,Pump
  UW-M05-W08-40,Concrete Placement,17-Aug-11,17-Aug-11,1,2.2.3.5.3.8,UW-M05-W08,Material,Pump
